Date,mlat,mlt,X,Y,Z,F
2024-05-10 00:00:00,47.5,19.9766,-12.367,-8.02553,0,14.7699
2024-05-10 00:01:00,47.5,19.9926,13.4384,-3.0708,0,13.8101
2024-05-10 00:02:00,47.5,20.0087,14.9072,-1.25368,0,14.9904
2024-05-10 00:03:00,47.5,20.0247,14.956,-0.888544,0,15.0103
2024-05-10 00:04:00,47.5,20.0407,15.0134,-0.662562,0,15.0557
2024-05-10 00:05:00,47.5,20.0567,14.9584,-0.577844,0,14.9975
2024-05-10 00:06:00,47.5,20.0727,14.8263,-0.680323,0,14.867
2024-05-10 00:07:00,47.5,20.0887,14.8529,-0.756325,0,14.8984
2024-05-10 00:08:00,47.5,20.1047,14.8807,-0.535372,0,14.9143
2024-05-10 00:09:00,47.5,20.1207,14.6563,-0.537059,0,14.6863
2024-05-10 00:10:00,47.5,20.1367,14.2673,-0.463147,0,14.2957
2024-05-10 00:11:00,47.5,20.1526,14.1004,-0.233923,0,14.1269
2024-05-10 00:12:00,47.5,20.1686,13.8848,-0.110082,0,13.9098
2024-05-10 00:13:00,47.5,20.1846,14.3145,-0.0140107,0,14.3325
2024-05-10 00:14:00,47.5,20.2005,14.5371,0.352451,0,14.5565
2024-05-10 00:15:00,47.5,20.2164,14.6716,0.503769,0,14.6941
2024-05-10 00:16:00,47.5,20.2324,14.8639,0.555363,0,14.888
2024-05-10 00:17:00,47.5,20.2483,14.5401,0.540458,0,14.5613
2024-05-10 00:18:00,47.5,20.2642,14.4704,0.727356,0,14.4986
2024-05-10 00:19:00,47.5,20.2801,14.1528,0.804818,0,14.1878
2024-05-10 00:20:00,47.5,20.296,13.9662,1.0207,0,14.0147
2024-05-10 00:21:00,47.5,20.3119,14.1463,0.997861,0,14.1894
2024-05-10 00:22:00,47.5,20.3278,13.7943,1.16572,0,13.8506
2024-05-10 00:23:00,47.5,20.3437,13.5388,1.13886,0,13.5927
2024-05-10 00:24:00,47.5,20.3596,13.3114,0.979075,0,13.3543
