Date,mlat,mlt,X,Y,Z,F
2024-05-10 00:00:00,43.4524,22.3719,-18.2472,-13.4247,0,22.7458
2024-05-10 00:01:00,43.4524,22.388,22.3652,-3.46353,0,22.7185
2024-05-10 00:02:00,43.4524,22.404,23.5726,-2.70581,0,23.8172
2024-05-10 00:03:00,43.4524,22.42,23.2317,-2.41829,0,23.4565
2024-05-10 00:04:00,43.4524,22.436,23.6969,-2.31833,0,23.9175
2024-05-10 00:05:00,43.4524,22.4521,23.7924,-2.0124,0,23.9818
2024-05-10 00:06:00,43.4524,22.4681,24.1378,-1.55348,0,24.2745
2024-05-10 00:07:00,43.4524,22.4841,24.4438,-1.29079,0,24.579
2024-05-10 00:08:00,43.4524,22.5001,24.5232,-0.916183,0,24.6479
2024-05-10 00:09:00,43.4524,22.516,24.9803,-0.657051,0,25.0974
2024-05-10 00:10:00,43.4524,22.532,25.2953,-0.434817,0,25.4029
2024-05-10 00:11:00,43.4524,22.548,25.4235,-0.14449,0,25.5226
2024-05-10 00:12:00,43.4524,22.5639,24.878,-0.161273,0,24.9917
2024-05-10 00:13:00,43.4524,22.5799,24.8329,-0.0688528,0,24.9383
2024-05-10 00:14:00,43.4524,22.5958,24.9054,0.241087,0,25.0171
2024-05-10 00:15:00,43.4524,22.6118,24.5216,0.187232,0,24.623
2024-05-10 00:16:00,43.4524,22.6277,24.0954,0.0457226,0,24.1992
2024-05-10 00:17:00,43.4524,22.6437,24.0915,0.272939,0,24.1998
2024-05-10 00:18:00,43.4524,22.6596,24.313,0.53803,0,24.4306
2024-05-10 00:19:00,43.4524,22.6755,24.2119,0.983296,0,24.3337
2024-05-10 00:20:00,43.4524,22.6914,24.2207,1.17973,0,24.3437
2024-05-10 00:21:00,43.4524,22.7073,24.0957,0.899189,0,24.2008
2024-05-10 00:22:00,43.4524,22.7232,23.633,1.04879,0,23.7381
2024-05-10 00:23:00,43.4524,22.7391,23.2285,0.855597,0,23.3182
2024-05-10 00:24:00,43.4524,22.7549,22.4802,0.98703,0,22.5709
2024-05-10 00:25:00,43.4524,22.7708,22.2856,0.559451,0,22.3604
2024-05-10 00:26:00,43.4524,22.7867,21.2527,0.30018,0,21.3126
2024-05-10 00:27:00,43.4524,22.8026,20.5296,0.4577,0,20.6056
2024-05-10 00:28:00,43.4524,22.8184,19.9288,0.198357,0,19.9963
2024-05-10 00:29:00,43.4524,22.8343,19.6909,-0.370032,0,19.7753
2024-05-10 00:30:00,43.4524,22.8501,19.2867,-1.03094,0,19.3812
2024-05-10 00:31:00,43.4524,22.8659,18.9963,-1.24033,0,19.1349
2024-05-10 00:32:00,43.4524,22.8818,19.0832,-1.33087,0,19.2183
2024-05-10 00:33:00,43.4524,22.8976,18.6048,-1.50355,0,18.7509
2024-05-10 00:34:00,43.4524,22.9134,18.1522,-1.64259,0,18.2958
2024-05-10 00:35:00,43.4524,22.9292,17.5075,-1.50522,0,17.6475
2024-05-10 00:36:00,43.4524,22.945,16.7468,-1.31931,0,16.8621
2024-05-10 00:37:00,43.4524,22.9608,16.222,-1.30536,0,16.3348
2024-05-10 00:38:00,43.4524,22.9766,15.8327,-1.06433,0,15.9267
2024-05-10 00:39:00,43.4833,10.9928,8.67725,0.148785,0,11.5657
2024-05-10 00:40:00,43.4833,11.0085,8.94736,0.0906439,0,11.7181
2024-05-10 00:41:00,43.4833,11.0243,9.14008,0.133494,0,12.0274
2024-05-10 00:42:00,43.4833,11.0401,9.36346,0.450836,0,12.4667
2024-05-10 00:43:00,43.4833,11.0559,9.42372,0.498758,0,12.6173
2024-05-10 00:44:00,43.4833,11.0716,9.46152,0.452207,0,12.6165
2024-05-10 00:45:00,43.4833,11.0874,9.44076,0.468535,0,12.6649
2024-05-10 00:46:00,43.4833,11.1031,9.34343,0.629967,0,12.6161
2024-05-10 00:47:00,43.4833,11.1189,9.23894,0.713324,0,12.4346
2024-05-10 00:48:00,43.4833,11.1346,9.15109,0.682917,0,12.2538
2024-05-10 00:49:00,43.4833,11.1504,9.06015,0.736259,0,12.1166
2024-05-10 00:50:00,43.4833,11.1661,9.13677,0.756348,0,12.1237
2024-05-10 00:51:00,43.4833,11.1818,9.18575,0.98076,0,12.2185
2024-05-10 00:52:00,43.4833,11.1976,9.02883,1.18613,0,12.0938
2024-05-10 00:53:00,43.4833,11.2133,8.8125,1.30377,0,11.8997
2024-05-10 00:54:00,43.4833,11.229,8.58148,1.14103,0,11.7665
2024-05-10 00:55:00,43.4833,11.2447,8.41646,1.09212,0,11.6462
2024-05-10 00:56:00,43.4833,11.2604,8.43166,1.07299,0,11.6422
2024-05-10 00:57:00,43.4833,11.2761,8.39165,1.08665,0,11.6741
2024-05-10 00:58:00,43.4833,11.2918,8.21519,1.08529,0,11.5486
