Date,mlat,mlt,X,Y,Z,F
2024-05-10 00:00:00,47.5,19.779,-11.7203,-7.83189,0,14.1355
2024-05-10 00:01:00,47.5,19.795,12.8544,-2.74935,0,13.1833
2024-05-10 00:02:00,47.5,19.811,14.2579,-0.956312,0,14.3311
2024-05-10 00:03:00,47.5,19.8271,14.3097,-0.667345,0,14.3583
2024-05-10 00:04:00,47.5,19.8431,14.3681,-0.410725,0,14.4085
2024-05-10 00:05:00,47.5,19.8591,14.2995,-0.324146,0,14.3384
2024-05-10 00:06:00,47.5,19.8751,14.2914,-0.474323,0,14.3317
2024-05-10 00:07:00,47.5,19.8911,14.3106,-0.521141,0,14.3557
2024-05-10 00:08:00,47.5,19.9071,14.3312,-0.333723,0,14.3661
2024-05-10 00:09:00,47.5,19.9231,14.0439,-0.374094,0,14.0742
2024-05-10 00:10:00,47.5,19.9391,13.6497,-0.358852,0,13.6765
2024-05-10 00:11:00,47.5,19.955,13.4781,-0.163973,0,13.5021
2024-05-10 00:12:00,47.5,19.971,13.227,-0.0513878,0,13.2488
2024-05-10 00:13:00,47.5,19.9869,13.7146,0.0357642,0,13.7305
2024-05-10 00:14:00,47.5,20.0029,13.9345,0.38539,0,13.9533
2024-05-10 00:15:00,47.5,20.0188,14.1128,0.48385,0,14.1317
2024-05-10 00:16:00,47.5,20.0348,14.3104,0.553347,0,14.332
2024-05-10 00:17:00,47.5,20.0507,13.9952,0.521509,0,14.0142
2024-05-10 00:18:00,47.5,20.0666,13.9324,0.711603,0,13.9594
2024-05-10 00:19:00,47.5,20.0825,13.6222,0.734902,0,13.6518
2024-05-10 00:20:00,47.5,20.0984,13.4248,0.924607,0,13.4665
2024-05-10 00:21:00,47.5,20.1143,13.601,0.932562,0,13.6405
2024-05-10 00:22:00,47.5,20.1302,13.1976,1.08201,0,13.2493
2024-05-10 00:23:00,47.5,20.1461,12.9154,1.07313,0,12.9662
2024-05-10 00:24:00,47.5,20.162,12.7376,0.902142,0,12.7763
2024-05-10 00:25:00,47.5,20.1779,12.1071,1.05618,0,12.1605
2024-05-10 00:26:00,47.5,20.1937,11.4572,0.827132,0,11.4953
2024-05-10 00:27:00,47.5,20.2096,10.7809,1.58529,0,10.9044
2024-05-10 00:28:00,47.5,20.2254,10.8337,1.24984,0,10.9124
2024-05-10 00:29:00,47.5,20.2413,11.2702,1.03531,0,11.323
2024-05-10 00:30:00,47.5,20.2571,11.2903,1.28847,0,11.3694
2024-05-10 00:31:00,47.5,20.273,11.291,1.31814,0,11.3738
2024-05-10 00:32:00,47.5,20.2888,11.2782,1.20575,0,11.3484
2024-05-10 00:33:00,47.5,20.3046,11.1698,0.990124,0,11.2191
2024-05-10 00:34:00,47.5,20.3204,10.8348,0.591595,0,10.8553
2024-05-10 00:35:00,47.5,20.3363,10.4212,0.69219,0,10.4495
2024-05-10 00:36:00,47.5,20.3521,10.0113,0.818488,0,10.0494
2024-05-10 00:37:00,47.5,20.3679,9.66644,0.969626,0,9.71972
2024-05-10 00:38:00,47.5,20.3837,9.04919,0.973586,0,9.10603
2024-05-10 00:39:00,47.5,20.3994,8.67969,0.752466,0,8.71875
2024-05-10 00:40:00,47.5,20.4152,8.87577,0.242623,0,8.88385
2024-05-10 00:41:00,47.5,20.431,10.0041,0.0666204,0,10.0083
2024-05-10 00:42:00,47.5,20.4468,11.5727,0.299121,0,11.584
2024-05-10 00:43:00,47.5,20.4626,12.0863,0.384413,0,12.103
