Date,mlat,mlt,X,Y,Z,F
2024-05-10 00:00:00,43.5,20.9475,-18.2782,-9.33322,0,20.561
2024-05-10 00:01:00,43.5,20.9636,18.8848,-6.29306,0,19.9511
2024-05-10 00:02:00,43.5,20.9796,20.6532,-4.85683,0,21.2332
2024-05-10 00:03:00,43.5,20.9956,20.5461,-4.44281,0,21.0352
2024-05-10 00:04:00,43.5,21.0117,20.849,-4.19976,0,21.2788
2024-05-10 00:05:00,43.5,21.0277,20.763,-4.02599,0,21.1608
2024-05-10 00:06:00,43.5,21.0437,20.7184,-3.78629,0,21.0825
2024-05-10 00:07:00,43.5,21.0597,20.785,-3.85819,0,21.1618
2024-05-10 00:08:00,43.5,21.0757,20.8497,-3.55673,0,21.1724
2024-05-10 00:09:00,43.5,21.0916,21.1246,-3.44095,0,21.4297
2024-05-10 00:10:00,43.5,21.1076,20.9488,-3.30646,0,21.2423
2024-05-10 00:11:00,43.5,21.1236,20.7495,-3.06695,0,21.0129
2024-05-10 00:12:00,43.5,21.1396,20.3783,-3.06612,0,20.6385
2024-05-10 00:13:00,43.5,21.1555,20.4829,-2.72454,0,20.687
2024-05-10 00:14:00,43.5,21.1715,20.6886,-2.25605,0,20.829
2024-05-10 00:15:00,43.5,21.1874,20.4431,-1.79147,0,20.5334
2024-05-10 00:16:00,43.5,21.2033,20.2515,-1.80261,0,20.3409
2024-05-10 00:17:00,43.5,21.2193,20.1741,-1.56276,0,20.2443
2024-05-10 00:18:00,43.5,21.2352,20.1417,-1.28539,0,20.1928
2024-05-10 00:19:00,43.5,21.2511,19.8316,-0.97329,0,19.8682
2024-05-10 00:20:00,43.5,21.267,19.7069,-0.617646,0,19.7283
2024-05-10 00:21:00,43.5,21.2829,19.5534,-0.622901,0,19.5723
2024-05-10 00:22:00,43.5,21.2988,19.0438,-0.281259,0,19.0542
2024-05-10 00:23:00,43.5,21.3147,18.6221,-0.278214,0,18.6322
2024-05-10 00:24:00,43.5,21.3306,18.0092,-0.43533,0,18.0226
2024-05-10 00:25:00,43.5,21.3464,17.6577,-0.382516,0,17.6696
2024-05-10 00:26:00,43.5,21.3623,16.848,-0.418394,0,16.8618
2024-05-10 00:27:00,43.5,21.3782,16.1336,0.00179353,0,16.1434
2024-05-10 00:28:00,43.5,21.394,15.703,-0.188257,0,15.7128
2024-05-10 00:29:00,43.5,21.4099,15.8656,-0.447288,0,15.885
2024-05-10 00:30:00,43.5,21.4257,15.8106,-0.345037,0,15.8328
2024-05-10 00:31:00,43.5,21.4415,15.6664,-0.488263,0,15.6983
2024-05-10 00:32:00,43.5,21.4574,15.6183,-0.731786,0,15.656
2024-05-10 00:33:00,43.5,21.4732,15.204,-0.978851,0,15.254
2024-05-10 00:34:00,43.5,21.489,14.738,-1.14708,0,14.7969
2024-05-10 00:35:00,43.5,21.5048,14.134,-0.976994,0,14.1865
2024-05-10 00:36:00,43.5,21.5206,13.4114,-0.748686,0,13.4505
2024-05-10 00:37:00,43.5,21.5364,12.9073,-0.651166,0,12.9429
2024-05-10 00:38:00,43.5,21.5522,12.4569,-0.500435,0,12.483
2024-05-10 00:39:00,43.5,21.568,12.3075,-0.785707,0,12.3442
2024-05-10 00:40:00,43.5,21.5838,12.3658,-1.23752,0,12.4356
2024-05-10 00:41:00,43.5,21.5996,13.5235,-1.40886,0,13.6019
2024-05-10 00:42:00,43.5,21.6153,15.1072,-1.21675,0,15.162
2024-05-10 00:43:00,43.5,21.6311,15.4474,-1.33028,0,15.5132
2024-05-10 00:44:00,43.5,21.6469,15.4384,-1.18426,0,15.4992
2024-05-10 00:45:00,43.5,21.6626,15.6609,-1.45211,0,15.7332
2024-05-10 00:46:00,43.5,21.6784,15.7403,-1.39766,0,15.807
2024-05-10 00:47:00,43.5,21.6941,15.6173,-1.58123,0,15.7027
2024-05-10 00:48:00,43.5,21.7099,15.2077,-1.85265,0,15.3285
2024-05-10 00:49:00,43.5,21.7256,14.9159,-2.17015,0,15.0835
2024-05-10 00:50:00,43.5,21.7414,14.826,-2.58512,0,15.0589
2024-05-10 00:51:00,43.5,21.7571,15.1573,-2.69745,0,15.4057
2024-05-10 00:52:00,43.5,21.7728,15.0692,-3.08956,0,15.4005
2024-05-10 00:53:00,43.5,21.7885,14.9554,-3.4045,0,15.3596
2024-05-10 00:54:00,43.5,21.8042,14.6086,-3.76246,0,15.1103
2024-05-10 00:55:00,43.5,21.82,14.2111,-4.05294,0,14.8037
2024-05-10 00:56:00,43.5,21.8357,14.0418,-4.5495,0,14.7823
2024-05-10 00:57:00,43.5,21.8514,13.9971,-4.70718,0,14.7837
2024-05-10 00:58:00,43.5,21.8671,13.7183,-5.15569,0,14.6819
2024-05-10 00:59:00,43.5,21.8828,13.7365,-5.53959,0,14.8411
2024-05-10 01:00:00,43.5,21.8985,13.1171,-5.82868,0,14.3912
2024-05-10 01:01:00,43.5,21.9142,13.2034,-6.36754,0,14.6987
2024-05-10 01:02:00,43.5,21.9299,12.6891,-6.87381,0,14.4693
2024-05-10 01:03:00,43.5,21.9455,12.2265,-7.3031,0,14.2727
2024-05-10 01:04:00,43.5,21.9612,11.5683,-7.5083,0,13.8214
2024-05-10 01:05:00,43.5,21.9769,10.7676,-7.59116,0,13.2332
2024-05-10 01:06:00,43.5,21.9926,10.5168,-7.6703,0,13.0675
2024-05-10 01:07:00,43.5,22.0083,10.2368,-7.97079,0,13.0183
2024-05-10 01:08:00,43.5,22.0239,9.84194,-8.37372,0,12.9662
2024-05-10 01:09:00,43.5,22.0396,9.55671,-8.76771,0,13.0531
2024-05-10 01:10:00,43.5,22.0553,9.62233,-8.9923,0,13.2677
2024-05-10 01:11:00,43.5,22.0709,9.50083,-9.30642,0,13.3977
2024-05-10 01:12:00,43.5,22.0866,10.4646,-8.68364,0,13.6586
