Date,mlat,mlt,X,Y,Z,F
2024-05-10 00:00:00,43.4791,11.6136,-7.95428,-10.9724,0,15.5649
2024-05-10 00:01:00,43.4791,11.6297,13.0345,2.0413,0,15.1583
2024-05-10 00:02:00,43.4791,11.6457,13.3924,2.31035,0,15.5713
2024-05-10 00:03:00,43.4791,11.6617,13.4471,2.25304,0,15.6169
2024-05-10 00:04:00,43.4791,11.6778,13.5322,2.30199,0,15.7386
2024-05-10 00:05:00,43.4791,11.6938,13.4356,2.35287,0,15.6787
2024-05-10 00:06:00,43.4791,11.7098,13.7137,2.59916,0,16.0752
2024-05-10 00:07:00,43.4791,11.7258,13.6379,2.61679,0,16.0886
2024-05-10 00:08:00,43.4791,11.7418,13.4439,2.63871,0,15.9913
2024-05-10 00:09:00,43.4791,11.7578,13.1947,2.63586,0,15.8153
2024-05-10 00:10:00,43.4791,11.7737,13.0374,2.58001,0,15.7029
2024-05-10 00:11:00,43.4791,11.7897,12.914,2.52969,0,15.6537
2024-05-10 00:12:00,43.4791,11.8057,12.4686,2.34383,0,15.2163
2024-05-10 00:13:00,43.4791,11.8216,12.5949,2.36387,0,15.3498
2024-05-10 00:14:00,43.4791,11.8376,12.5607,2.3534,0,15.3736
2024-05-10 00:15:00,43.4791,11.8535,12.9797,1.86609,0,15.1855
2024-05-10 00:16:00,43.4791,11.8694,12.982,1.70041,0,15.2462
2024-05-10 00:17:00,43.4791,11.8854,12.9058,1.7687,0,15.1877
2024-05-10 00:18:00,43.4791,11.9013,12.7303,1.78877,0,15.0649
2024-05-10 00:19:00,43.4791,11.9172,12.6725,1.72419,0,15.0129
2024-05-10 00:20:00,43.4791,11.9331,12.6481,1.60382,0,14.9462
2024-05-10 00:21:00,43.4791,11.949,12.5073,1.50338,0,14.8207
2024-05-10 00:22:00,43.4791,11.9649,12.1266,1.52022,0,14.4488
2024-05-10 00:23:00,43.4791,11.9808,11.889,1.44046,0,14.2129
2024-05-10 00:24:00,43.4791,11.9967,11.6987,1.3807,0,14.0141
2024-05-10 00:25:00,43.4791,12.0125,11.5732,1.35816,0,13.9108
2024-05-10 00:26:00,43.4791,12.0284,11.2838,1.30593,0,13.6115
2024-05-10 00:27:00,43.4791,12.0443,10.9002,1.37585,0,13.238
2024-05-10 00:28:00,43.4791,12.0601,10.6147,1.21689,0,13.0042
2024-05-10 00:29:00,43.4791,12.076,10.6203,1.11923,0,13.023
2024-05-10 00:30:00,43.4791,12.0918,10.5698,0.95005,0,12.9294
2024-05-10 00:31:00,43.4791,12.1076,10.4148,0.910272,0,12.8443
2024-05-10 00:32:00,43.4791,12.1235,10.2478,0.870988,0,12.7067
2024-05-10 00:33:00,43.4791,12.1393,10.0431,0.776665,0,12.5215
2024-05-10 00:34:00,43.4791,12.1551,9.75732,0.708607,0,12.2693
2024-05-10 00:35:00,43.4791,12.1709,9.47445,0.654804,0,12.0534
2024-05-10 00:36:00,43.4791,12.1867,9.35337,0.646152,0,11.8684
2024-05-10 00:37:00,43.4791,12.2025,9.19708,0.555358,0,11.7406
2024-05-10 00:38:00,43.4791,12.2183,9.132,0.579681,0,11.6734
2024-05-10 00:39:00,43.4791,12.2341,9.12551,0.617656,0,11.6918
2024-05-10 00:40:00,43.4791,12.2499,9.40787,0.5361,0,11.8597
2024-05-10 00:41:00,43.4791,12.2657,9.61866,0.589628,0,12.1948
2024-05-10 00:42:00,43.4791,12.2815,9.89288,0.898502,0,12.7065
2024-05-10 00:43:00,43.4791,12.2972,9.96094,0.921176,0,12.8715
2024-05-10 00:44:00,43.4791,12.313,9.94569,0.860556,0,12.8323
2024-05-10 00:45:00,43.4791,12.3287,9.90048,0.871259,0,12.8771
2024-05-10 00:46:00,43.4791,12.3445,9.77586,1.01971,0,12.8305
2024-05-10 00:47:00,43.4791,12.3602,9.59942,1.04768,0,12.6283
2024-05-10 00:48:00,43.4791,12.376,9.47098,0.969607,0,12.433
2024-05-10 00:49:00,43.4791,12.3917,9.38427,0.964243,0,12.3168
2024-05-10 00:50:00,43.4791,12.4075,9.44256,0.931444,0,12.3242
2024-05-10 00:51:00,43.4791,12.4232,9.49312,1.13415,0,12.4238
2024-05-10 00:52:00,43.4791,12.4389,9.33044,1.30937,0,12.3044
2024-05-10 00:53:00,43.4791,12.4546,9.0943,1.3856,0,12.1095
2024-05-10 00:54:00,43.4791,12.4704,8.81399,1.16089,0,11.9504
2024-05-10 00:55:00,43.4791,12.4861,8.62642,1.06004,0,11.8247
2024-05-10 00:56:00,43.4791,12.5018,8.59135,1.01017,0,11.7796
2024-05-10 00:57:00,43.4791,12.5175,8.53294,1.00809,0,11.798
2024-05-10 00:58:00,43.4791,12.5332,8.31708,0.991937,0,11.6404
2024-05-10 00:59:00,43.4791,12.5489,8.34306,0.920209,0,11.5645
2024-05-10 01:00:00,43.4791,12.5646,8.08303,0.933873,0,11.4445
2024-05-10 01:01:00,43.4791,12.5803,8.04106,0.983384,0,11.468
2024-05-10 01:02:00,43.4791,12.596,7.73873,1.02695,0,11.2719
2024-05-10 01:03:00,43.4791,12.6117,7.59528,0.960407,0,11.2271
2024-05-10 01:04:00,43.4791,12.6273,7.2985,0.973764,0,11.0093
2024-05-10 01:05:00,43.4791,12.643,6.95876,1.03185,0,10.8481
2024-05-10 01:06:00,43.4791,12.6587,6.78294,1.05057,0,10.7962
2024-05-10 01:07:00,43.4791,12.6744,6.62917,1.0476,0,10.7265
