Date,mlat,mlt,X,Y,Z,F
2024-05-10 00:00:00,41.5,21.7843,-21.2535,-12.3391,0,24.6479
2024-05-10 00:01:00,41.5,21.8003,23.7253,-6.32653,0,24.6398
2024-05-10 00:02:00,41.5,21.8163,25.1316,-5.4503,0,25.761
2024-05-10 00:03:00,41.5,21.8324,24.7094,-5.07841,0,25.2589
2024-05-10 00:04:00,41.5,21.8484,25.1647,-4.90768,0,25.6676
2024-05-10 00:05:00,41.5,21.8644,25.0748,-4.59494,0,25.5276
2024-05-10 00:06:00,41.5,21.8804,25.5004,-4.12533,0,25.8747
2024-05-10 00:07:00,41.5,21.8964,25.6645,-4.05494,0,26.0376
2024-05-10 00:08:00,41.5,21.9124,25.7273,-3.73195,0,26.0544
2024-05-10 00:09:00,41.5,21.9284,26.2126,-3.48289,0,26.5088
2024-05-10 00:10:00,41.5,21.9444,26.301,-3.34154,0,26.5841
2024-05-10 00:11:00,41.5,21.9603,26.1645,-3.09663,0,26.4218
2024-05-10 00:12:00,41.5,21.9763,25.4073,-3.18016,0,25.6844
2024-05-10 00:13:00,41.5,21.9922,25.2644,-2.8862,0,25.502
2024-05-10 00:14:00,41.5,22.0082,25.3881,-2.48802,0,25.5759
2024-05-10 00:15:00,41.5,22.0241,24.8865,-2.18371,0,25.0269
2024-05-10 00:16:00,41.5,22.0401,24.3688,-2.21465,0,24.513
2024-05-10 00:17:00,41.5,22.056,24.3927,-1.90386,0,24.4999
2024-05-10 00:18:00,41.5,22.0719,24.5153,-1.6312,0,24.5951
2024-05-10 00:19:00,41.5,22.0878,24.2603,-1.16663,0,24.3148
2024-05-10 00:20:00,41.5,22.1037,24.1558,-0.817543,0,24.1953
2024-05-10 00:21:00,41.5,22.1196,23.8115,-0.862731,0,23.8491
2024-05-10 00:22:00,41.5,22.1355,23.183,-0.514273,0,23.2099
2024-05-10 00:23:00,41.5,22.1514,22.6874,-0.533807,0,22.7115
2024-05-10 00:24:00,41.5,22.1673,21.8084,-0.498288,0,21.836
2024-05-10 00:25:00,41.5,22.1832,21.6083,-0.770768,0,21.6422
2024-05-10 00:26:00,41.5,22.199,20.6004,-0.747251,0,20.6303
2024-05-10 00:27:00,41.5,22.2149,19.8166,-0.813457,0,19.8538
2024-05-10 00:28:00,41.5,22.2307,19.1128,-0.90021,0,19.1512
2024-05-10 00:29:00,41.5,22.2466,18.9692,-1.23835,0,19.0277
2024-05-10 00:30:00,41.5,22.2624,18.6626,-1.36248,0,18.7384
2024-05-10 00:31:00,41.5,22.2783,18.4241,-1.5145,0,18.5159
2024-05-10 00:32:00,41.5,22.2941,18.4225,-1.80479,0,18.5355
2024-05-10 00:33:00,41.5,22.3099,17.8484,-2.00469,0,17.983
2024-05-10 00:34:00,41.5,22.3257,17.3351,-2.0718,0,17.4768
2024-05-10 00:35:00,41.5,22.3416,16.7283,-1.91005,0,16.8561
2024-05-10 00:36:00,41.5,22.3574,15.8729,-1.71742,0,15.9846
2024-05-10 00:37:00,41.5,22.3732,15.3205,-1.67181,0,15.431
2024-05-10 00:38:00,41.5,22.389,15.0302,-1.39174,0,15.1117
2024-05-10 00:39:00,41.5,22.4047,15.1067,-1.58827,0,15.2029
2024-05-10 00:40:00,41.5,22.4205,15.2066,-2.01799,0,15.3495
2024-05-10 00:41:00,41.5,22.4363,16.338,-2.12849,0,16.484
2024-05-10 00:42:00,41.5,22.4521,18.014,-2.06593,0,18.1398
2024-05-10 00:43:00,41.5,22.4678,18.2842,-2.47427,0,18.4603
2024-05-10 00:44:00,41.5,22.4836,18.0563,-2.68327,0,18.2735
2024-05-10 00:45:00,41.5,22.4994,18.5874,-2.68591,0,18.794
2024-05-10 00:46:00,41.5,22.5151,19.0344,-2.50129,0,19.2146
2024-05-10 00:47:00,41.5,22.5309,19.2449,-2.64936,0,19.4416
2024-05-10 00:48:00,41.5,22.5466,18.7656,-2.82625,0,18.9889
2024-05-10 00:49:00,41.5,22.5624,18.4151,-3.2092,0,18.7067
2024-05-10 00:50:00,41.5,22.5781,18.3212,-3.68445,0,18.7038
2024-05-10 00:51:00,41.5,22.5938,18.7124,-3.89919,0,19.1366
2024-05-10 00:52:00,41.5,22.6095,18.6986,-4.05582,0,19.1573
2024-05-10 00:53:00,41.5,22.6253,18.6705,-4.32622,0,19.1883
2024-05-10 00:54:00,41.5,22.641,18.2579,-4.73008,0,18.8825
2024-05-10 00:55:00,41.5,22.6567,18.0228,-5.24007,0,18.7943
2024-05-10 00:56:00,41.5,22.6724,17.5347,-5.60352,0,18.4261
2024-05-10 00:57:00,41.5,22.6881,17.4144,-5.91762,0,18.4088
2024-05-10 00:58:00,41.5,22.7038,17.0578,-6.12456,0,18.1435
2024-05-10 00:59:00,41.5,22.7195,16.9359,-6.29463,0,18.0878
2024-05-10 01:00:00,41.5,22.7352,16.5451,-6.52541,0,17.8084
2024-05-10 01:01:00,41.5,22.7509,16.6908,-7.01347,0,18.1304
2024-05-10 01:02:00,41.5,22.7666,16.192,-7.59592,0,17.9127
2024-05-10 01:03:00,41.5,22.7823,15.5766,-8.0548,0,17.5678
2024-05-10 01:04:00,41.5,22.798,14.9319,-8.51396,0,17.224
2024-05-10 01:05:00,41.5,22.8136,14.5196,-8.58543,0,16.9183
2024-05-10 01:06:00,41.5,22.8293,14.0929,-8.74505,0,16.6399
2024-05-10 01:07:00,41.5,22.845,13.6978,-9.15962,0,16.5391
2024-05-10 01:08:00,41.5,22.8607,13.203,-9.42392,0,16.3078
2024-05-10 01:09:00,41.5,22.8763,13.4208,-9.49403,0,16.5704
2024-05-10 01:10:00,41.5,22.892,13.6022,-9.62563,0,16.8354
2024-05-10 01:11:00,41.5,22.9077,13.4937,-10.0144,0,16.9959
2024-05-10 01:12:00,41.5,22.9233,14.5991,-10.3553,0,18.0799
2024-05-10 01:13:00,41.5,22.939,14.4776,-10.6192,0,18.1393
2024-05-10 01:14:00,41.5,22.9547,14.8401,-10.6725,0,18.4823
2024-05-10 01:15:00,41.5,22.9703,14.6971,-10.9809,0,18.5315
2024-05-10 01:16:00,41.5,22.986,14.8772,-10.9227,0,18.6631
2024-05-10 01:17:00,41.5,23.0016,15.554,-10.8997,0,19.2229
2024-05-10 01:18:00,41.5,23.0173,15.6747,-10.9761,0,19.3919
2024-05-10 01:19:00,41.4839,11.0324,8.84165,4.68675,0,14.5424
2024-05-10 01:20:00,41.4839,11.048,8.64945,4.84911,0,14.6381
2024-05-10 01:21:00,41.4839,11.0637,8.67966,4.94371,0,14.6635
2024-05-10 01:22:00,41.4839,11.0793,7.98468,4.79138,0,14.2097
2024-05-10 01:23:00,41.4839,11.095,7.5878,4.51582,0,13.7937
2024-05-10 01:24:00,41.4839,11.1106,7.48289,4.45086,0,13.8595
2024-05-10 01:25:00,41.4839,11.1263,7.12167,4.52407,0,13.6802
2024-05-10 01:26:00,41.4839,11.1419,6.17108,4.18985,0,12.8252
2024-05-10 01:27:00,41.4839,11.1576,6.29307,4.03084,0,12.7446
2024-05-10 01:28:00,41.4839,11.1732,6.28176,3.94052,0,12.8362
2024-05-10 01:29:00,41.4839,11.1889,5.84721,3.69178,0,12.4649
2024-05-10 01:30:00,41.4839,11.2045,5.59829,3.5363,0,12.1532
2024-05-10 01:31:00,41.4839,11.2202,5.89806,3.61217,0,12.4676
2024-05-10 01:32:00,41.4839,11.2358,6.0381,3.40049,0,12.7556
2024-05-10 01:33:00,41.4839,11.2515,5.82478,3.2692,0,12.6332
2024-05-10 01:34:00,41.4839,11.2672,5.88225,3.07245,0,12.6029
2024-05-10 01:35:00,41.4839,11.2828,6.00287,2.93166,0,12.6046
2024-05-10 01:36:00,41.4839,11.2985,6.17657,3.12845,0,12.5738
2024-05-10 01:37:00,41.4839,11.3142,6.39758,3.42857,0,12.9325
2024-05-10 01:38:00,41.4839,11.3298,6.61749,3.83008,0,12.8632
2024-05-10 01:39:00,41.4839,11.3455,6.58973,3.73828,0,12.7416
2024-05-10 01:40:00,41.4839,11.3612,6.34952,3.69713,0,12.5808
2024-05-10 01:41:00,41.4839,11.3768,6.30123,3.71113,0,12.5795
2024-05-10 01:42:00,41.4839,11.3925,6.12459,3.93467,0,12.6233
2024-05-10 01:43:00,41.4839,11.4082,6.54496,3.82541,0,12.6941
2024-05-10 01:44:00,41.4839,11.4239,6.41659,3.48984,0,12.2157
2024-05-10 01:45:00,41.4839,11.4396,6.32669,3.30481,0,11.9886
2024-05-10 01:46:00,41.4839,11.4552,6.53385,3.3674,0,12.1079
2024-05-10 01:47:00,41.4839,11.4709,6.78999,3.33518,0,12.0598
2024-05-10 01:48:00,41.4839,11.4866,7.19645,3.08906,0,11.7816
2024-05-10 01:49:00,41.4839,11.5023,7.32094,2.79176,0,11.3986
2024-05-10 01:50:00,41.4839,11.518,7.49721,2.73929,0,11.1634
2024-05-10 01:51:00,41.4839,11.5337,8.01576,2.70453,0,11.2864
2024-05-10 01:52:00,41.4839,11.5495,8.50362,2.46675,0,11.3359
2024-05-10 01:53:00,41.4839,11.5652,9.1351,2.33904,0,11.7616
2024-05-10 01:54:00,41.4839,11.5809,9.85066,2.152,0,12.2978
2024-05-10 01:55:00,41.4839,11.5966,10.1824,2.06442,0,12.4794
2024-05-10 01:56:00,41.4839,11.6124,10.15,2.19541,0,12.3784
