Time,V(v),E.Y,E.Y.00,E.Y.01,E.Y.02,E.Y.03,E.Y.04,E.Y.05,E.Y.06,E.Y.07,E.Y.08,E.X,E.X.00,E.X.01,E.X.02,E.X.03,E.X.04,E.X.05,E.X.06,E.X.07,E.X.08,V(v).00,V(v).01,V(v).02,V(v).03,V(v).04,V(v).05,V(v).06,V(v).07,V(v).08,Vt(v),U0,U1
1989-03-12 00:20:00,-2.02599,-11.9999,-4.76352,-3.82082,0.235404,0.453292,0.281448,0.420587,-0.202563,-1.42812,-3.17556,10.322,2.15266,1.49014,0.988235,1.3767,1.10511,1.37431,2.5189,-0.218834,-0.46524,-0.510106,-0.957947,0.721254,0.270392,0.427886,0.414443,0.280142,-1.48101,-1.19104,-3.09599,-0.75,0.32
1989-03-12 00:21:00,1.58066,-7.15337,-1.5955,-2.46569,0.346367,0.672111,0.435153,0.651727,0.684567,-1.49759,-4.38451,14.5047,-0.375616,0.394464,1.07692,1.49577,1.2021,1.49424,2.82696,0.418333,5.97148,-0.269472,-0.723954,0.948615,0.339739,0.529908,0.523608,1.17065,-1.45655,0.518113,0.060662,-1.65,-0.13
1989-03-12 00:22:00,2.18146,-6.05752,-1.82387,-2.26052,0.527396,0.850106,0.617167,0.829891,0.858461,-1.52906,-4.1271,14.2865,-0.0857292,0.251052,1.13748,1.54622,1.25784,1.54171,2.80106,0.639114,5.19771,-0.277139,-0.684334,1.29442,0.390944,0.635357,0.599357,1.3291,-1.45557,0.34932,0.391457,-1.82,-0.03
1989-03-12 00:23:00,-4.63908,-13.8268,-5.07155,-3.19115,0.0368077,0.075819,0.0273209,0.0332824,-1.70418,-1.44556,-2.58757,8.19025,1.83428,0.817957,1.19123,1.64728,1.32619,1.64569,3.21088,0.154683,-3.63794,-0.58424,-0.879628,0.422342,0.204147,0.358349,0.319696,-1.00062,-1.44305,-2.03608,-5.65908,-0.39,0.63
1989-03-12 00:24:00,-15.2907,-26.8879,-8.64819,-4.52584,-1.14504,-1.52389,-1.29635,-1.59439,-6.01691,-1.27687,-0.860413,2.52003,3.51182,1.48671,1.51985,2.10339,1.69858,2.11007,4.46012,-0.75329,-13.6172,-0.96174,-1.18662,-1.61906,-0.154046,-0.206364,-0.204692,-4.81687,-1.40723,-4.73403,-15.0507,1.6,1.36
1989-03-12 00:25:00,-22.9437,-36.9894,-10.1416,-5.37148,-2.35968,-3.00383,-2.59395,-3.08314,-9.19271,-1.1822,-0.0607348,0.810743,3.23107,1.56178,1.91507,2.59082,2.12343,2.60091,5.51061,-1.39343,-17.3295,-1.2076,-1.44614,-3.69997,-0.478082,-0.744413,-0.671987,-7.60269,-1.40659,-5.68625,-21.5137,3,1.57
1989-03-12 00:26:00,-20.4837,-32.2177,-6.62942,-4.50655,-2.6389,-3.13863,-2.80988,-3.19153,-8.32459,-1.08958,0.111356,3.02252,1.58532,1.06818,1.88286,2.42682,2.04131,2.4212,4.47867,-1.33908,-11.5428,-0.836762,-1.25843,-4.21506,-0.530967,-0.873665,-0.746227,-6.98025,-1.30455,-3.7378,-18.7937,2.63,0.94
1989-03-12 00:27:00,-10.5745,-21.7985,-3.63971,-3.34605,-1.69352,-1.73212,-1.69556,-1.73897,-3.75811,-1.25977,-2.93473,8.85491,-0.0535231,0.435221,1.36612,1.73864,1.46204,1.71845,2.65755,-0.553569,0.0839794,-0.542485,-1.0011,-2.6579,-0.248237,-0.467347,-0.332077,-3.03251,-1.36014,-0.932665,-9.57447,0.99,-0.01
1989-03-12 00:28:00,1.323,-7.35163,-0.532324,-2.23684,-0.212243,0.169143,-0.0691812,0.194341,1.06376,-1.44017,-4.28812,15.8295,-0.411523,0.193617,1.07481,1.41986,1.16453,1.39932,2.05038,0.316668,8.62189,-0.115644,-0.687387,-0.0632866,0.202522,0.268103,0.334173,1.3817,-1.41346,1.41627,0.392996,-1.4,-0.47
1989-03-12 00:29:00,5.05241,-2.52932,-0.648523,-1.90246,0.584381,0.997014,0.728646,1.01587,2.26348,-1.47678,-4.09094,16.4357,-0.391031,0.158023,1.04771,1.4142,1.14794,1.39724,2.13828,0.687362,8.83596,-0.130967,-0.58587,1.37078,0.413731,0.662505,0.642211,2.52461,-1.39537,1.55078,3.19241,-2.22,-0.36
1989-03-12 00:30:00,-1.34422,-8.64467,-1.97141,-2.34953,0.1896,0.300488,0.219681,0.288008,-0.34953,-1.44776,-3.52421,8.24899,0.0673115,0.262274,0.843852,1.05048,0.8909,1.02084,0.694591,0.427044,2.9917,-0.285171,-0.711034,0.59522,0.194705,0.341342,0.298686,-0.198499,-1.40472,-0.174755,-1.82422,-0.71,-0.23
1989-03-12 00:31:00,-11.5088,-18.4382,-3.7864,-2.89766,-0.726137,-0.868322,-0.785767,-0.900529,-3.21734,-1.46782,-3.78826,-7.2455,1.03538,0.547681,-0.194015,-0.419035,-0.295911,-0.479833,-3.53647,-0.0960384,-3.80725,-0.466234,-0.8351,-1.37249,-0.269189,-0.469596,-0.427655,-3.68133,-1.50298,-2.48425,-8.57883,2.39,-0.54
1989-03-12 00:32:00,-14.6924,-20.2123,-4.54878,-3.33014,-0.989986,-1.03842,-1.01099,-1.05815,-2.88708,-1.48861,-3.8601,-17.7209,2.90347,1.17612,-1.59653,-2.20872,-1.82506,-2.28992,-7.85165,-0.470995,-5.55764,-0.410865,-0.857796,-2.26894,-0.513432,-0.979599,-0.824719,-4.17698,-1.57993,-3.08009,-9.19236,4.36,-1.14
1989-03-12 00:33:00,-9.43107,-14.821,-4.45655,-3.33017,-0.421129,-0.209875,-0.34755,-0.206938,-0.373344,-1.52212,-3.95334,-15.1512,3.53198,1.57538,-2.37893,-3.00544,-2.59985,-3.07161,-8.6718,-0.210892,-0.320034,-0.340721,-0.783354,-1.47275,-0.390771,-0.849422,-0.651069,-1.9698,-1.57516,-1.39801,-3.92107,3.86,-1.65
1989-03-12 00:34:00,-1.75374,-5.94543,-2.69951,-2.88382,0.271128,0.646867,0.3991,0.659912,1.65522,-1.44429,-2.55004,-4.66335,2.1202,1.23539,-1.68559,-1.85209,-1.7338,-1.86875,-4.43865,0.149469,3.41048,-0.208121,-0.702383,-0.0124968,-0.0421901,-0.251189,-0.101089,0.725387,-1.44254,0.280886,1.11626,1.63,-1.24
1989-03-12 00:35:00,3.84848,-1.294,-0.912303,-2.14405,0.6298,1.03817,0.763236,1.04862,2.32074,-1.40399,-2.63423,9.11139,-0.0695867,0.473093,-0.107724,0.22998,0.0213674,0.255089,1.13037,0.475719,6.70309,-0.141027,-0.605258,1.10798,0.291448,0.386979,0.441301,2.39017,-1.35307,1.32995,3.38848,-1,-0.54
1989-03-12 00:36:00,5.32457,-0.237276,-0.145368,-1.77453,0.65636,1.02665,0.771527,1.02951,2.06846,-1.41193,-2.45796,15.5555,-0.654739,0.0861051,1.01088,1.48315,1.1784,1.51065,3.43673,0.664078,6.8402,-0.0803527,-0.557903,1.49009,0.429047,0.691851,0.668503,2.58395,-1.33306,1.43245,3.17457,-2.24,-0.09
1989-03-12 00:37:00,4.4181,-1.19609,-1.80091,-2.1101,0.709445,1.13845,0.84224,1.14354,2.52874,-1.38076,-2.26674,10.7369,0.484828,0.372212,0.759837,0.917706,0.806984,0.911393,0.911891,0.598892,4.97318,-0.222439,-0.61309,1.51123,0.394239,0.630654,0.599449,2.54468,-1.31116,0.884537,3.0581,-1.56,-0.2
1989-03-12 00:38:00,5.0346,1.13038,-3.71211,-2.86058,1.14796,1.75731,1.34217,1.77357,4.25679,-1.33443,-1.2403,0.707487,1.86064,0.879581,-0.446351,-0.727747,-0.554256,-0.770251,-3.68502,0.515906,3.63498,-0.381046,-0.761217,1.94491,0.368058,0.526685,0.522065,3.3089,-1.27653,0.782785,5.5246,-0.22,-0.71
1989-03-12 00:39:00,7.57456,6.40393,-4.76629,-3.28781,1.69943,2.44167,1.93577,2.46259,5.7796,-1.12735,1.26632,-6.69196,1.70075,0.968533,-1.62258,-2.13923,-1.80604,-2.19284,-6.70432,0.540874,4.56289,-0.551153,-0.882814,2.59202,0.384877,0.497982,0.515191,4.175,-1.0628,1.90625,9.54456,0.67,-1.3
1989-03-12 00:40:00,9.44772,8.63115,-3.80741,-3.17055,1.90786,2.61657,2.12644,2.6276,5.7103,-0.981865,1.6022,-4.37205,0.423398,0.573448,-1.77671,-2.1231,-1.8898,-2.15282,-5.63265,0.79697,7.40921,-0.524371,-0.91856,2.92333,0.431441,0.571499,0.584607,4.31003,-0.877087,2.94683,11.1977,0.3,-1.45
1989-03-12 00:41:00,7.65033,5.07052,-1.93947,-2.50068,1.63088,2.1834,1.79055,2.17691,4.1911,-1.12932,-1.33284,1.11272,-0.96289,0.0523311,-0.992381,-0.996701,-0.981155,-0.994005,-2.15502,0.93254,7.21,-0.373096,-0.799071,2.65611,0.446926,0.639806,0.631723,3.53291,-1.00644,1.92147,8.07033,-0.52,-0.94
1989-03-12 00:42:00,4.80324,1.50266,-0.191543,-1.85855,1.08307,1.45013,1.1776,1.42756,2.16162,-1.28526,-2.46197,7.29224,-0.999823,-0.109771,0.146505,0.48508,0.274432,0.513169,1.70918,0.801359,4.47211,-0.118206,-0.621604,2.00447,0.425474,0.659832,0.63174,2.34884,-1.18414,0.656827,3.62324,-1.36,-0.18
1989-03-12 00:43:00,3.04683,-1.56585,-0.0898942,-1.61706,0.650309,0.952348,0.724848,0.927221,1.17096,-1.32776,-2.95681,11.6691,-0.478574,0.0654548,0.994737,1.4652,1.16074,1.49575,3.64075,0.630147,2.6949,-0.056316,-0.510822,1.47431,0.408021,0.663931,0.627317,1.77931,-1.25275,-0.0861735,0.87683,-1.87,0.3
1989-03-12 00:44:00,3.99409,0.0720007,-0.0719238,-1.64391,0.653154,1.02323,0.755502,1.00646,1.64416,-1.32979,-1.96488,10.8668,-1.14733,-0.0873361,1.0216,1.33875,1.12546,1.34826,2.52011,0.664673,4.08259,-0.1138,-0.547998,1.48749,0.411976,0.670083,0.629535,2.01439,-1.24966,0.69209,2.16409,-1.81,0.02
1989-03-12 00:45:00,6.96112,5.79125,-0.0720999,-1.54941,0.957014,1.4574,1.10573,1.45239,2.96899,-1.12022,0.591452,5.19149,-3.49871,-0.83375,0.2854,0.296504,0.278299,0.277628,-0.575586,0.96,8.00171,-0.325278,-0.656618,1.81774,0.406185,0.624919,0.597095,2.68031,-0.993121,2.80988,6.65112,-1.13,-0.82
1989-03-12 00:46:00,10.05,11.9362,0.379435,-1.45337,1.39993,2.01293,1.58716,2.01515,4.26302,-0.929622,2.66154,-0.67996,-6.11711,-1.86686,-0.513932,-0.671752,-0.577317,-0.701347,-2.74562,1.3315,11.1825,-0.494038,-0.818204,2.38089,0.439747,0.643128,0.625626,3.49016,-0.74447,4.52718,11.01,-0.52,-1.48
1989-03-12 00:47:00,10.4355,13.9834,0.892198,-1.15921,1.50231,2.05444,1.66484,2.04834,3.94058,-0.719083,3.75896,-2.44041,-6.98521,-2.41933,-0.705265,-0.792881,-0.737973,-0.811716,-2.4733,1.4985,10.9868,-0.496356,-0.826081,2.5091,0.436786,0.640191,0.617482,3.23825,-0.50606,4.82221,11.5455,-0.36,-1.47
1989-03-12 00:48:00,6.27555,6.76678,0.499726,-1.23841,1.17326,1.57449,1.28106,1.55482,2.46357,-0.865415,0.32369,-0.293102,-5.09971,-2.04912,-0.285274,-0.166216,-0.242753,-0.16564,-0.455683,1.33777,6.83353,-0.384778,-0.782665,2.03881,0.384253,0.577112,0.552803,2.22812,-0.678417,2.34031,6.61555,-0.42,-0.76
1989-03-12 00:49:00,2.571,0.161042,-0.21689,-1.42261,0.770863,1.07608,0.84662,1.05034,1.28887,-1.09563,-2.1366,4.52672,-1.45752,-0.861103,0.431265,0.774548,0.55044,0.791605,2.02122,0.908259,1.36801,-0.163109,-0.620708,1.5243,0.362224,0.566163,0.542097,1.58762,-0.97589,-0.251699,1.501,-0.9,0.17
1989-03-12 00:50:00,1.35542,-3.00176,-0.543541,-1.58863,0.595372,0.888996,0.670739,0.865074,0.977744,-1.25834,-3.60917,9.00336,0.868213,0.130958,0.9994,1.43792,1.14668,1.4572,3.35908,0.599796,-0.995895,-0.00221873,-0.489413,1.37625,0.38875,0.633237,0.596791,1.5453,-1.18687,-1.50641,-0.854583,-1.54,0.67
1989-03-12 00:51:00,1.87463,-1.92035,-0.439637,-1.54481,0.566246,0.867114,0.646522,0.846205,1.02101,-1.27736,-2.60564,8.72786,-0.218273,0.048141,1.09477,1.4743,1.21538,1.48305,3.01961,0.545962,0.0649174,-0.0845735,-0.490683,1.352,0.38723,0.638992,0.59453,1.52253,-1.21417,-0.831233,-0.155371,-1.56,0.47
1989-03-12 00:52:00,3.48586,3.22172,0.53342,-1.27077,0.59504,0.906648,0.680544,0.888325,1.15711,-1.05497,0.786381,3.64751,-4.07742,-1.18062,0.777633,0.995999,0.839305,0.988041,1.4163,0.753107,3.13517,-0.287869,-0.631178,1.30943,0.343704,0.558247,0.517941,1.35095,-0.957766,1.2824,2.74586,-0.93,-0.19
1989-03-12 00:53:00,3.6836,6.56037,1.57993,-0.82534,0.621107,0.941319,0.71011,0.924975,1.28911,-0.824279,2.14344,-4.49127,-7.78961,-2.62859,0.186109,0.220505,0.183538,0.198099,-0.601254,0.926127,4.81381,-0.467098,-0.757115,1.17999,0.265603,0.40258,0.384242,1.09817,-0.698021,2.27526,4.5636,0.12,-0.76
1989-03-12 00:54:00,3.45494,6.46161,2.24611,-0.523591,0.7059,1.05987,0.807313,1.04701,1.63831,-0.900811,0.381507,-7.54793,-8.88807,-3.36758,-0.186317,-0.190553,-0.198305,-0.212608,-1.3378,1.07726,5.75605,-0.467469,-0.79732,1.22228,0.249838,0.351911,0.353391,1.28852,-0.753125,2.00692,4.91494,0.52,-0.94
1989-03-12 00:55:00,2.90104,5.1708,1.48115,-0.615338,0.778683,1.13694,0.881598,1.12434,1.75928,-0.946554,-0.42929,-6.07843,-5.92423,-2.6969,-0.160797,-0.083582,-0.141112,-0.0954995,-0.671437,0.94831,2.74683,-0.313944,-0.70193,1.36166,0.281556,0.4039,0.404282,1.52653,-0.818728,0.757706,3.69104,0.3,-0.49
1989-03-12 00:56:00,1.9094,-0.453212,0.282392,-1.02547,0.73904,1.06558,0.830498,1.05038,1.49642,-1.17721,-3.71485,2.88488,-1.22668,-1.1064,0.338861,0.633508,0.435958,0.640312,1.4784,0.751668,0.93925,-0.0685946,-0.537995,1.4391,0.34372,0.528351,0.51387,1.68114,-1.08196,-0.908231,0.989402,-0.76,0.16
1989-03-12 00:57:00,1.53634,-2.75317,-1.0905,-1.48153,0.634365,0.924481,0.713456,0.906894,1.11879,-1.27457,-3.20455,8.92535,1.76842,0.16547,0.91216,1.32399,1.04764,1.33692,2.99102,0.579173,-1.19944,-0.00206521,-0.448335,1.42079,0.385053,0.628843,0.590037,1.60901,-1.2064,-1.44059,-0.593662,-1.49,0.64
1989-03-12 00:58:00,1.70585,-2.64961,-0.805331,-1.56323,0.570125,0.861178,0.650247,0.844916,1.0748,-1.23229,-3.05003,9.75438,1.3508,0.338233,1.08921,1.47758,1.21142,1.48423,3.02483,0.480098,-0.702019,0.0025061,-0.442546,1.35736,0.386079,0.639823,0.594267,1.57402,-1.17827,-1.22739,-0.554149,-1.65,0.61
1989-03-12 00:59:00,2.96821,0.633673,0.760562,-1.03957,0.734948,1.12241,0.84951,1.11494,1.97195,-1.30516,-3.57592,5.39478,-1.55208,-0.540546,0.863595,1.11405,0.934881,1.10633,1.72796,0.620669,1.11992,-0.02722,-0.43704,1.58838,0.412156,0.667529,0.625101,2.17426,-1.23124,-0.803708,1.27821,-1.43,0.26
1989-03-12 01:00:00,4.83467,5.5071,3.28495,-0.190411,1.13752,1.65906,1.29842,1.66126,3.38891,-1.40545,-5.32716,-0.473072,-4.05633,-1.52131,0.407061,0.5249,0.431798,0.506819,0.232667,0.690152,2.31117,0.120495,-0.345272,2.18085,0.483403,0.761112,0.718294,3.22552,-1.32261,-0.987128,3.53467,-1.31,-0.01
1989-03-12 01:01:00,5.82797,4.50031,4.06737,0.390568,1.46005,2.02631,1.63372,2.02871,4.06489,-1.76268,-9.40863,0.865267,-4.54778,-1.91884,0.140096,0.227328,0.157312,0.209153,-0.322718,0.97231,5.94841,0.191883,-0.231488,2.68501,0.544004,0.857336,0.800679,3.75654,-1.64288,-1.13312,4.46797,-1.7,-0.34
1989-03-12 01:02:00,4.9137,1.53739,2.43898,-0.0415477,1.45105,1.95318,1.59882,1.94711,3.57622,-1.97662,-9.4098,3.82236,-2.4634,-1.38921,0.187947,0.357337,0.236037,0.348511,0.360429,1.1022,5.08252,0.138771,-0.272491,2.683,0.539872,0.860356,0.796057,3.42526,-1.8405,-1.41663,3.3137,-1.8,-0.2
1989-03-12 01:03:00,3.94899,1.3958,0.538268,-0.639577,1.18847,1.57589,1.29521,1.55899,2.39661,-1.74463,-4.77343,6.77651,0.323819,-0.401464,0.612335,0.943855,0.718257,0.948332,2.00239,0.805984,0.822997,0.108635,-0.281729,2.33438,0.509107,0.833963,0.762314,2.62423,-1.64935,-1.29257,1.74899,-1.89,0.31
1989-03-12 01:04:00,2.91296,0.150882,-1.35356,-1.36518,0.788115,1.05431,0.853369,1.02865,1.05633,-1.3767,-0.53444,9.82728,1.87808,0.297534,0.980946,1.37187,1.1049,1.37844,2.875,0.609441,-0.66894,-0.0310647,-0.386075,1.71967,0.423643,0.713649,0.643498,1.52869,-1.30547,-0.393576,0.702964,-1.76,0.45
1989-03-12 01:05:00,2.02312,-0.68809,-1.61903,-1.60182,0.556812,0.808176,0.619885,0.784307,0.681612,-1.16681,0.248776,9.32917,1.86501,0.443557,1.08118,1.45988,1.1972,1.4625,2.90589,0.47948,-1.56552,-0.0714561,-0.435387,1.33086,0.370531,0.620955,0.567458,1.18262,-1.11195,-0.430501,-0.0368763,-1.52,0.54
1989-03-12 01:06:00,3.53509,-0.313842,0.326325,-1.10018,0.69164,1.05216,0.795215,1.03981,1.65493,-1.35238,-3.42137,11.6271,0.677916,0.138708,1.08831,1.46939,1.20296,1.47018,2.90949,0.614907,2.05525,0.109169,-0.32998,1.57708,0.434031,0.710073,0.664814,2.0972,-1.27999,-0.447311,1.07509,-2.1,0.36
1989-03-12 01:07:00,7.55895,3.22267,3.3213,-0.0139324,1.13215,1.6256,1.28346,1.62347,3.07377,-1.67548,-7.14767,17.3075,-0.742343,-0.375872,1.20756,1.64355,1.34039,1.64701,3.39672,1.09741,8.09312,0.42388,-0.0745969,2.41015,0.600299,0.989792,0.916944,3.52042,-1.5358,0.307849,4.00895,-3.5,0.05
1989-03-12 01:08:00,8.9556,3.66509,4.89985,0.738207,1.19669,1.60761,1.31581,1.5964,2.61558,-1.94317,-8.36189,23.3003,-1.68945,-0.734441,1.43207,1.94267,1.58914,1.94982,4.16395,1.63733,13.0092,0.571898,0.101814,2.59405,0.629244,1.07061,0.963308,3.23346,-1.72686,1.51807,4.8656,-4.39,-0.3
1989-03-12 01:09:00,10.0177,8.73963,4.28854,0.763803,0.989602,1.34032,1.08648,1.32413,1.93089,-1.59355,-1.39059,23.0573,-2.15273,-1.01013,1.68718,2.25432,1.86189,2.2626,4.79674,1.81755,11.5399,0.439934,0.0586831,2.29531,0.595799,1.02689,0.919478,2.70871,-1.34542,3.31834,6.07774,-4.21,-0.27
1989-03-12 01:10:00,7.63305,7.7024,1.89527,0.0842728,0.775507,1.04437,0.84536,1.02204,1.07066,-1.12379,2.08871,18.1153,-0.336936,-0.526005,1.66531,2.14949,1.80812,2.14725,4.1279,1.49999,5.58017,0.249677,-0.0708289,1.9012,0.508312,0.892422,0.784531,1.7761,-0.916292,2.50793,4.22305,-3.27,0.14
