,lat,lon,bathymetry.meters,cum_dist_from_00
0,39.60000000000001,-74.33,0,0.0
1,39.60000000000001,-74.33,0,10.000000000000279
2,39.55385402448667,-74.23004702391289,0,20.00000000000031
3,39.507621837987195,-74.1302265289054,0,30.00000000000066
4,39.461303692920545,-74.03053836755137,0,39.999999999999595
5,39.414899841286385,-73.9309823909026,100.99999606609344,49.99999999999982
6,39.368410534663006,-73.83155844850354,100.99999606609344,59.99999999999904
7,39.321836024205176,-73.73226638840606,100.99999606609344,70.00000000000057
8,39.27517656064198,-73.63310605718404,100.99999606609344,80.0
9,39.228432394274854,-73.53407729994794,100.99999606609344,89.99999999999935
10,39.18160377497546,-73.43517996035933,100.99999606609344,100.00000000000038
11,39.134690952183746,-73.33641388064532,100.99999606609344,110.00000000000011
12,39.087694174906005,-73.23777890161297,100.99999606609344,119.99999999999929
13,39.04061369171289,-73.13927486266356,100.99999606609344,129.9999999999989
14,38.99344975073758,-73.04090160180688,675.000011920929,139.99999999999915
15,38.94620259967388,-72.94265895567544,2108.0000400543213,149.99999999999847
16,38.898872485774426,-72.84454675953856,2108.0000400543213,159.9999999999991
17,38.8514596558489,-72.74656484731642,2108.0000400543213,169.99999999999875
18,38.80396435626221,-72.64871305159413,2108.0000400543213,172.9368643691875
19,38.790000000000006,-72.62,2108.0000400543213,182.93686436918762
20,38.74652772909991,-72.5192217420424,2108.0000400543213,192.93686436918824
21,38.70296835715962,-72.41856575354922,2108.0000400543213,202.93686436918864
22,38.65932212233818,-72.31803193917531,2108.0000400543213,212.93686436918935
23,38.6155892624946,-72.21762020199063,2108.0000400543213,222.93686436918875
24,38.57177001518531,-72.11733044349286,2108.0000400543213,232.9368643691881
25,38.52786461766157,-72.01716256362012,2108.0000400543213,242.93686436918796
26,38.483873306867046,-71.91711646076352,3102.9999256134033,252.93686436918657
27,38.43979631943529,-71.81719203177985,3102.9999256134033,262.9368643691873
28,38.39563389168733,-71.717389172004,3102.9999256134033,272.93686436918796
29,38.35138625962927,-71.61770777526161,3102.9999256134033,282.9368643691878
30,38.30705365894994,-71.51814773388139,3102.9999256134033,292.9368643691874
31,38.262636325018484,-71.41870893870775,3102.9999256134033,302.936864369188
32,38.218134492882136,-71.31939127911299,3102.9999256134033,312.93686436918773
33,38.17354839726389,-71.22019464300988,3102.9999256134033,322.9368643691865
34,38.128878272560314,-71.12111891686378,3102.9999256134033,332.9368643691874
35,38.084124352839254,-71.02216398570508,3102.9999256134033,342.93686436918745
36,38.0392868718377,-70.92332973314137,3381.999969482422,352.9368643691876
37,37.994366062959614,-70.8246160413697,4133.999824523926,362.93686436918864
38,37.94936215927385,-70.72602279118863,4133.999824523926,372.93686436918944
39,37.90427539351198,-70.62754986201053,4133.999824523926,382.93686436919114
40,37.85910599806629,-70.52919713187347,4133.999824523926,392.9368643691899
41,37.81385420498776,-70.43096447745344,4133.999824523926,402.9368643691902
42,37.76852024598397,-70.33285177407622,4133.999824523926,412.936864369191
43,37.72310435241722,-70.23485889572937,4133.999824523926,422.93686436919006
44,37.677606755302534,-70.1369857150742,4133.999824523926,432.93686436918904
45,37.63202768530577,-70.03923210345754,4133.999824523926,442.9368643691893
46,37.5863673727417,-69.94159793092359,3990.000009536743,452.93686436919
47,37.54062604757217,-69.84408306622579,3990.000009536743,462.9368643691887
48,37.49480393940427,-69.74668737683847,3990.000009536743,472.93686436919046
49,37.448901277488524,-69.64941072896848,3990.000009536743,482.93686436918927
50,37.4029182907171,-69.552252987567,3990.000009536743,492.9368643691885
51,37.35685520762214,-69.455214016341,3990.000009536743,502.9368643691887
52,37.310712256373876,-69.35829367776485,3990.000009536743,512.9368643691871
53,37.264489664779155,-69.26149183309178,3990.000009536743,522.9368643691879
54,37.21818766027959,-69.16480834236539,3990.000009536743,532.9368643691897
55,37.171806469950035,-69.06824306443103,3990.000009536743,542.9368643691888
56,37.125346320496924,-68.9717958569472,4479.000091552734,546.2362587198696
57,37.10999999999999,-68.94,4479.000091552734,556.2362587198701
58,37.134422639175874,-68.83168693267743,4479.000091552734,566.2362587198699
59,37.15874614832172,-68.72330436063969,4479.000091552734,576.2362587198705
60,37.182970377890506,-68.61485246113162,4479.000091552734,586.23625871987
61,37.2070951786853,-68.50633141293426,4479.000091552734,596.2362587198695
62,37.23112040186291,-68.3977413963652,4479.000091552734,606.2362587198701
63,37.255045898937304,-68.28908259327898,4479.000091552734,616.2362587198706
64,37.278871521783195,-68.18035518706726,4479.000091552734,626.2362587198693
65,37.302597122639476,-68.0715593626591,4479.000091552734,636.2362587198697
66,37.326222554112874,-67.96269530652098,4789.999961853027,646.2362587198696
67,37.349747669181326,-67.85376320665698,4789.999961853027,656.2362587198701
68,37.37317232119767,-67.74476325260869,4789.999961853027,666.2362587198693
69,37.39649636389306,-67.63569563545524,4789.999961853027,676.2362587198699
70,37.41971965138054,-67.52656054781303,4789.999961853027,686.2362587198709
71,37.44284203815862,-67.4173581838357,4789.999961853027,696.2362587198713
72,37.46586337911479,-67.30808873921373,4789.999961853027,706.2362587198712
73,37.488783529529094,-67.19875241117418,4789.999961853027,716.2362587198706
74,37.5116023450776,-67.08934939848027,4789.999961853027,726.236258719871
75,37.5343196818361,-66.9798799014309,4927.000045776367,736.2362587198716
76,37.55693539628352,-66.87034412186019,4927.000045776367,746.2362587198729
77,37.57944934530557,-66.76074226313675,4927.000045776367,756.2362587198728
78,37.60186138619825,-66.65107453016317,4927.000045776367,766.2362587198713
79,37.62417137667144,-66.54134112937516,4927.000045776367,776.2362587198724
80,37.64637917485247,-66.43154226874073,4927.000045776367,786.2362587198727
81,37.66848463928963,-66.32167815775945,4927.000045776367,796.2362587198733
82,37.6904876289558,-66.21174900746138,4927.000045776367,806.2362587198725
83,37.71238800325199,-66.1017550304061,4927.000045776367,816.2362587198728
84,37.734185622010884,-65.9916964406816,4984.000205993652,826.2362587198727
85,37.755880345500444,-65.88157345390314,4984.000205993652,836.2362587198722
86,37.77747203442745,-65.77138628721207,4984.000205993652,846.2362587198729
87,37.79896054994105,-65.6611351592744,4984.000205993652,856.236258719873
88,37.820345753636424,-65.55082029027956,4984.000205993652,866.2362587198725
89,37.8416275075582,-65.44044190193893,4984.000205993652,876.2362587198724
90,37.86280567420415,-65.33000021748423,4984.000205993652,886.2362587198722
91,37.883880116528694,-65.21949546166606,4984.000205993652,896.2362587198733
92,37.904850697946465,-65.10892786075217,4984.000205993652,906.236258719872
93,37.925717282335896,-64.99829764252578,4980.000019073486,916.2362587198722
94,37.94647973404279,-64.88760503628367,4980.000019073486,926.2362587198719
95,37.96713791788382,-64.77685027283442,4980.000019073486,936.2362587198729
96,37.98769169915017,-64.66603358449638,4980.000019073486,946.2362587198725
97,38.008140943611046,-64.5551552050957,4802.000045776367,956.2362587198743
98,38.02848551751724,-64.44421536996416,4802.000045776367,966.2362587198733
99,38.048725287604675,-64.3332143159371,4802.000045776367,976.236258719873
100,38.068860121097984,-64.22215228135103,4802.000045776367,986.2362587198744
101,38.08888988571405,-64.11102950604143,4802.000045776367,996.236258719874
102,38.10881444966553,-63.99984623134032,4622.000217437744,1006.2362587198746
103,38.12863368166441,-63.88860270007374,4622.000217437744,1016.2362587198743
104,38.14834745092554,-63.777299156559245,4622.000217437744,1026.236258719875
105,38.16795562717024,-63.66593584660326,4622.000217437744,1036.2362587198738
106,38.187458080629675,-63.554513017498415,4622.000217437744,1046.2362587198734
107,38.20685468204857,-63.44303091802072,4622.000217437744,1056.2362587198734
108,38.22614530268861,-63.33148979842673,4622.000217437744,1066.2362587198736
109,38.24532981433199,-63.219889910450654,4622.000217437744,1076.2362587198736
110,38.26440808928495,-63.108231507301305,4622.000217437744,1086.2362587198734
111,38.28338000038129,-62.996514843659035,4658.999919891357,1096.2362587198738
