Date,Z,F,X,Y
1958-02-11 01:34:00,43426.9,,18559,-3450.54
1958-02-11 01:35:00,43422.1,,18543.5,-3460.21
1958-02-11 01:36:00,43420.5,,18528.5,-3467.4
1958-02-11 01:37:00,43423,,18523.1,-3454.12
1958-02-11 01:38:00,43426.8,,18525.3,-3455.27
1958-02-11 01:39:00,43427.7,,18534.6,-3464.08
1958-02-11 01:40:00,43422.8,,18545.8,-3474.78
1958-02-11 01:41:00,43414.1,,18552.9,-3485.15
1958-02-11 01:42:00,43403.8,,18548.5,-3493.55
1958-02-11 01:43:00,43393.9,,18530,-3498.99
1958-02-11 01:44:00,43388.5,,18501.5,-3501.69
1958-02-11 01:45:00,43394.5,,18469.9,-3500.73
1958-02-11 01:46:00,43398.6,,18470.4,-3481.73
1958-02-11 01:47:00,43397,,18469.5,-3490.51
1958-02-11 01:48:00,43393.2,,18474.2,-3497.86
1958-02-11 01:49:00,43388.7,,18477.7,-3499.02
1958-02-11 01:50:00,43383.9,,18464.8,-3500.36
1958-02-11 01:51:00,43379.4,,18449.8,-3490.47
1958-02-11 01:52:00,43376,,18435.3,-3478.39
1958-02-11 01:53:00,43375.2,,18422.5,-3466.99
1958-02-11 01:54:00,43379.2,,18413,-3457.77
1958-02-11 01:55:00,43299.2,,18409.6,-3452.24
1958-02-11 01:56:00,43200.8,,18418.5,-3453.02
1958-02-11 01:57:00,43138.8,,18445,-3463.67
1958-02-11 01:58:00,43134.5,,18473.7,-3487.41
1958-02-11 01:59:00,43180.6,,18455,-3523.16
1958-02-11 02:00:00,43234.7,,18389.6,-3567.64
1958-02-11 02:01:00,43274.9,,18326.2,-3569.6
1958-02-11 02:02:00,43296.1,,18323,-3516.41
1958-02-11 02:03:00,43299.9,,18425.5,-3479.64
1958-02-11 02:04:00,43292.8,,18478.3,-3452.05
1958-02-11 02:05:00,43279.2,,18496.1,-3440.67
1958-02-11 02:06:00,43261.7,,18495.1,-3444.5
1958-02-11 02:07:00,43242.4,,18484.5,-3458.29
