Date,Z,F,X,Y
1958-02-11 01:38:00,165060,,59066.7,-6639.83
1958-02-11 01:39:00,165049,,59106.6,-6645.89
1958-02-11 01:40:00,165039,,59115.7,-6650.39
1958-02-11 01:41:00,165039,,59017.4,-6651.84
1958-02-11 01:42:00,165062,,58919.8,-6686.85
1958-02-11 01:43:00,165076,,58930.3,-6792.94
1958-02-11 01:44:00,165073,,58960,-6839.46
1958-02-11 01:45:00,165066,,58977.6,-6853.15
1958-02-11 01:46:00,165059,,58968.6,-6860.27
1958-02-11 01:47:00,165054,,58931.1,-6872.59
1958-02-11 01:48:00,165053,,58882,-6894.65
1958-02-11 01:49:00,165058,,58838.6,-6917.15
1958-02-11 01:50:00,165070,,58817.9,-6916.98
1958-02-11 01:51:00,165084,,58835,-6888.97
1958-02-11 01:52:00,165091,,58895.7,-6912.23
1958-02-11 01:53:00,165056,,59002.2,-6956.74
1958-02-11 01:54:00,164867,,59146.8,-6910.48
1958-02-11 01:55:00,164821,,59308.4,-6733.57
1958-02-11 01:56:00,164824,,59433.3,-6594.93
1958-02-11 01:57:00,164801,,59458.1,-6622.01
1958-02-11 01:58:00,164770,,59359.2,-6683.91
1958-02-11 01:59:00,164737,,59167.4,-6569.6
1958-02-11 02:00:00,164705,,58891.4,-6545.02
1958-02-11 02:01:00,164675,,58685.1,-6633.93
1958-02-11 02:02:00,164649,,58709.4,-6464.46
1958-02-11 02:03:00,164627,,58784.1,-6493.28
1958-02-11 02:04:00,164610,,58852.9,-6696.94
1958-02-11 02:05:00,164598,,58970.4,-6438.35
1958-02-11 02:06:00,164594,,59013.6,-6603.62
1958-02-11 02:07:00,164597,,58977.4,-6345.73
1958-02-11 02:08:00,164606,,58953.1,-6409.22
1958-02-11 02:09:00,164621,,59042.9,-6164.68
1958-02-11 02:10:00,164640,,59138.1,-6190.45
1958-02-11 02:11:00,164664,,59248.9,-6293.01
1958-02-11 02:12:00,164691,,59308.8,-6307.4
1958-02-11 02:13:00,164720,,59308.6,-6090.24
1958-02-11 02:14:00,164751,,59319.1,-6076.15
1958-02-11 02:15:00,164780,,59349.6,-6158.49
1958-02-11 02:16:00,164799,,59333.9,-6113.59
1958-02-11 02:17:00,164773,,59427.4,-6173.73
1958-02-11 02:18:00,164779,,59365.2,-6143.17
1958-02-11 02:19:00,164814,,59304.2,-6083.69
1958-02-11 02:20:00,164853,,59269.2,-6101
1958-02-11 02:21:00,164890,,59323.7,-6131.03
1958-02-11 02:22:00,164921,,59202.5,-5966.94
1958-02-11 02:23:00,164938,,59142,-6014.73
1958-02-11 02:24:00,164914,,59337.1,-6030.21
1958-02-11 02:25:00,164839,,59344.6,-5967.67
1958-02-11 02:26:00,164900,,59319.6,-5892.65
1958-02-11 02:27:00,164805,,59445.4,-5848.75
1958-02-11 02:28:00,164879,,59426.3,-5837.1
1958-02-11 02:29:00,164778,,59404.9,-5874.26
1958-02-11 02:30:00,164820,,59491,-5891.5
1958-02-11 02:31:00,164763,,59523.7,-5859.42
1958-02-11 02:32:00,164738,,59504.3,-5867.12
1958-02-11 02:33:00,164729,,59460.8,-5891.31
1958-02-11 02:34:00,164737,,59394.4,-5927.3
1958-02-11 02:35:00,164768,,59280.4,-5984.38
1958-02-11 02:36:00,164784,,59231.5,-6081.1
1958-02-11 02:37:00,164758,,59293.3,-6022.44
1958-02-11 02:38:00,164739,,59231.1,-6051.29
1958-02-11 02:39:00,164766,,59153.2,-6124.88
1958-02-11 02:40:00,164800,,59148.6,-6205.63
1958-02-11 02:41:00,164773,,59268.8,-6203.09
1958-02-11 02:42:00,164766,,59244.4,-6153.14
1958-02-11 02:43:00,164788,,59188.3,-6188.05
1958-02-11 02:44:00,164804,,59145.7,-6250.38
1958-02-11 02:45:00,164794,,59093.8,-6330.61
1958-02-11 02:46:00,164773,,58906.4,-6425.29
