dB_E,dB_N,dB_Z
-0.20752,0.6565,-0.51875
-0.21024,0.65233,-0.52871
-0.17845,0.63535,-0.52644
-0.18242,0.64161,-0.53086
-0.17544,0.64514,-0.54762
-0.15328,0.62341,-0.53126
-0.14269,0.61915,-0.52952
-0.13087,0.60389,-0.52248
-0.13346,0.61542,-0.52458
-0.11396,0.61308,-0.52056
-0.11808,0.62119,-0.5334
-0.12555,0.62273,-0.54651
-0.11517,0.60806,-0.54019
-0.14743,0.61177,-0.54664
-0.1522,0.6078,-0.54764
-0.12943,0.59386,-0.5396
-0.13088,0.57685,-0.53646
-0.14423,0.56903,-0.53767
-0.14307,0.57031,-0.53256
-0.14259,0.57208,-0.528
-0.17668,0.60122,-0.55033
-0.19671,0.62372,-0.58098
-0.18214,0.62964,-0.60315
-0.19525,0.64414,-0.63273
-0.20338,0.64525,-0.64293
-0.17725,0.64619,-0.65412
-0.1783,0.65707,-0.68024
-0.21626,0.67831,-0.71348
-0.19954,0.6856,-0.72204
-0.19973,0.69764,-0.74657
-0.22685,0.71056,-0.78839
-0.20786,0.7029,-0.80718
-0.18969,0.71304,-0.82893
-0.18378,0.71332,-0.82899
-0.24065,0.75735,-0.87217
-0.28269,0.80352,-0.92595
-0.29282,0.83978,-0.96888
-0.28511,0.84117,-0.97462
-0.25659,0.83009,-0.96534
-0.24794,0.81345,-0.97356
-0.16468,0.7816,-0.94239
-0.071255,0.75253,-0.90377
-0.035537,0.74907,-0.88088
0.010233,0.73865,-0.85289
-0.039172,0.80657,-0.90731
-0.074756,0.85338,-0.94446
-0.085692,0.89817,-0.98521
-0.068663,0.90514,-0.99983
-0.046977,0.88012,-0.98117
-0.042757,0.85541,-0.95982
-0.017036,0.83254,-0.93806
0.017762,0.81611,-0.9131
0.012426,0.80407,-0.89959
0.02487,0.79084,-0.88295
0.0091899,0.79418,-0.88079
0.017358,0.78886,-0.87173
0.017676,0.78214,-0.85632
-0.0037058,0.78184,-0.8437
-0.016553,0.77917,-0.83876
-0.036385,0.78858,-0.83963
-0.042779,0.78459,-0.83122
-0.047954,0.77688,-0.81733
-0.066555,0.77794,-0.80854
-0.096695,0.7661,-0.79261
-0.13665,0.76641,-0.79799
-0.13268,0.75884,-0.78928
-0.1342,0.74256,-0.7727
-0.1336,0.71887,-0.75612
-0.12664,0.71191,-0.74701
-0.12412,0.69611,-0.72909
-0.14801,0.6969,-0.72464
-0.16723,0.6997,-0.72404
-0.16167,0.69708,-0.7163
-0.15098,0.68707,-0.70187
-0.15409,0.67018,-0.68746
-0.15467,0.67097,-0.68666
-0.14575,0.66303,-0.67383
-0.17231,0.65652,-0.6721
-0.16939,0.6558,-0.67219
-0.17956,0.67039,-0.68458
-0.17129,0.65992,-0.6807
-0.15536,0.65433,-0.68041
-0.16483,0.63885,-0.66647
-0.15571,0.63075,-0.64487
-0.18921,0.62795,-0.63557
-0.18146,0.61673,-0.62361
-0.15797,0.62868,-0.62
-0.16441,0.62406,-0.61179
-0.14193,0.63148,-0.59832
-0.16049,0.62939,-0.59022
-0.18131,0.62672,-0.59286
-0.1654,0.64591,-0.59315
-0.15085,0.64402,-0.57464
-0.1532,0.63425,-0.56159
-0.1549,0.64065,-0.55563
-0.16169,0.63602,-0.54475
-0.1702,0.63427,-0.53576
-0.19186,0.62307,-0.52417
-0.19914,0.6138,-0.51521
-0.17739,0.61393,-0.5071
-0.17034,0.59852,-0.49076
-0.21087,0.57235,-0.48218
-0.20924,0.55159,-0.4647
-0.21437,0.53431,-0.44902
-0.20123,0.51763,-0.43146
-0.21021,0.49926,-0.41619
-0.21667,0.47311,-0.40005
-0.22646,0.45837,-0.38832
-0.21594,0.44803,-0.36965
-0.20868,0.44094,-0.36063
-0.18815,0.43682,-0.34868
-0.1856,0.43537,-0.33914
-0.19844,0.43866,-0.34063
-0.2057,0.43813,-0.3408
-0.22671,0.43137,-0.33528
-0.23006,0.42216,-0.32498
-0.22972,0.42296,-0.32
-0.22412,0.41726,-0.31259
-0.22376,0.40779,-0.30492
-0.23067,0.39713,-0.29819
-0.23383,0.39763,-0.29696
-0.24883,0.38228,-0.28757
-0.22876,0.37704,-0.27659
-0.23232,0.37213,-0.27206
-0.22236,0.36091,-0.26474
-0.23767,0.35364,-0.26146
-0.23103,0.34775,-0.252
-0.23482,0.35568,-0.25051
-0.22626,0.35851,-0.24581
-0.23161,0.34758,-0.24118
-0.2328,0.34731,-0.23892
-0.22579,0.35871,-0.23841
-0.24597,0.35429,-0.23875
-0.24117,0.34454,-0.22787
-0.21766,0.35993,-0.22442
-0.23527,0.33159,-0.2107
-0.22158,0.32495,-0.20131
-0.2326,0.31443,-0.19514
-0.208,0.31946,-0.18473
-0.20426,0.31684,-0.18488
-0.24788,0.25434,-0.16935
-0.2244,0.24781,-0.16168
-0.19694,0.27186,-0.15867
-0.17104,0.27595,-0.1565
-0.1602,0.26854,-0.1505
-0.16595,0.26762,-0.14862
-0.16668,0.28483,-0.14886
-0.18209,0.29019,-0.14905
-0.18588,0.30411,-0.15371
-0.22693,0.27275,-0.14906
-0.2407,0.24922,-0.1396
-0.23827,0.25979,-0.1354
-0.2256,0.2276,-0.11962
-0.20187,0.2362,-0.11711
-0.18911,0.23496,-0.1044
-0.19166,0.21631,-0.10347
-0.19362,0.20553,-0.10025
-0.1955,0.2053,-0.098511
-0.1647,0.25115,-0.10027
-0.18291,0.23433,-0.10531
-0.21807,0.1805,-0.096149
-0.23109,0.16723,-0.09324
-0.21815,0.21497,-0.099805
-0.22012,0.18671,-0.099674
-0.22755,0.14144,-0.084232
-0.24241,0.12715,-0.089228
-0.23244,0.14795,-0.082028
-0.22349,0.15017,-0.086811
-0.21994,0.098825,-0.068575
-0.20093,0.11687,-0.064529
-0.21852,0.093531,-0.064363
-0.19556,0.11058,-0.054425
-0.20124,0.12205,-0.066297
-0.20491,0.13021,-0.062485
-0.21011,0.13766,-0.069532
-0.22685,0.089908,-0.06729
-0.22899,0.083247,-0.064975
-0.19872,0.18091,-0.064605
-0.16778,0.22544,-0.06523
-0.18237,0.18117,-0.065728
-0.21269,0.13725,-0.060365
-0.22884,0.16241,-0.057253
-0.22586,0.16216,-0.047283
-0.19648,0.17477,-0.040681
-0.19121,0.15455,-0.035562
-0.17962,0.20048,-0.031117
-0.16364,0.19672,-0.039253
-0.19197,0.14752,-0.019847
-0.16743,0.23629,-0.043024
0.037158,0.67316,-0.074356
-0.97265,0.27206,-0.20836
-1.2962,-0.28151,-0.015514
-1.2882,-0.32224,0.029829
-1.097,-0.37902,-0.073762
-1.0141,-0.25783,-0.097727
-1.2503,-0.16093,-0.2235
-1.4114,-0.022497,-0.3361
-1.8887,-0.064427,-0.632
-1.1035,-0.0061755,-0.46936
-1.432,0.31876,-0.67348
-1.2662,0.3535,-0.31252
-1.7812,0.23527,-0.11343
-2.4109,0.058112,-0.21334
-2.5697,0.15005,-0.47767
-2.5884,-0.37793,-0.39975
-2.2383,-0.99158,-0.30793
-1.978,-1.4214,-0.2734
-1.8918,-1.6988,-0.5151
-2.0025,-1.9655,-0.44971
-2.262,-2.1945,-0.20883
-2.3067,-2.6963,-0.25652
-2.084,-2.7325,-0.34119
-1.7404,-3.045,-0.42472
-1.3589,-3.0161,-0.53409
-1.1212,-2.9387,-0.62562
-1.0489,-2.6319,-0.80467
-1.1484,-2.6942,-1.0061
-1.21,-2.5991,-1.2272
-1.1615,-2.3041,-1.5112
-1.2691,-2.2146,-1.7209
-1.1174,-2.1554,-1.7485
-0.59983,-2.0498,-1.7271
-0.29901,-2.1724,-1.4793
-0.1804,-2.0221,-1.4335
0.15278,-2.2457,-1.1185
0.20483,-2.5645,-1.0085
0.30643,-2.79,-0.92088
0.65591,-2.9092,-0.81675
1.3977,-3.3342,-0.46146
1.825,-3.5936,-0.48089
2.2419,-3.792,-0.48132
2.4428,-3.9771,-0.71051
2.1469,-4.2824,-0.60907
2.2019,-4.1513,-1.1636
1.8745,-4.4387,-1.3562
1.6554,-4.3717,-1.4559
1.1246,-4.8108,-1.7549
0.71547,-4.632,-1.7872
0.7172,-4.3683,-2.1015
0.45304,-4.1125,-2.6275
0.93208,-4.1018,-2.9649
1.0924,-4.3928,-2.7809
1.5898,-4.6995,-2.2914
2.0798,-5.0746,-2.3544
2.4869,-5.5006,-2.5333
2.8895,-6.0917,-2.8438
3.4337,-6.444,-2.9966
3.7172,-6.6775,-3.2319
3.629,-6.4795,-4.2528
3.5487,-5.8491,-5.9383
3.4071,-5.2879,-7.4424
2.3675,-4.2825,-8.8977
2.3001,-3.3027,-9.9335
1.9628,-3.0821,-10.01
2.0566,-2.6118,-10.79
1.7707,-2.3541,-10.241
1.5673,-2.1886,-9.8181
1.2292,-2.1682,-10.017
1.316,-2.4471,-9.8009
1.496,-1.7173,-10.58
1.7531,-1.8495,-10.982
2.1019,-1.6739,-11.577
2.0719,-1.2779,-12.098
2.1353,-1.0319,-12.586
2.0836,-1.1352,-12.343
2.1413,-1.2258,-12.063
2.0896,-1.0527,-12.423
2.2048,-0.85366,-13.08
2.1122,-1.0933,-13.178
2.239,-1.7561,-13.576
1.8416,-2.195,-14.173
1.8292,-3.0491,-13.802
1.5653,-3.1459,-13.337
1.2758,-2.8996,-12.14
0.89826,-1.739,-11.603
0.52863,-0.79237,-10.655
-0.081521,-0.31193,-9.9732
-0.3876,0.28892,-9.4842
-0.67991,0.40662,-9.6202
-0.95974,0.30544,-9.6098
-1.3974,0.36258,-9.9578
-2.0007,0.049613,-10.029
-2.3314,-0.55695,-9.2975
-2.4317,-1.2288,-8.9825
-2.5397,-1.9989,-8.4139
-1.9492,-2.6978,-8.3087
-1.0511,-3.279,-8.0478
-0.51903,-3.8167,-7.5208
0.015111,-4.0386,-7.1452
0.2597,-4.5167,-7.2944
-0.015699,-4.616,-8.6361
-0.52736,-4.2208,-11.244
0.10426,-4.9567,-11.361
0.31423,-6.7114,-10.385
2.0792,-7.1995,-9.9936
3.1144,-7.5771,-9.5162
3.5443,-7.8317,-9.4043
3.7901,-7.6257,-10.164
3.0258,-6.8796,-12.133
2.8952,-6.0149,-13.84
2.8407,-5.8072,-13.911
3.2534,-5.2299,-14.117
3.2301,-4.9515,-13.063
2.7642,-4.8934,-12.077
2.553,-4.7783,-11.226
2.1358,-4.6632,-10.413
0.91064,-3.4972,-10.651
0.70411,-2.672,-11.825
0.40405,-1.6749,-13.717
1.1139,-0.67151,-15.939
1.4348,-0.43832,-17.504
1.691,0.059707,-19.517
1.9413,0.067525,-19.755
2.1556,-0.065044,-19.036
2.4859,-0.2186,-18.135
2.0873,-0.35899,-18.108
1.6122,-0.28286,-17.765
1.4113,-0.076334,-16.425
1.3825,-0.045114,-15.365
1.4054,0.11332,-15.045
1.0324,0.15794,-14.484
0.64521,0.07611,-13.934
0.22218,0.25222,-13.466
-0.14812,0.34223,-13.081
0.048162,0.11408,-12.907
0.48087,-0.20445,-13.304
0.73298,-0.37411,-13.952
0.73832,-0.3804,-14.328
0.3111,0.15382,-13.943
0.14952,0.5958,-14.409
-0.055549,0.70179,-14.39
-0.11519,0.62342,-14.152
-0.016812,0.72579,-13.994
0.071849,0.74307,-14.415
-0.12406,0.72196,-14.251
-0.052492,0.42007,-14.016
-0.1126,0.089642,-13.465
-0.25958,-0.18905,-12.976
-0.50809,-0.34927,-12.298
-0.17406,-0.29049,-12.956
0.052467,-0.27573,-13.103
0.671,-0.4937,-13.869
0.61213,-0.37025,-13.981
0.22292,-0.09816,-13.179
0.39383,-0.17266,-12.869
0.45638,0.089314,-13.032
0.021125,0.39277,-12.731
-0.53159,0.62796,-11.912
-0.40849,0.78818,-11.365
0.74212,0.33375,-14.117
0.25016,0.5992,-15.951
-0.10799,0.91456,-17.536
-0.50561,1.3696,-18.037
-0.5258,1.8603,-19.183
-0.59832,1.8751,-19.705
-0.57465,1.6317,-20.211
-0.2815,1.0948,-21.181
-0.21843,0.6339,-21.624
-0.61162,0.14808,-21.385
-0.63987,-0.82076,-21.232
-0.18205,-1.8499,-20.993
0.10555,-2.1419,-19.39
0.49369,-2.6017,-16.727
0.603,-2.9306,-15.162
1.0541,-2.745,-13.85
0.88801,-2.5534,-13.094
0.34787,-2.2505,-13.651
-0.33569,-1.8996,-13.862
-1.6444,-1.439,-17.299
-2.6665,-1.3307,-19.236
-2.7127,-1.9647,-18.965
-2.452,-2.3331,-18.407
-2.1175,-2.4751,-18.152
-1.281,-1.8467,-17.515
-0.90086,-1.4633,-16.861
-0.49622,-1.4767,-17.063
-1.7601,-1.6015,-15.295
-3.3235,-0.37965,-17.778
-4.5928,-0.5633,-16.812
-5.8762,0.033262,-16.778
-6.0481,0.16201,-15.566
-5.2716,0.42363,-14.105
-5.2907,0.7792,-13.901
-5.3032,0.91003,-13.348
-5.2684,1.2737,-12.277
-5.3479,1.6508,-11.447
-5.5663,1.565,-10.603
-6.2083,1.1061,-8.7765
-6.7925,1.1899,-8.7183
-6.576,1.1527,-9.8316
-5.9698,1.9865,-11.349
-4.9101,2.6963,-12.838
-4.1294,2.8414,-14.713
-4.1935,2.8684,-13.773
-3.5452,1.5191,-13.721
-2.4854,0.091959,-11.915
-3.324,-0.50452,-9.3929
-4.2885,-0.55822,-9.1668
-5.3317,-0.047465,-9.6878
-5.8436,-0.15694,-9.5208
-6.2414,0.40494,-11.226
-5.9392,0.26828,-10.823
-5.4173,-0.14599,-9.9781
-5.0356,-0.51015,-8.9052
-4.274,-0.92839,-8.5874
-3.9321,-0.99097,-7.5882
-3.6288,-0.15555,-8.6371
-3.7044,1.9432,-12.991
-3.2926,3.1897,-16.584
-2.8397,3.9374,-17.478
-3.0057,3.2424,-18.089
-3.3118,1.8398,-17.337
-4.0048,0.72306,-15.081
-3.6193,-0.89877,-12.18
-4.2551,-2.0059,-11.916
-3.6464,-2.3047,-11.542
-3.2144,-2.4689,-11.816
-2.8873,-2.8632,-11.476
-2.3707,-3.2062,-10.549
-1.9506,-2.2664,-9.8739
-2.0926,-1.4709,-9.6667
-2.4233,-1.0788,-8.413
-2.4145,-1.0118,-8.0296
-2.6939,-0.89927,-8.4018
-3.2737,-0.021593,-10.961
-3.4974,1.3449,-14.254
-3.1042,1.4659,-15.42
-2.8428,1.2198,-16.036
-3.7632,1.0738,-18.015
-3.8173,1.3189,-19.486
-2.7639,0.4296,-20.22
-2.2417,-0.38207,-19.61
-1.7139,-1.0859,-18.647
-2.3906,-0.41091,-19.605
-2.8023,-0.38564,-18.953
-3.2756,-0.42473,-17.444
-2.8571,-0.95314,-16.591
-2.0176,-1.64,-15.723
-1.5434,-1.4674,-15.118
-1.8245,-0.61884,-14.704
-2.2833,0.55959,-14.706
-2.2912,1.0826,-13.869
-2.3698,1.1378,-12.585
-3.291,1.3715,-12.489
-4.3126,1.9579,-13.772
-5.2628,2.5684,-15.425
-4.4922,2.5757,-16.858
-3.1942,1.8484,-18.219
-2.9436,0.85938,-18.705
-3.7615,0.42397,-21.463
-4.7089,0.72285,-24.783
-4.7167,0.81828,-26.76
-2.6964,-0.90905,-25.157
-0.58374,-1.0669,-24.519
-1.2329,-1.7395,-23.863
-2.0815,-2.0929,-24.117
-1.6507,-1.8193,-24.334
-1.0157,-1.827,-23.154
-0.96282,-2.1548,-22.173
-1.9499,-2.2337,-21.515
-2.8053,-1.5866,-21.287
-2.6655,-1.7637,-20.7
-2.1859,-2.2303,-19.371
-1.9435,-2.1794,-19.113
-2.0422,-2.1463,-17.8
-2.2242,-1.3673,-17.901
-3.5745,-0.72396,-18.275
-5.089,-0.35464,-19.74
-5.1141,-0.31456,-19.226
-5.2637,-0.6404,-18.484
-5.1354,-1.7442,-15.825
-4.4428,-2.0298,-14.415
-3.847,-2.1141,-13.569
-3.4284,-2.2105,-12.558
-3.2028,-1.6109,-12.384
-3.0031,-1.1886,-13.127
-2.8275,-0.66498,-14.949
-2.4644,-0.73286,-15.673
-2.5497,-0.66448,-16.104
-2.7178,-0.017728,-17.77
-2.6437,0.78768,-19.84
-3.5538,1.1394,-22.379
-5.6119,1.4204,-24.784
-4.9232,0.98196,-24.176
-3.8063,0.31859,-23.769
-2.8157,-1.1513,-24.338
-1.8495,-2.4402,-25.176
-2.0977,-1.908,-28.912
-2.8251,-3.2578,-31.118
-2.3559,-3.9881,-32.851
-1.6187,-4.3469,-35.2
-2.3888,-4.5515,-36.535
-2.8961,-4.6165,-36.171
-3.6093,-5.5521,-34.462
-3.7376,-7.494,-33.863
-2.2361,-9.3292,-31.872
-1.4274,-9.9396,-32.087
0.49572,-10.068,-30.771
0.2074,-10.05,-28.583
-2.3842,-10.423,-27.6
-5.1314,-10.636,-29.723
-6.7869,-11.643,-29.459
-7.2138,-11.167,-29.533
-6.296,-9.6171,-30.808
-5.8764,-8.4943,-29.714
-5.224,-9.5294,-27.815
-4.8817,-10.55,-25.157
-4.5089,-11.03,-26.231
-5.3319,-11.781,-27.295
-4.224,-9.7117,-29.707
-4.1441,-9.7011,-28.828
-3.0293,-9.64,-29.891
-3.5294,-10.502,-31.046
-4.5265,-10.763,-32.611
-8.2287,-11.371,-36.63
-10.301,-11.666,-39.308
-10.724,-10.093,-50.75
-15.198,-11.748,-55.028
-15.274,-13.763,-46.678
-12.915,-13.5,-36.84
-9.04,-11.597,-31.336
-8.214,-10.878,-27.403
-6.3568,-9.6756,-24.859
-5.3816,-9.7742,-18.548
-6.2157,-9.5163,-14.734
-6.6465,-7.9275,-11.321
-6.3057,-7.1175,-8.6296
-6.133,-8.207,-4.5524
-6.9486,-8.8553,-1.4863
-7.9313,-8.5101,0.4074
-9.324,-8.0576,0.66726
-9.9633,-6.3395,0.70729
-10.52,-5.6762,-0.18502
-10.849,-4.5092,-0.57078
-11.001,-5.1274,-0.26066
-9.8398,-5.9652,1.1933
-8.6756,-5.313,0.99213
-8.0693,-5.2113,0.57418
-7.7046,-5.6363,0.72081
-6.919,-5.7384,0.25226
-6.5502,-5.1562,-0.30055
-6.4113,-5.2308,-0.39704
-6.3134,-5.0546,-0.60646
-6.4382,-4.8122,-0.50461
-6.1015,-4.9033,-0.2588
-6.0395,-4.5294,-0.72406
-6.2989,-3.6163,-1.3287
-6.4177,-4.0369,-2.027
-6.8326,-4.599,-1.3523
-6.9615,-4.8675,-1.4091
-6.7874,-4.5243,-1.6376
-6.5156,-3.4889,-2.4483
-6.241,-2.9053,-2.4622
-6.1978,-1.788,-1.0131
-6.7328,-1.0108,-0.91536
-6.6679,-2.269,0.5899
-6.5533,-2.7325,-0.16689
-6.6854,-2.9967,-0.39726
-6.4931,-4.3368,-0.2187
-6.1662,-5.3758,-0.13092
-5.6255,-6.2689,0.049462
-4.6273,-7.245,-0.40883
-3.2481,-8.9946,0.0041925
-0.40113,-9.7228,1.0094
-0.96422,-8.3945,1.4854
-0.65117,-7.42,1.9723
-0.90785,-6.5717,2.1671
-1.5545,-5.5648,0.73782
-1.993,-5.5956,-0.2126
-1.7753,-6.3723,0.1328
-1.2546,-7.4523,0.42322
-0.16613,-8.3256,0.25513
0.15544,-9.2299,0.075965
0.85823,-10.113,-0.025972
1.7159,-10.481,0.26769
5.1655,-11.543,2.1842
6.0132,-10.094,3.4729
4.5919,-9.3033,4.3316
3.5944,-9.9079,4.637
3.9089,-10.206,4.4444
3.7342,-10.646,4.8719
5.1362,-10.853,3.2464
5.7655,-10.631,3.297
6.9908,-9.6602,2.3754
6.8863,-8.4962,3.6591
7.6556,-8.4762,4.4033
6.7933,-7.5403,6.7352
5.6572,-6.7813,7.9349
5.1924,-7.7115,8.4341
5.0433,-8.3142,6.7242
4.7367,-8.3415,5.7453
5.0135,-8.5674,4.3842
4.5508,-8.787,4.3065
4.82,-9.5186,4.6147
4.515,-9.9699,5.698
4.0187,-10.492,7.0079
5.1806,-10.899,7.8989
4.4597,-10.778,8.914
4.7437,-11.191,9.9094
4.6537,-10.297,9.1334
4.0958,-9.0805,7.5924
3.3789,-8.9009,6.3888
2.7574,-9.0819,4.4103
2.5019,-9.9182,4.9223
2.5339,-10.767,6.7499
4.5036,-11.386,8.2611
3.8799,-8.7126,7.7908
3.3402,-7.4073,7.1989
2.7963,-7.1713,7.18
2.8681,-7.7392,6.9871
2.0157,-10.61,7.2942
-0.31951,-13.15,6.9421
0.6111,-15.012,8.1285
2.7707,-14.461,10.031
3.2004,-11.643,8.7248
2.7187,-10.437,8.3615
2.8948,-9.6183,8.6206
3.8598,-8.7551,8.2969
4.9718,-8.9584,8.8768
5.8925,-11.988,10.674
4.9943,-18.105,11.428
3.3105,-17.983,11.722
4.0095,-17.957,12.281
6.9288,-17.776,7.4984
6.0005,-16.61,5.8486
7.2923,-15.64,3.3866
8.3581,-14.062,1.7
9.2246,-13.268,-0.1118
9.0784,-13.32,1.049
9.7758,-14.264,4.7839
10.822,-14.258,5.2132
7.3167,-16.544,5.52
4.6333,-18.924,4.4923
2.8708,-19.09,4.6227
3.5025,-19.736,6.046
3.5576,-18.915,7.5752
3.386,-17.966,8.0452
2.1827,-15.679,8.529
0.10456,-13.288,8.2762
-1.8637,-13.06,8.6164
-3.1136,-13.374,7.5837
-3.9882,-14.097,7.4149
-3.8278,-15.44,6.698
-2.9829,-16.2,5.0013
-1.4156,-16.713,2.4363
-0.45669,-17.876,1.4914
1.6059,-19.262,-0.40678
4.3584,-18.513,-4.5941
5.8937,-13.644,-7.7641
6.931,-11.193,-8.1184
6.1129,-9.4901,-8.3822
4.3374,-9.8585,-6.0855
3.4727,-11.416,-3.6166
-3.042,-16.548,-2.091
-4.8631,-20.845,1.1117
-2.3854,-21.218,3.1715
-1.6817,-19.025,3.5459
-1.779,-18.23,3.3872
-0.84781,-18.111,1.6939
-0.29857,-17.646,1.221
0.52223,-17.053,0.21848
-0.4726,-15.692,0.25012
-0.28272,-15.13,0.082098
-0.85059,-14.185,-0.55694
-2.9442,-14.741,0.25183
-4.8512,-18.929,1.7191
-4.1282,-19.168,1.045
-3.865,-18.093,0.15174
-3.589,-16.526,-0.60471
-3.0384,-17.426,1.4374
-2.3711,-17.421,4.0042
-0.99527,-15.451,3.6218
-0.20656,-13.061,1.7885
0.062061,-12.468,0.99531
-0.23099,-12.983,1.5985
-2.3801,-13.871,3.3267
-6.9755,-18.004,4.713
-4.9016,-17.367,2.3877
-3.476,-19.333,1.6302
-2.7042,-19.927,2.8511
-1.6088,-18.444,1.273
-1.3004,-17.901,1.4298
0.435,-16.531,-0.9828
3.2534,-13.645,-2.5619
4.7904,-11.574,-3.6183
4.3114,-11.852,-1.9759
3.8722,-13.383,-3.0491
-2.9701,-20.238,-3.4355
-6.5263,-21.101,-5.8221
-4.8767,-19.489,-7.9427
-4.0053,-16.876,-11.171
-2.8481,-15.389,-13.368
-2.7361,-16.603,-13.029
-3.615,-17.325,-12.627
-3.6534,-17.647,-13.474
-4.1119,-18.896,-14.037
-3.271,-18.95,-15.824
-4.2163,-18.31,-14.985
-3.2953,-18.217,-14.253
-3.2476,-18.745,-13.513
-2.8499,-18.564,-13.942
-2.5703,-17.094,-15.481
-2.1708,-16.518,-15.75
-2.5378,-15.471,-14.893
-2.7468,-14.088,-14.105
-2.2803,-13.833,-14.428
-3.1771,-16.217,-13.877
-5.1494,-17.386,-12.712
-4.9007,-17.794,-14.116
-4.844,-19.264,-14.877
-4.6775,-19.803,-15.991
-4.3947,-19.708,-16.764
-3.8059,-19.818,-15.407
-3.6621,-19.85,-12.859
-3.4806,-19.961,-10.681
-3.3817,-20.353,-8.8822
-4.0212,-21.422,-7.2177
-3.2482,-20.027,-6.6526
-3.0942,-19.501,-5.9941
-2.9335,-18.472,-4.9368
-2.8283,-17.537,-4.191
-2.7269,-16.264,-4.3956
-2.2185,-15.327,-4.8469
-1.7772,-13.999,-5.7928
-1.805,-13.692,-5.7047
-1.8768,-14.915,-5.2913
-2.5567,-15.364,-5.4567
-2.739,-14.905,-6.1217
-2.9246,-14.285,-6.3431
-2.4429,-13.728,-6.5444
-2.0091,-13.49,-5.258
-1.8711,-13.644,-3.3569
-1.0718,-14.064,-1.3459
-0.61019,-14.789,1.3424
-0.73362,-14.885,2.5439
-0.46811,-15.235,4.4084
-0.38665,-15.694,5.511
0.38045,-15.84,6.3763
1.0536,-15.693,6.2394
1.2643,-15.845,9.165
1.503,-15.092,9.7484
1.8131,-14.409,9.8544
2.1392,-14.175,10.356
2.2615,-14.464,12.898
2.0644,-14.631,12.964
2.2609,-16.52,13.557
0.80585,-14.395,11.989
-0.73793,-12.602,13.852
-0.46045,-13.737,15.963
0.35452,-14.078,16.634
0.95169,-14.155,16.733
1.7211,-13.825,16.493
1.9708,-13.999,17.001
2.0071,-13.864,16.724
1.6585,-14.025,16.447
1.3356,-13.673,16.78
0.6991,-13.475,17.365
0.48048,-13.283,18.316
0.55842,-13.257,18.491
1.0023,-13.849,19.06
0.28117,-12.421,19.551
-0.34634,-11.809,17.798
-0.48472,-13.52,18.985
-0.76975,-13.3,18.542
-1.1626,-12.159,16.734
-1.5567,-11.656,15.818
-1.7288,-12.021,15.506
-1.6383,-13.161,15.359
-1.2782,-13.288,14.416
-1.9711,-12.408,14.004
-1.7556,-13.067,14.681
-1.8798,-13.747,13.464
-3.1152,-13.158,11.847
-2.3302,-13.595,10.36
-1.6346,-14.226,8.1129
-1.5459,-15.436,10.477
-1.9796,-15.171,9.1177
-2.573,-15.211,8.2791
-3.4612,-14.345,5.6807
-4.3986,-13.473,4.6961
-4.7842,-12.237,3.8484
-4.8388,-12.183,3.2616
-4.829,-12.275,4.2831
-4.7426,-11.935,4.1906
-4.4261,-12.074,3.3983
-4.32,-12.072,1.7787
-4.0275,-12.251,0.71408
-4.1822,-12.081,-0.56615
-4.3724,-12.663,-1.3552
-5.0469,-13.114,-1.1741
-5.0691,-13.505,-0.12118
-4.1824,-14.267,1.252
-3.6951,-14.355,0.49759
-3.6722,-13.975,1.2427
-2.991,-14.248,1.9803
-3.0293,-13.961,2.2258
-2.7563,-12.744,0.32635
-2.9422,-12.41,0.73223
-2.9443,-12.323,1.9013
-3.3704,-11.746,2.4925
-3.8,-10.549,2.5968
-5.1414,-9.5983,3.0858
-5.5497,-9.0533,4.1084
-5.236,-9.4836,4.8859
-4.6814,-9.8861,4.9999
-4.1987,-10.77,4.7346
-4.1802,-10.914,4.1219
-4.619,-10.25,3.9238
-4.6751,-10.344,3.6248
-4.8192,-10.537,2.5998
-4.7562,-10.464,2.3476
-4.569,-10.419,1.8956
-4.3154,-10.453,1.5705
-4.5238,-10.03,2.5168
-4.881,-10.737,3.8916
-4.6347,-11.94,3.9433
-5.5185,-13.389,3.4269
-6.2686,-14.347,3.1843
-6.9898,-14.54,3.2665
-7.295,-13.866,3.8733
-7.2735,-12.833,4.5252
-5.9669,-12.496,4.304
-5.3916,-11.87,3.7008
-5.1564,-11.098,4.1106
-4.685,-10.84,4.54
-3.8922,-10.838,4.8067
-3.5178,-10.847,4.9697
-3.3851,-10.987,4.8528
-3.4878,-11.796,4.0771
-4.4326,-12.697,4.2235
-5.1936,-13.312,4.581
-4.6425,-13.287,4.3057
-4.3544,-12.21,4.0035
-4.0711,-11.817,4.6482
-3.829,-12.984,5.0434
-4.1817,-14.286,4.4444
-4.5925,-13.967,5.1776
-4.7684,-13.187,6.6137
-4.5091,-12.946,7.5148
-4.1319,-12.434,7.7087
-4.0792,-12.067,7.8093
-3.758,-11.586,7.2404
-3.3605,-11.279,7.7789
-2.3636,-10.872,7.5919
-1.9033,-11.022,8.3037
-1.4086,-11.364,7.8051
-1.989,-11.731,8.4351
-2.1989,-11.607,9.1133
-2.6422,-11.099,10.007
-3.0199,-11.047,11.704
-2.7012,-10.837,12.711
-1.9688,-11.272,13.295
-1.2978,-11.506,13.002
-0.80849,-12.16,13.422
-0.83882,-13.498,13.866
-0.66358,-14.008,13.492
-1.6313,-14.217,13.981
