dB_E,dB_N,dB_Z
-0.028234,0.40488,-0.15117
-0.023476,0.39749,-0.15025
-0.021795,0.40539,-0.14912
-0.014748,0.4073,-0.14939
-0.013145,0.41516,-0.15487
-0.018288,0.41605,-0.15917
-0.015018,0.40889,-0.15822
-0.022123,0.41139,-0.15769
-0.019909,0.41014,-0.15976
-0.014037,0.40382,-0.1584
-0.014847,0.39399,-0.16059
-0.022774,0.389,-0.1611
-0.026871,0.38971,-0.15901
-0.024955,0.39163,-0.15669
-0.030733,0.41142,-0.16179
-0.03614,0.42587,-0.17293
-0.032043,0.43319,-0.18173
-0.037775,0.44435,-0.19074
-0.043812,0.44446,-0.19433
-0.041696,0.4459,-0.19957
-0.047588,0.45417,-0.20788
-0.061976,0.46635,-0.21694
-0.068352,0.46998,-0.22045
-0.079358,0.47571,-0.23007
-0.097128,0.48185,-0.24492
-0.10077,0.47703,-0.25333
-0.10369,0.48382,-0.26258
-0.099182,0.48743,-0.26164
-0.12047,0.51689,-0.27013
-0.13618,0.54797,-0.28385
-0.13948,0.57508,-0.29537
-0.12749,0.58062,-0.29865
-0.10694,0.57927,-0.29737
-0.097573,0.57264,-0.3027
-0.069986,0.55438,-0.29788
-0.042879,0.53446,-0.28772
-0.039596,0.52937,-0.27829
-0.035435,0.5198,-0.26841
-0.06068,0.56229,-0.27955
-0.070743,0.596,-0.28602
-0.074037,0.62979,-0.29365
-0.060504,0.64104,-0.29765
-0.047864,0.62859,-0.29428
-0.045313,0.61251,-0.2868
-0.036565,0.59699,-0.28007
-0.026277,0.58376,-0.27361
-0.031049,0.57395,-0.26862
-0.028782,0.56367,-0.26335
-0.037972,0.56295,-0.26037
-0.035962,0.55856,-0.25679
-0.038439,0.55235,-0.25107
-0.047867,0.55006,-0.24462
-0.051875,0.5474,-0.24192
-0.062975,0.55089,-0.24032
-0.065523,0.54649,-0.23834
-0.069666,0.53925,-0.2333
-0.080956,0.53673,-0.22864
-0.090201,0.52985,-0.22273
-0.099351,0.53258,-0.22436
-0.094741,0.52953,-0.22211
-0.092159,0.51993,-0.21712
-0.092227,0.50476,-0.21406
-0.090864,0.49944,-0.21083
-0.090299,0.48794,-0.20597
-0.10063,0.48896,-0.20246
-0.10706,0.49248,-0.20073
-0.10532,0.4908,-0.19791
-0.099246,0.48529,-0.19318
-0.099201,0.4745,-0.18924
-0.10271,0.47403,-0.1888
-0.10113,0.46706,-0.18415
-0.10814,0.46543,-0.18403
-0.10611,0.4661,-0.18444
-0.11084,0.4766,-0.18723
-0.1037,0.47197,-0.18776
-0.098381,0.46758,-0.18903
-0.10017,0.45828,-0.18549
-0.10021,0.44964,-0.17755
-0.10746,0.45156,-0.17307
-0.10151,0.44563,-0.17
-0.10427,0.44385,-0.16684
-0.11069,0.43726,-0.16412
-0.10976,0.43657,-0.15687
-0.11998,0.43278,-0.15311
-0.12559,0.43472,-0.15448
-0.13003,0.43957,-0.15137
-0.13196,0.43134,-0.14199
-0.13536,0.42199,-0.13824
-0.14066,0.42283,-0.13384
-0.14829,0.41579,-0.12941
-0.15114,0.41529,-0.1249
-0.15603,0.41169,-0.12152
-0.15558,0.40847,-0.11906
-0.15462,0.40074,-0.11642
-0.15261,0.38741,-0.11132
-0.15777,0.38018,-0.11242
-0.14763,0.37333,-0.10869
-0.14627,0.36383,-0.10508
-0.13796,0.35306,-0.10098
-0.13797,0.34314,-0.097016
-0.13361,0.33108,-0.094938
-0.1314,0.32616,-0.092798
-0.12552,0.31915,-0.086423
-0.12234,0.31425,-0.083855
-0.11897,0.30494,-0.079714
-0.12079,0.30079,-0.074541
-0.12962,0.30054,-0.074889
-0.13214,0.30077,-0.075506
-0.13653,0.30097,-0.074788
-0.13453,0.29848,-0.071599
-0.13567,0.29736,-0.06938
-0.13641,0.28956,-0.067387
-0.13597,0.28307,-0.065613
-0.1352,0.27952,-0.064856
-0.13655,0.28044,-0.064457
-0.13633,0.27744,-0.063187
-0.1306,0.27082,-0.059188
-0.13255,0.26631,-0.057311
-0.12729,0.25892,-0.05627
-0.13097,0.25764,-0.056387
-0.12658,0.25421,-0.053737
-0.13227,0.25618,-0.051392
-0.13272,0.25213,-0.04868
-0.13218,0.24866,-0.048466
-0.13324,0.24778,-0.047919
-0.1374,0.24794,-0.044837
-0.14158,0.25062,-0.046315
-0.14,0.24439,-0.043486
-0.13894,0.24195,-0.038602
-0.13668,0.23424,-0.037668
-0.12908,0.23198,-0.034969
-0.12943,0.22995,-0.03396
-0.13086,0.21956,-0.027445
-0.12712,0.21638,-0.027558
-0.11831,0.21118,-0.034367
-0.10403,0.211,-0.032261
-0.10693,0.20665,-0.024841
-0.10623,0.19233,-0.022809
-0.10486,0.18143,-0.020003
-0.10775,0.18133,-0.018953
-0.11473,0.18621,-0.015289
-0.12448,0.18983,-0.013691
-0.12796,0.19738,-0.013318
-0.12975,0.20082,-0.019431
-0.12483,0.20277,-0.020834
-0.12401,0.20945,-0.017032
-0.11369,0.19196,-0.016071
-0.10948,0.18449,-0.013182
-0.10963,0.17504,-0.0056746
-0.10456,0.16987,-0.0088758
-0.10127,0.17066,-0.0093122
-0.10498,0.16752,-0.008109
-0.11436,0.16358,0.0013616
-0.11225,0.16446,-0.0053477
-0.10432,0.16822,-0.013799
-0.10249,0.17647,-0.015254
-0.11654,0.17874,-0.0091672
-0.105,0.17116,-0.015865
-0.096175,0.1631,-0.017466
-0.089665,0.17504,-0.024223
-0.099526,0.17089,-0.016274
-0.093699,0.1685,-0.018206
-0.077734,0.15734,-0.018651
-0.080077,0.15467,-0.012253
-0.076008,0.15846,-0.016911
-0.07893,0.14917,-0.0083716
-0.083516,0.1521,-0.012292
-0.092406,0.14938,-0.0087099
-0.094062,0.15738,-0.010933
-0.082762,0.16097,-0.019035
-0.084379,0.1623,-0.018074
-0.11291,0.15214,0.001877
-0.11923,0.13385,0.010564
-0.10894,0.13318,0.0018486
-0.10911,0.14117,-0.0033086
-0.12835,0.14517,0.0043276
-0.13147,0.13666,0.0094318
-0.12192,0.13059,0.014872
-0.11385,0.12418,0.014667
-0.12877,0.1196,0.026434
-0.11321,0.12214,0.020548
-0.12305,0.10801,0.021012
-0.12516,0.13652,0.025512
-0.18883,0.099437,0.091041
-0.50122,0.404,-0.050017
-0.48841,0.47883,-0.040631
-0.5448,0.30211,-0.026762
-0.42852,0.21603,-0.094777
-0.43153,0.1953,-0.09104
-0.56371,0.27858,-0.12798
-0.6835,0.35335,-0.15878
-0.8844,0.5181,-0.27291
-0.49103,0.42713,-0.23399
-0.73216,0.50102,-0.22937
-0.72773,0.37002,-0.082622
-1.0115,0.33342,0.026132
-1.3516,0.39501,-0.030021
-1.4219,0.53423,-0.1144
-1.2942,0.45606,-0.17287
-0.91991,0.32961,-0.24151
-0.66009,0.18298,-0.31892
-0.55832,0.2508,-0.48104
-0.5903,0.10016,-0.4879
-0.7121,-0.023873,-0.39578
-0.64888,0.028916,-0.51677
-0.47489,0.053547,-0.57673
-0.20867,0.082577,-0.70648
0.03753,0.13458,-0.77581
0.15969,0.16959,-0.82263
0.14428,0.19662,-0.84064
0.091075,0.23512,-0.90056
0.022137,0.25356,-0.96102
-0.032874,0.31959,-1.0081
-0.1391,0.32032,-1.0336
-0.096323,0.351,-1.0469
0.20034,0.39968,-1.0354
0.35804,0.30757,-0.95775
0.4014,0.2894,-0.93978
0.63567,0.19285,-0.859
0.72043,0.15541,-0.8501
0.80505,0.12779,-0.85343
1.0018,0.14937,-0.79651
1.4875,-0.070102,-0.67137
1.7287,-0.13383,-0.69555
2.0099,-0.25123,-0.71735
2.1763,-0.28022,-0.84517
2.1223,-0.36381,-0.83863
2.083,-0.2021,-1.0362
1.8972,-0.25792,-1.1441
1.739,-0.21763,-1.1741
1.4752,-0.1063,-1.3424
1.1165,-0.18385,-1.3183
1.1173,-0.11534,-1.3944
0.90339,-0.024332,-1.4878
1.1049,0.015229,-1.5391
1.2335,-0.11537,-1.511
1.6289,-0.24919,-1.4009
1.9854,-0.21315,-1.446
2.2803,-0.11929,-1.5397
2.5803,-0.096036,-1.7077
2.9039,-0.060213,-1.7881
3.1234,-0.17554,-1.8922
3.0536,0.083542,-2.1787
2.8962,0.61666,-2.6152
2.7155,1.1005,-2.9979
2.0122,1.5269,-3.3994
1.8468,1.8564,-3.6474
1.6183,1.9577,-3.6189
1.5647,2.3893,-3.7961
1.378,2.3449,-3.5807
1.2485,2.2983,-3.4253
1.0531,2.3636,-3.461
1.167,2.163,-3.3903
1.169,2.512,-3.5926
1.2843,2.4353,-3.7478
1.4346,2.464,-3.9704
1.2619,2.6645,-4.1219
1.2158,2.7074,-4.2898
1.1758,2.425,-4.2578
1.2203,2.0983,-4.2077
1.2326,2.2944,-4.3262
1.209,2.5275,-4.5011
1.148,2.4371,-4.5286
1.2339,2.2266,-4.6822
0.92142,2.194,-4.8256
0.92815,1.7308,-4.7245
0.79869,1.5423,-4.6025
0.64287,1.3915,-4.2125
0.38257,1.631,-3.9964
0.17261,1.7557,-3.6749
-0.22489,1.7637,-3.4197
-0.43423,1.878,-3.1847
-0.64871,2.0091,-3.1808
-0.87331,2.0189,-3.0833
-1.1843,2.0582,-3.1292
-1.5961,1.9121,-3.095
-1.7567,1.6072,-2.8625
-1.7492,1.4084,-2.769
-1.7557,1.1759,-2.5985
-1.4033,1.0919,-2.5723
-0.7699,1.1138,-2.5239
-0.43924,0.91474,-2.3118
-0.079226,0.92521,-2.206
-0.022648,0.72421,-2.2413
-0.24426,0.94272,-2.6284
-0.71937,1.1319,-3.3136
-0.22537,0.98124,-3.4593
-0.084742,0.11316,-3.2349
1.1257,0.16978,-3.0715
1.851,0.23725,-2.9718
2.0911,0.18286,-2.9507
2.1819,0.44291,-3.1463
1.6339,0.64578,-3.686
1.4496,1.1227,-4.1453
1.4742,1.089,-4.1183
1.7219,1.4836,-4.0878
1.7662,1.4691,-3.7914
1.4497,1.3857,-3.5373
1.3944,1.2608,-3.3661
1.1562,1.0652,-3.1362
0.42344,1.3725,-3.1619
0.20935,1.5862,-3.5021
-0.042409,1.9283,-4.0641
0.19257,2.5445,-4.7553
0.24701,2.8548,-5.2947
0.27094,3.2367,-5.9438
0.44161,3.294,-6.0991
0.63852,3.2544,-6.0512
0.90649,3.0658,-5.9234
0.638,2.8987,-6.0178
0.38496,2.8156,-6.0024
0.39203,2.6438,-5.6562
0.44737,2.5112,-5.3727
0.46228,2.5765,-5.2892
0.27698,2.4658,-5.1481
0.067199,2.2982,-4.9823
-0.14098,2.2403,-4.8571
-0.31542,2.1161,-4.7461
-0.10674,1.958,-4.7836
0.10319,1.9086,-4.9312
0.18786,1.9472,-5.1603
0.13605,1.9842,-5.3021
-0.1056,2.0382,-5.17
-0.2978,2.2498,-5.2719
-0.47871,2.2724,-5.2553
-0.56955,2.1989,-5.1334
-0.57011,2.2469,-4.9908
-0.64853,2.3926,-4.9941
-0.8258,2.3484,-4.8463
-0.78401,2.2171,-4.7359
-0.78224,2.021,-4.555
-0.84744,1.8174,-4.376
-0.93317,1.6287,-4.1662
-0.87619,1.8893,-4.2325
-0.79946,1.957,-4.2412
-0.51403,2.0309,-4.4051
-0.62262,2.0681,-4.3694
-0.77133,2.0181,-4.1736
-0.59923,1.991,-4.1646
-0.60294,2.196,-4.1773
-0.79866,2.3043,-4.1315
-1.0557,2.1802,-3.9499
-0.86985,2.1725,-3.8948
-0.41738,2.489,-4.5631
-0.94831,2.7101,-4.8935
-1.3476,2.9628,-5.1815
-1.663,3.1645,-5.2005
-1.7559,3.5693,-5.4406
-1.8207,3.6245,-5.5629
-1.8854,3.5534,-5.5668
-1.8669,3.4797,-5.6693
-1.9318,3.349,-5.6911
-2.2277,3.1033,-5.6068
-2.1982,2.6679,-5.5928
-1.9508,2.3982,-5.5397
-1.6834,2.2714,-5.1673
-1.1888,1.8767,-4.6309
-1.0116,1.5512,-4.2532
-0.64544,1.5601,-3.9531
-0.68702,1.494,-3.7239
-0.97654,1.6642,-3.8683
-1.4017,1.7589,-3.7415
-2.3665,2.2349,-4.5941
-3.1569,2.3212,-4.9043
-3.3484,2.2008,-4.6904
-3.3364,2.0987,-4.3999
-3.3383,2.0254,-4.0609
-2.9286,2.2993,-3.6877
-2.8455,2.3532,-3.2289
-2.7723,2.4202,-3.0186
-3.4037,2.0941,-2.6372
-4.5575,2.7646,-3.2355
-5.2894,2.6459,-3.0926
-6.0621,2.7444,-3.0698
-6.2291,2.6668,-2.5777
-5.7316,2.8364,-2.0839
-5.8984,2.9855,-1.8075
-5.9892,2.9919,-1.5206
-5.907,3.0346,-1.13
-5.9726,2.9546,-0.80622
-6.1359,2.7915,-0.57462
-6.4978,2.2988,-0.10503
-7.0412,2.1991,0.043981
-7.0839,2.3998,-0.20818
-6.794,3.0109,-0.52314
-6.0797,3.5461,-1.0402
-5.6274,3.8067,-1.5949
-5.3195,3.6501,-1.6514
-4.7605,2.7046,-1.8356
-3.8691,1.7764,-1.4027
-4.216,1.3271,-0.94745
-4.7832,1.2559,-0.93072
-5.3534,1.1748,-1.1161
-5.6673,0.95441,-1.1846
-5.9419,1.4364,-1.6426
-5.7864,1.3044,-1.6204
-5.4363,1.0767,-1.3848
-5.1141,0.73747,-1.0671
-4.7106,0.56404,-0.86537
-4.481,0.42063,-0.51282
-4.3325,0.94108,-0.66279
-4.4147,2.3717,-1.7011
-4.3351,3.2977,-2.6912
-4.2011,3.9412,-2.9557
-4.4653,3.6961,-3.1861
-4.5366,2.8672,-3.1195
-4.7468,1.8985,-2.7763
-4.3444,0.73777,-2.1729
-4.809,0.22227,-2.2865
-4.3788,0.10901,-2.1484
-4.1794,0.10247,-2.1165
-3.9968,-0.21033,-1.9512
-3.5593,-0.50841,-1.7143
-3.115,0.047027,-1.5938
-3.1538,0.391,-1.4586
-3.2139,0.39185,-1.1843
-3.1791,0.33009,-1.0291
-3.4192,0.38455,-1.0409
-3.9095,1.0915,-1.6961
-4.3537,2.0723,-2.4086
-4.1631,2.3489,-2.7737
-3.9419,2.3463,-3.0509
-4.3775,2.312,-3.8089
-4.3974,2.4417,-4.4997
-3.712,2.3761,-4.9542
-3.598,2.0114,-4.5793
-3.1497,1.6184,-4.247
-3.5181,2.0531,-4.4248
-3.8527,2.0147,-4.2379
-4.0722,1.8506,-3.813
-3.8626,1.4185,-3.378
-3.4287,0.90931,-2.8915
-3.2553,0.85303,-2.4062
-3.4292,1.1398,-2.1055
-3.702,1.6511,-1.9679
-3.672,1.8805,-1.722
-3.8066,1.8066,-1.2619
-4.5361,1.8133,-1.0334
-5.1551,2.1036,-1.4147
-5.8899,2.407,-1.8306
-5.5079,2.6085,-2.3902
-4.8014,2.5246,-2.8684
-4.5872,2.1901,-3.2229
-4.8264,2.315,-4.4297
-5.4177,2.6231,-5.6811
-5.5441,2.7716,-6.383
-4.2703,1.8776,-5.9041
-2.972,2.0431,-5.4488
-3.3163,1.8514,-5.3825
-3.5388,1.4869,-5.6536
-3.3099,1.5439,-5.5729
-2.9899,1.4609,-5.1018
-2.8917,1.185,-4.7844
-3.4705,0.97231,-4.6747
-3.8945,1.1425,-4.7711
-3.8977,0.96154,-4.4769
-3.6855,0.65741,-3.9944
-3.5587,0.64417,-3.8787
-3.3539,0.5876,-3.8756
-3.2973,0.96838,-3.9891
-3.8631,1.257,-4.3704
-4.7541,1.3252,-5.002
-4.9392,1.4086,-4.9473
-5.1179,1.3941,-4.786
-5.0602,0.57265,-4.0273
-4.6749,0.22901,-3.2813
-4.4345,0.050491,-2.558
-4.214,-0.19435,-1.9582
-4.2721,-0.052202,-1.5697
-4.0805,0.17873,-1.7418
-4.0969,0.56318,-2.153
-3.9363,0.75487,-2.3644
-3.9913,0.74211,-2.346
-4.174,1.15,-2.8031
-4.1226,1.7858,-3.4407
-4.6861,2.2039,-4.3961
-5.8597,2.5025,-5.5163
-5.4533,2.1687,-5.49
-4.8706,1.8685,-5.2065
-4.4087,1.1882,-5.0271
-3.9138,0.59711,-4.9909
-4.3856,1.1711,-5.6922
-4.6126,0.34213,-6.5679
-4.4187,0.052016,-7.2371
-4.0038,0.33171,-8.2845
-4.3764,0.37251,-9.2053
-4.5674,0.32748,-9.471
-4.9255,-0.30007,-9.4883
-4.987,-1.3023,-9.7412
-3.8324,-2.3512,-9.5022
-3.3521,-2.7346,-9.4088
-2.0222,-3.215,-8.5753
-2.2045,-3.3329,-7.9822
-3.5101,-3.2198,-8.3702
-5.0254,-3.1258,-9.2808
-5.9217,-4.0079,-9.3344
-6.1272,-3.9472,-9.2625
-5.9027,-2.7342,-9.3502
-5.7602,-1.8976,-9.0228
-5.3484,-2.8376,-8.2934
-4.9009,-3.5703,-7.7477
-4.8237,-3.847,-7.7221
-5.4864,-4.3058,-7.9383
-5.1471,-2.9486,-7.8562
-5.092,-3.1871,-7.4211
-4.2879,-2.9842,-7.7647
-4.7876,-3.6427,-7.9069
-5.2819,-3.5304,-8.8318
-7.663,-4.0746,-10.18
-8.9029,-4.2779,-11.617
-9.7988,-2.89,-14.546
-13.262,-4.3355,-16.28
-12.81,-5.6169,-14.687
-10.93,-5.3969,-12.169
-7.9836,-4.0258,-10.453
-7.1685,-3.7149,-9.2793
-5.9091,-2.7044,-8.3404
-4.8213,-2.8164,-6.6279
-5.1927,-3.1738,-5.3176
-5.4539,-2.7289,-4.1301
-5.2366,-2.5488,-3.0662
-5.0552,-3.5077,-1.7967
-5.5017,-4.2348,-0.92282
-6.2606,-4.5824,-0.032273
-7.4201,-4.7886,0.25386
-7.6674,-3.4414,-0.1148
-8.2783,-3.4283,0.098952
-8.5714,-2.9153,0.27601
-8.6494,-3.3929,0.46266
-7.6341,-3.7831,0.52179
-6.6474,-2.9979,0.12106
-6.2987,-3.1711,0.33617
-6.0032,-3.3938,0.30125
-5.4442,-3.4184,0.20165
-5.2393,-3.0567,0.17417
-5.1169,-3.1836,0.25217
-5.0282,-3.0322,0.23373
-5.1213,-2.9838,0.45671
-4.8259,-3.0116,0.51476
-4.8301,-2.7824,0.52995
-5.1538,-2.2778,0.55918
-5.3054,-2.773,0.77528
-5.4811,-3.289,1.0279
-5.5345,-3.5143,1.0595
-5.3932,-3.273,0.86232
-5.28,-2.6939,0.7557
-5.1216,-2.3073,0.7765
-5.0333,-1.5002,0.84473
-5.5643,-1.1889,1.1809
-5.3779,-2.1142,1.5945
-5.2858,-2.4896,1.5094
-5.3815,-2.6734,1.4734
-5.1228,-3.5694,1.6002
-4.7613,-4.2248,1.493
-4.205,-4.7463,1.3491
-3.4284,-5.2137,1.0813
-2.2142,-5.9834,0.6445
0.29636,-6.472,0.86008
-0.31905,-5.761,1.3892
-0.076147,-5.1503,1.5529
-0.33105,-4.8158,1.8687
-0.99542,-4.273,1.8609
-1.4175,-4.3188,1.7504
-1.2232,-4.7021,1.6372
-0.72103,-5.3775,1.6042
0.12867,-5.8931,1.5973
0.36251,-6.6191,1.6796
0.9355,-7.3312,1.7718
1.5716,-7.4539,1.5873
4.4907,-7.8694,1.4661
5.0017,-7.0619,1.8615
3.8365,-6.9499,2.3406
3.1351,-7.4067,2.3554
3.3071,-7.3952,2.2468
3.3212,-7.8876,2.8269
4.3596,-7.8299,2.4699
4.858,-7.4004,2.206
5.7379,-6.3337,1.5203
5.823,-5.491,1.7142
6.5633,-5.3641,1.6461
5.9845,-5.1046,2.2742
5.0772,-4.7947,2.7423
4.658,-5.453,2.7564
4.2923,-5.7217,2.3129
3.9731,-5.6486,2.0313
4.0257,-5.6799,1.7878
3.8368,-5.8635,1.8234
4.1502,-6.3188,1.877
4.1459,-6.8166,2.2785
4.0892,-7.5382,2.7483
5.0432,-7.7606,3.0614
4.6198,-7.8491,3.2956
5.0492,-8.2096,3.7522
4.9613,-7.4895,3.6216
4.4107,-6.6364,3.4227
3.7574,-6.4708,3.0983
3.1986,-6.5591,2.4918
2.926,-7.205,2.5285
3.1789,-8.0761,3.0365
4.9116,-8.5452,3.3353
4.3249,-6.9572,3.7797
3.8818,-6.2362,3.9604
3.4728,-6.2416,4.2102
3.5181,-6.5354,4.0841
2.7051,-8.4849,3.8841
1.1347,-9.9622,3.2443
1.9916,-11.374,3.2248
3.6419,-10.909,3.5789
3.7028,-9.1382,3.8731
3.3738,-8.5089,4.1092
3.6495,-8.1279,4.5074
4.4544,-7.4771,4.6298
5.4031,-7.3719,4.6963
6.3353,-9.3987,4.8906
5.2883,-12.941,3.9051
4.4427,-12.709,3.0141
5.0303,-12.963,3.7825
6.6793,-12.165,2.5185
6.1642,-11.693,2.6101
6.9749,-10.858,2.149
7.6974,-9.6159,1.9559
8.1923,-8.9076,1.7096
8.2675,-8.9381,2.1541
9.3185,-9.4951,2.7036
9.9563,-9.2223,2.6964
7.2753,-11.049,2.5407
5.0952,-12.724,2.0956
3.8127,-13.205,2.0859
4.1137,-13.608,2.4249
3.9875,-13.105,2.8542
3.6277,-12.399,2.8261
2.481,-10.843,2.6962
0.58241,-9.2989,2.5861
-0.88135,-9.35,3.0171
-1.8914,-9.5827,2.9798
-2.5618,-10.201,3.1622
-2.4718,-11.16,3.2841
-1.9242,-11.628,3.1148
-0.78889,-11.845,2.621
0.27972,-12.781,2.4313
1.9797,-13.373,1.6649
3.8842,-12.321,0.20357
4.2048,-8.734,-0.19756
4.8395,-7.0816,-0.29027
4.2535,-6.1877,-0.11297
3.2687,-6.9217,0.68321
2.9976,-8.2737,1.382
-1.7443,-11.401,0.96087
-2.6168,-14.281,0.49528
-0.85194,-14.263,0.95911
-0.43969,-12.986,1.5358
-0.49362,-12.721,1.8784
0.16863,-12.548,1.6683
0.57597,-12.367,1.8273
1.1802,-12.048,1.9036
0.51094,-11.49,2.2372
0.67273,-11.167,2.4388
0.099505,-10.618,2.3081
-1.5822,-11.332,2.7141
-2.5618,-13.872,2.4524
-2.1439,-14.094,2.4674
-1.9624,-13.422,2.2741
-2.0776,-12.466,2.3198
-1.3203,-13.345,2.7693
-0.51749,-13.409,3.2007
0.29398,-11.955,3.1814
0.60357,-10.3,2.9905
0.94206,-9.8874,2.9248
0.91351,-10.327,3.056
-0.50644,-11.14,3.3174
-4.2398,-13.621,3.0415
-2.7756,-12.891,2.081
-1.8373,-13.956,1.6219
-0.8441,-14.472,1.9794
0.070706,-13.354,1.5579
0.60231,-13.347,1.8768
1.6727,-12.153,1.1553
3.3405,-9.8236,0.98251
4.2776,-8.3848,0.94569
4.3306,-8.5993,1.4039
3.9911,-9.4452,0.78028
-1.2452,-13.42,-0.69946
-3.7782,-13.791,-1.4646
-2.9804,-12.467,-2.3095
-2.9169,-10.468,-3.0838
-2.1216,-9.076,-3.7333
-1.5952,-9.9799,-3.654
-1.9976,-10.778,-3.4532
-1.9632,-10.859,-3.6026
-2.1216,-11.661,-3.8493
-1.9733,-11.353,-4.6384
-2.6508,-11.426,-3.9956
-2.0834,-11.277,-3.6784
-1.8459,-11.781,-3.4679
-1.6174,-11.36,-3.858
-1.6758,-10.485,-3.9296
-1.2677,-10.087,-3.9632
-1.4172,-9.6938,-3.5192
-1.5155,-9.0098,-3.0247
-1.2147,-8.7578,-3.0004
-1.9686,-10.175,-3.0837
-3.0763,-11.209,-3.096
-2.9583,-11.326,-3.5723
-2.7861,-12.193,-4.0423
-2.6123,-12.276,-4.4344
-2.4126,-12.183,-4.4803
-1.9619,-12.275,-3.9566
-1.6994,-12.514,-2.8919
-1.4168,-12.85,-2.0255
-1.3727,-13.068,-1.6133
-1.7209,-13.893,-1.2236
-1.2581,-13.024,-1.0854
-1.1898,-12.857,-0.81278
-0.85472,-12.436,-0.41695
-0.6016,-11.926,-0.17955
-0.52912,-11.11,-0.16701
-0.12736,-10.448,-0.24456
0.085744,-9.49,-0.3954
0.14629,-9.4353,-0.24185
0.27451,-10.236,-0.25728
-0.20151,-10.393,-0.64778
-0.50947,-9.942,-1.1059
-0.71432,-9.4456,-1.1907
-0.46888,-8.8971,-1.3528
-0.13711,-8.7441,-1.0207
0.052968,-9.0761,-0.38344
0.77345,-9.4108,0.20307
1.3433,-10.013,0.90337
1.2862,-10.231,1.3042
1.5875,-10.635,1.9031
1.7951,-10.951,2.0917
2.381,-10.98,2.1954
2.7651,-10.722,2.0398
3.15,-11.115,2.904
3.3595,-10.678,3.1877
3.5405,-10.156,3.1367
3.7811,-10.062,3.2667
4.016,-10.382,3.9738
3.7963,-10.594,3.9203
4.0232,-11.754,3.6036
2.4773,-10.487,3.1848
1.1694,-9.9927,4.1976
1.5772,-10.81,4.6712
2.4381,-10.94,4.6753
2.9415,-10.829,4.5718
3.3457,-10.425,4.5134
3.6486,-10.507,4.6135
3.6267,-10.358,4.5651
3.1343,-10.537,4.4942
2.8015,-10.338,4.5214
2.4969,-10.418,4.7242
2.3427,-10.322,4.9934
2.4679,-10.4,5.1346
2.8481,-10.701,5.0923
2.0631,-9.9868,5.3081
1.432,-9.5541,4.8381
1.7124,-10.628,4.9303
1.6259,-10.49,4.8106
1.1006,-9.7213,4.2868
0.62171,-9.4603,4.1165
0.48857,-9.5379,3.9066
0.82929,-10.216,3.7962
1.1906,-10.248,3.4738
0.68317,-9.8473,3.5016
1.0044,-10.215,3.5306
0.9543,-10.503,3.0308
-0.21942,-10.126,2.7242
0.42931,-10.072,2.1943
0.77729,-10.004,1.2777
1.07,-10.972,1.7918
0.76633,-10.773,1.5363
0.17715,-10.894,1.4039
-0.68076,-10.259,0.87674
-1.5009,-9.7832,0.66546
-2.1035,-9.0404,0.5797
-2.1345,-9.0008,0.43737
-1.9496,-9.0897,0.49218
-1.8101,-8.8089,0.48971
-1.4528,-8.662,0.17514
-1.4238,-8.4194,-0.40183
-1.23,-8.2804,-0.91045
-1.4358,-8.0375,-1.3726
-1.604,-8.3249,-1.8171
-2.0978,-8.7338,-1.9056
-2.1031,-9.0813,-1.7163
-1.3302,-9.4788,-1.5204
-1.0356,-9.3403,-1.8261
-1.1218,-9.2945,-1.6992
-0.66067,-9.6242,-1.4379
-0.71857,-9.4556,-1.0482
-0.80238,-8.4689,-1.153
-0.99625,-8.32,-0.92115
-0.93661,-8.3714,-0.55447
-1.3186,-8.0316,-0.51836
-2.016,-7.3246,-0.60636
-3.0733,-7.0898,-0.39874
-3.2185,-6.8967,0.086925
-2.7675,-7.0963,0.37091
-2.2647,-7.1879,0.44267
-1.8561,-7.5233,0.34048
-1.8391,-7.4509,0.082813
-2.2477,-7.1005,0.030048
-2.3329,-7.1714,-0.0067882
-2.4632,-7.1688,-0.33157
-2.3663,-7.0536,-0.45123
-2.2254,-6.9661,-0.59732
-2.0433,-6.9543,-0.68813
-2.1792,-6.8409,-0.46885
-2.2639,-7.5625,-0.063669
-2.0961,-8.3027,-0.086209
-2.9064,-9.2136,-0.29651
-3.4965,-9.8805,-0.35478
-3.9756,-10.057,-0.39025
-4.107,-9.7206,-0.26313
-4.0103,-9.123,-0.19684
-2.9381,-8.6018,-0.39654
-2.5103,-8.1226,-0.49897
-2.3486,-7.7379,-0.34007
-1.9273,-7.5599,-0.18567
-1.2639,-7.4076,-0.17892
-0.93823,-7.3371,-0.19515
-0.86598,-7.3853,-0.26614
-1.0649,-7.9555,-0.44141
-1.7901,-8.6744,-0.3999
-2.3443,-9.1373,-0.35146
-1.8949,-8.8929,-0.54479
-1.6814,-8.046,-0.64365
-1.4138,-7.8087,-0.43745
-1.2438,-8.6565,-0.34911
-1.5787,-9.5379,-0.58677
-1.8436,-9.5404,-0.29357
-1.9099,-9.2241,0.082996
-1.6407,-9.0394,0.24387
-1.3893,-8.6003,0.22592
-1.3656,-8.3988,0.24188
-1.2666,-8.077,0.12401
-0.94865,-7.9102,0.29573
-0.26831,-7.5015,0.29544
0.22496,-7.5337,0.51292
0.59318,-7.6278,0.33318
0.22047,-8.0135,0.57846
0.048311,-8.1139,0.64002
-0.37638,-8.065,0.88363
