,lat,lon,bathymetry.meters,cum_dist_from_00
0,13.52942311045351,144.8044415972819,3154.9999713897705,0.0
1,13.52942311045351,144.8044415972819,3154.9999713897705,2.2452596998949934
2,13.549094363148988,144.809541651502,3154.9999713897705,12.245259699893523
3,13.553807226940055,144.9018030651777,3154.9999713897705,22.245259699896245
4,13.558486024162542,144.99406810160036,3154.9999713897705,32.24525969989378
5,13.563130741315,145.08633673591376,4754.000186920166,42.24525969989571
6,13.56774136499242,145.17860894322035,4754.000186920166,52.24525969989449
7,13.572317881886324,145.27088469858128,4754.000186920166,62.24525969989588
8,13.576860278784823,145.36316397701694,4754.000186920166,72.24525969989347
9,13.581368542572713,145.45544675350698,4754.000186920166,82.24525969989551
10,13.585842660231547,145.54773300299087,4754.000186920166,92.24525969989477
11,13.59028261883972,145.6400227003679,4754.000186920166,102.24525969989341
12,13.594688405572528,145.73231582049766,4754.000186920166,112.24525969989496
13,13.599060007702263,145.8246123382003,4754.000186920166,122.2452596998942
14,13.603397412598285,145.91691222825665,4754.000186920166,132.2452596998937
15,13.607700607727079,146.00921546540872,7160.999774932861,142.24525969989227
16,13.61196958065236,146.10152202435984,7160.999774932861,152.24525969989182
17,13.616204319035125,146.19383187977502,7160.999774932861,162.24525969989406
18,13.620404810633735,146.2861450062812,7160.999774932861,172.24525969989207
19,13.624571043303979,146.37846137846748,7160.999774932861,182.24525969989307
20,13.628703004999167,146.47078097088556,7160.999774932861,192.2452596998912
21,13.632800683770176,146.56310375804983,7160.999774932861,202.24525969989298
22,13.636864067765545,146.6554297144379,7160.999774932861,212.24525969989315
23,13.64089314523153,146.7477588144906,7160.999774932861,222.2452596998912
24,13.644887904512181,146.84009103261246,7160.999774932861,232.24525969989367
25,13.648848334049411,146.93242634317207,7160.999774932861,242.2452596998939
26,13.652774422383068,147.02476472050208,5659.999847412109,252.24525969989423
27,13.65666615815099,147.11710613889977,5659.999847412109,262.24525969989367
28,13.660523530089103,147.20945057262722,5659.999847412109,272.24525969989406
29,13.664346527031448,147.3017979959116,5659.999847412109,282.24525969989423
30,13.668135137910284,147.39414838294553,5659.999847412109,292.24525969989395
31,13.671889351756139,147.48650170788724,5659.999847412109,302.2452596998921
32,13.675609157697874,147.578857944861,5659.999847412109,312.245259699892
33,13.679294544962747,147.67121706795737,5659.999847412109,322.2452596998941
34,13.682945502876496,147.76357905123348,5659.999847412109,332.24525969989185
35,13.686562020863372,147.85594386871324,5659.999847412109,342.245259699892
36,13.69014408844624,147.94831149438787,5659.999847412109,352.2452596998923
37,13.693691695246606,148.04068190221594,5379.000186920166,362.24525969989116
38,13.69720483098471,148.1330550661238,5379.000186920166,372.2452596998913
39,13.700683485479557,148.2254309600059,5379.000186920166,382.24525969989253
40,13.704127648649012,148.31780955772498,5379.000186920166,392.2452596998935
41,13.70753731050984,148.41019083311247,5379.000186920166,401.963209911854
42,13.710817738179637,148.49996903716843,5379.000186920166,411.9632099118555
43,13.71138949811508,148.40752174807548,5379.000186920166,421.9632099118533
44,13.711926690301574,148.31507402517875,5379.000186920166,431.9632099118537
45,13.71242931317952,148.22262589550502,5379.000186920166,441.9632099118525
46,13.712897365289656,148.13017738608593,5379.000186920166,451.9632099118536
47,13.713330845273067,148.03772852395747,5379.000186920166,461.96320991185337
48,13.7137297518712,147.94527933615979,5659.999847412109,471.9632099118526
49,13.714094083925861,147.8528298497368,5659.999847412109,481.9632099118532
50,13.714423840379235,147.76038009173587,5659.999847412109,491.96320991185496
51,13.714719020273876,147.66793008920757,5659.999847412109,501.9632099118552
52,13.714979622752729,147.57547986920534,5659.999847412109,511.9632099118546
53,13.715205647059129,147.4830294587851,5659.999847412109,521.9632099118542
54,13.715397092536804,147.390578885005,5659.999847412109,531.9632099118545
55,13.715553958629874,147.2981281749251,5659.999847412109,541.9632099118529
56,13.715676244882868,147.20567735560707,5659.999847412109,551.9632099118551
57,13.715763950940712,147.11322645411377,5659.999847412109,561.9632099118534
58,13.715817076548742,147.02077549750916,5659.999847412109,571.9632099118544
59,13.715835621552706,146.9283245128577,7160.999774932861,581.9632099118538
60,13.71581958589875,146.83587352722427,7160.999774932861,591.9632099118548
61,13.715768969633443,146.7434225676737,7160.999774932861,601.9632099118523
62,13.71568377290375,146.65097166127057,7160.999774932861,611.9632099118542
63,13.71556399595705,146.55852083507878,7160.999774932861,621.9632099118531
64,13.715409639141129,146.46607011616138,7160.999774932861,631.9632099118545
65,13.715220702904173,146.37361953158006,7160.999774932861,641.963209911854
66,13.714997187794774,146.28116910839506,7160.999774932861,651.9632099118536
67,13.714739094461919,146.18871887366467,7160.999774932861,661.9632099118538
68,13.714446423654993,146.096268854445,7160.999774932861,671.9632099118547
69,13.714119176223763,146.00381907778961,7160.999774932861,681.963209911855
70,13.713757353118393,145.91136957074934,4754.000186920166,691.9632099118547
71,13.713360955389412,145.8189203603718,4754.000186920166,701.9632099118556
72,13.712929984187733,145.72647147370117,4754.000186920166,711.9632099118542
73,13.712464440764627,145.63402293777787,4754.000186920166,721.9632099118538
74,13.711964326471719,145.5415747796382,4754.000186920166,731.9632099118556
75,13.711429642760994,145.4491270263141,4754.000186920166,741.9632099118548
76,13.710860391184772,145.3566797048328,4754.000186920166,742.6888614072934
77,13.710817738179637,145.34997126865645,4754.000186920166,752.6888614072926
78,13.722277588709579,145.44167644044748,4754.000186920166,762.688861407294
79,13.733703385656248,145.53339050060575,4754.000186920166,772.6888614072941
80,13.745095096356652,145.62511343120028,4754.000186920166,782.6888614072931
