Z,Y,X,Date
-181.898,-105.341,277.211,2024-05-11 15:25:00
-170.264,-120.802,287.427,2024-05-11 15:26:00
-167.559,-128.146,293.973,2024-05-11 15:27:00
-160.112,-140.626,279.251,2024-05-11 15:28:00
-155.986,-137.146,267.838,2024-05-11 15:29:00
-157.544,-135.48,265.345,2024-05-11 15:30:00
-139.426,-143.835,295.9,2024-05-11 15:31:00
-123.227,-149.167,295.206,2024-05-11 15:32:00
-110.42,-147.66,289.931,2024-05-11 15:33:00
-113.949,-151.368,286.518,2024-05-11 15:34:00
-114.752,-153.614,286.88,2024-05-11 15:35:00
-114.944,-153.043,281.952,2024-05-11 15:36:00
-122.791,-155.141,292.26,2024-05-11 15:37:00
-135.415,-158.762,292.594,2024-05-11 15:38:00
-142.336,-167.667,296.733,2024-05-11 15:39:00
-141.286,-179.03,298.564,2024-05-11 15:40:00
-150.235,-173.128,299.699,2024-05-11 15:41:00
-153.023,-176.596,299.214,2024-05-11 15:42:00
-148.78,-174.13,298.629,2024-05-11 15:43:00
-145.63,-179.683,303.401,2024-05-11 15:44:00
-135.138,-191.276,289.508,2024-05-11 15:45:00
-142.416,-184.567,263.156,2024-05-11 15:46:00
-145.187,-173.241,244.708,2024-05-11 15:47:00
-134.585,-164.637,248.078,2024-05-11 15:48:00
-108.008,-176.996,268.564,2024-05-11 15:49:00
-90.6612,-181.194,271.943,2024-05-11 15:50:00
-84.5101,-187.546,266.765,2024-05-11 15:51:00
-86.0794,-186.181,261.879,2024-05-11 15:52:00
-88.3166,-198.327,275.21,2024-05-11 15:53:00
-98.9679,-196.802,268.492,2024-05-11 15:54:00
-95.675,-196.646,271.765,2024-05-11 15:55:00
-76.5741,-206.409,287.224,2024-05-11 15:56:00
-65.8079,-218.603,291.039,2024-05-11 15:57:00
-67.864,-230.931,296.309,2024-05-11 15:58:00
-53.7145,-222.571,283.103,2024-05-11 15:59:00
-58.1263,-220.282,278.597,2024-05-11 16:00:00
-39.1531,-219.818,279.682,2024-05-11 16:01:00
-32.1973,-225.224,275.499,2024-05-11 16:02:00
-42.5089,-231.023,271.391,2024-05-11 16:03:00
-33.2159,-230.165,277.723,2024-05-11 16:04:00
-36.1283,-229.711,280.672,2024-05-11 16:05:00
-39.4038,-229.378,275.31,2024-05-11 16:06:00
-41.2764,-226.041,272.667,2024-05-11 16:07:00
-31.7289,-227.643,279.549,2024-05-11 16:08:00
-21.4992,-227.196,289.564,2024-05-11 16:09:00
-8.47101,-224.659,291.22,2024-05-11 16:10:00
10.7513,-237.806,303.439,2024-05-11 16:11:00
20.2762,-245.445,310.853,2024-05-11 16:12:00
35.0948,-264.26,312.983,2024-05-11 16:13:00
29.9472,-266.504,302.793,2024-05-11 16:14:00
22.1587,-276.034,295.33,2024-05-11 16:15:00
27.0899,-283.048,296.803,2024-05-11 16:16:00
28.9868,-271.683,280.707,2024-05-11 16:17:00
-2.43285,-263.124,266.515,2024-05-11 16:18:00
-5.98022,-257.923,256.302,2024-05-11 16:19:00
-0.736832,-257.841,251.571,2024-05-11 16:20:00
-7.11762,-254.764,252.636,2024-05-11 16:21:00
-8.71145,-249.224,249.84,2024-05-11 16:22:00
-4.24166,-254.782,245.029,2024-05-11 16:23:00
-9.58382,-251.433,246.285,2024-05-11 16:24:00
-7.5762,-259.36,253.068,2024-05-11 16:25:00
7.62013,-273.354,263.737,2024-05-11 16:26:00
7.9109,-274.983,261.181,2024-05-11 16:27:00
-11.5434,-280.527,255.781,2024-05-11 16:28:00
-8.20614,-283.794,248.327,2024-05-11 16:29:00
-12.8406,-273.006,246.766,2024-05-11 16:30:00
-29.177,-264.737,233.464,2024-05-11 16:31:00
-6.82248,-250.03,221.352,2024-05-11 16:32:00
-14.4236,-238.059,211.678,2024-05-11 16:33:00
-23.8195,-232.379,208.009,2024-05-11 16:34:00
-31.4259,-206.551,200.014,2024-05-11 16:35:00
-35.9339,-174.288,191.409,2024-05-11 16:36:00
-12.3179,-189.703,189.088,2024-05-11 16:37:00
28.7327,-184.279,191.067,2024-05-11 16:38:00
56.7559,-185.907,187.269,2024-05-11 16:39:00
50.6832,-190.754,170.31,2024-05-11 16:40:00
13.8339,-196.604,164.252,2024-05-11 16:41:00
10.4575,-200.648,169.991,2024-05-11 16:42:00
-7.86291,-193.146,172.274,2024-05-11 16:43:00
-38.8897,-185.854,172.793,2024-05-11 16:44:00
-30.8753,-177.021,161.301,2024-05-11 16:45:00
-40.8019,-151.982,147.37,2024-05-11 16:46:00
-51.7721,-127.198,148.698,2024-05-11 16:47:00
-43.7887,-127.908,139.644,2024-05-11 16:48:00
-40.2027,-108.807,144.849,2024-05-11 16:49:00
-5.21272,-122.754,145.042,2024-05-11 16:50:00
-12.8616,-128.337,143.478,2024-05-11 16:51:00
4.71922,-132.54,130.488,2024-05-11 16:52:00
-7.06189,-129.461,128.334,2024-05-11 16:53:00
-23.2399,-135.036,112.447,2024-05-11 16:54:00
-20.8488,-140.732,117.777,2024-05-11 16:55:00
-29.08,-147.012,117.995,2024-05-11 16:56:00
-26.6658,-155.506,118.448,2024-05-11 16:57:00
-24.071,-154.519,121.564,2024-05-11 16:58:00
-21.8387,-167.534,123.719,2024-05-11 16:59:00
-22.9884,-169.373,128.665,2024-05-11 17:00:00
-18.5026,-177.29,133.457,2024-05-11 17:01:00
-9.54012,-184.016,139.3,2024-05-11 17:02:00
0.97082,-190.605,143.416,2024-05-11 17:03:00
4.06894,-197.63,137.072,2024-05-11 17:04:00
1.5443,-194.959,139.317,2024-05-11 17:05:00
1.70725,-193.13,133.671,2024-05-11 17:06:00
1.08398,-188.986,133.936,2024-05-11 17:07:00
3.34311,-188.615,135.452,2024-05-11 17:08:00
24.0931,-187.376,131.962,2024-05-11 17:09:00
53.8915,-214.899,138.144,2024-05-11 17:10:00
78.5741,-228.772,140.821,2024-05-11 17:11:00
86.9498,-244.668,146.024,2024-05-11 17:12:00
96.815,-257.164,139.784,2024-05-11 17:13:00
85.0927,-258.687,145.943,2024-05-11 17:14:00
73.029,-271.245,146.143,2024-05-11 17:15:00
52.0074,-269.561,147.968,2024-05-11 17:16:00
39.4886,-299.197,158.989,2024-05-11 17:17:00
36.5877,-280.557,135.168,2024-05-11 17:18:00
21.7006,-267.028,138.864,2024-05-11 17:19:00
25.1131,-244.031,130.569,2024-05-11 17:20:00
9.5971,-223.266,121.683,2024-05-11 17:21:00
24.8705,-208.338,119.498,2024-05-11 17:22:00
22.2583,-198.022,116.339,2024-05-11 17:23:00
16.7272,-192.638,116.554,2024-05-11 17:24:00
12.3025,-184.123,119.749,2024-05-11 17:25:00
47.154,-163.567,114.409,2024-05-11 17:26:00
79.9567,-215.521,126.705,2024-05-11 17:27:00
114.953,-235.074,131.204,2024-05-11 17:28:00
110.748,-280.329,138.429,2024-05-11 17:29:00
100.916,-267.878,145.809,2024-05-11 17:30:00
70.5578,-284.537,144.992,2024-05-11 17:31:00
56.9909,-257.218,136.84,2024-05-11 17:32:00
31.7153,-260.55,136.577,2024-05-11 17:33:00
36.6316,-231.578,127.287,2024-05-11 17:34:00
7.85688,-217.994,130.571,2024-05-11 17:35:00
10.7419,-201.853,135.823,2024-05-11 17:36:00
2.73587,-177.97,128.448,2024-05-11 17:37:00
-16.645,-170.071,122.303,2024-05-11 17:38:00
-35.4589,-164.78,120.985,2024-05-11 17:39:00
-32.5692,-135.014,109.349,2024-05-11 17:40:00
-34.654,-143.307,110.199,2024-05-11 17:41:00
-22.1635,-131.053,109.054,2024-05-11 17:42:00
-26.7882,-126.712,108.983,2024-05-11 17:43:00
-19.3363,-137.181,108.415,2024-05-11 17:44:00
-16.9085,-144.604,106.148,2024-05-11 17:45:00
-19.6749,-153.164,113.399,2024-05-11 17:46:00
-13.4578,-158.964,110.864,2024-05-11 17:47:00
-12.6983,-161.145,103.469,2024-05-11 17:48:00
-6.02014,-152.266,100.118,2024-05-11 17:49:00
-7.50186,-167.25,97.7245,2024-05-11 17:50:00
-0.454381,-172.506,98.3532,2024-05-11 17:51:00
-5.31182,-168.135,98.2,2024-05-11 17:52:00
7.48164,-173.352,96.8972,2024-05-11 17:53:00
4.79141,-173.662,94.7623,2024-05-11 17:54:00
-2.26671,-165.439,92.7925,2024-05-11 17:55:00
10.966,-159.502,86.3836,2024-05-11 17:56:00
-11.5526,-147.114,91.01,2024-05-11 17:57:00
-8.36607,-130.337,85.9866,2024-05-11 17:58:00
-26.1185,-129.44,82.6172,2024-05-11 17:59:00
-11.2991,-131.119,75.3241,2024-05-11 18:00:00
-9.41,-109.716,68.2666,2024-05-11 18:01:00
-10.6236,-116.959,70.6541,2024-05-11 18:02:00
0.75542,-94.9927,67.0246,2024-05-11 18:03:00
-15.1994,-128.507,72.0581,2024-05-11 18:04:00
-12.6003,-106.608,62.277,2024-05-11 18:05:00
-23.8469,-106.578,62.6255,2024-05-11 18:06:00
-13.7403,-107.332,60.0441,2024-05-11 18:07:00
-29.0298,-88.2951,56.0575,2024-05-11 18:08:00
32.206,-126.221,53.4118,2024-05-11 18:09:00
14.8397,-121.095,58.9106,2024-05-11 18:10:00
23.7741,-139.897,73.7756,2024-05-11 18:11:00
13.6347,-145.631,74.7565,2024-05-11 18:12:00
6.27434,-145.482,77.1705,2024-05-11 18:13:00
-0.183169,-131.779,78.5582,2024-05-11 18:14:00
-8.2246,-120.739,80.3693,2024-05-11 18:15:00
-13.8182,-110.797,79.6056,2024-05-11 18:16:00
-14.9991,-109.288,76.8821,2024-05-11 18:17:00
-25.7308,-92.6833,70.0067,2024-05-11 18:18:00
-37.9706,-80.7833,66.3996,2024-05-11 18:19:00
-38.1212,-28.6922,57.6309,2024-05-11 18:20:00
7.96275,-107.523,77.453,2024-05-11 18:21:00
13.4147,-105.953,69.7812,2024-05-11 18:22:00
-1.14637,-113.687,84.1223,2024-05-11 18:23:00
-3.3148,-149.171,84.0568,2024-05-11 18:24:00
12.2915,-146.684,81.1566,2024-05-11 18:25:00
-3.0921,-161.667,84.618,2024-05-11 18:26:00
4.96183,-155.567,70.8745,2024-05-11 18:27:00
-5.16376,-130.794,57.6272,2024-05-11 18:28:00
-16.1198,-121.116,54.0177,2024-05-11 18:29:00
-20.9529,-103.129,47.6067,2024-05-11 18:30:00
-32.4373,-94.8467,44.6271,2024-05-11 18:31:00
-7.98915,-82.4511,32.4226,2024-05-11 18:32:00
-33.1434,-84.1481,36.1631,2024-05-11 18:33:00
-39.4193,-79.277,31.6124,2024-05-11 18:34:00
-27.2458,-76.4635,22.1528,2024-05-11 18:35:00
-82.5946,-18.1008,23.8857,2024-05-11 18:36:00
-39.8461,-24.1988,15.008,2024-05-11 18:37:00
-55.4468,-27.5108,22.0071,2024-05-11 18:38:00
-42.6348,-22.1787,20.3945,2024-05-11 18:39:00
-45.797,-20.0478,23.8442,2024-05-11 18:40:00
-53.7073,-43.966,32.2275,2024-05-11 18:41:00
-10.0502,-2.24894,10.2842,2024-05-11 18:42:00
-40.4932,-51.5137,45.824,2024-05-11 18:43:00
-41.4024,-68.7993,45.1424,2024-05-11 18:44:00
-46.7889,-41.36,35.2543,2024-05-11 18:45:00
-50.1653,-47.4387,38.1912,2024-05-11 18:46:00
-65.3556,-67.2351,37.5261,2024-05-11 18:47:00
-55.1806,-21.2291,15.9256,2024-05-11 18:48:00
-35.57,-70.4078,31.8801,2024-05-11 18:49:00
-56.348,-15.6001,20.9426,2024-05-11 18:50:00
-81.6837,-33.6049,35.6701,2024-05-11 18:51:00
-66.3616,-14.1726,21.6211,2024-05-11 18:52:00
-73.912,-4.69274,24.5302,2024-05-11 18:53:00
-75.7057,-14.693,24.0868,2024-05-11 18:54:00
-78.5029,5.69722,19.8976,2024-05-11 18:55:00
-56.2988,-20.4663,21.2973,2024-05-11 18:56:00
-78.0059,-14.8687,22.0581,2024-05-11 18:57:00
-66.8538,-14.2495,13.9334,2024-05-11 18:58:00
-47.5904,-47.7925,18.2434,2024-05-11 18:59:00
-50.3929,-87.129,17.9073,2024-05-11 19:00:00
-49.6743,-75.4965,16.0779,2024-05-11 19:01:00
-37.7816,-84.7465,18.1607,2024-05-11 19:02:00
-18.365,-90.6189,16.0647,2024-05-11 19:03:00
-26.1934,-124.77,22.359,2024-05-11 19:04:00
-18.9954,-149.751,16.1758,2024-05-11 19:05:00
-27.3424,-163.518,19.8755,2024-05-11 19:06:00
-36.9514,-166.855,23.8172,2024-05-11 19:07:00
-26.4303,-129.455,23.5741,2024-05-11 19:08:00
17.0861,-212.53,35.9526,2024-05-11 19:09:00
-15.1312,-219.181,29.3035,2024-05-11 19:10:00
-36.1815,-193.633,26.1011,2024-05-11 19:11:00
-25.391,-171.339,25.3047,2024-05-11 19:12:00
-11.6798,-194.119,29.3425,2024-05-11 19:13:00
-14.0535,-185.037,29.9085,2024-05-11 19:14:00
7.91385,-198.899,24.0075,2024-05-11 19:15:00
-1.33839,-224.432,28.7034,2024-05-11 19:16:00
29.7574,-234.623,23.3558,2024-05-11 19:17:00
38.9517,-253.596,26.348,2024-05-11 19:18:00
13.976,-256.065,38.2537,2024-05-11 19:19:00
46.0446,-271.13,33.4637,2024-05-11 19:20:00
40.215,-270.351,38.5117,2024-05-11 19:21:00
61.5309,-276.821,34.5358,2024-05-11 19:22:00
79.8358,-311.196,37.0443,2024-05-11 19:23:00
79.0773,-323.837,42.0643,2024-05-11 19:24:00
87.8013,-328.66,56.0502,2024-05-11 19:25:00
82.7109,-329.219,62.1596,2024-05-11 19:26:00
61.4154,-321.036,72.4895,2024-05-11 19:27:00
34.5621,-272.823,74.3473,2024-05-11 19:28:00
-24.0811,-238.999,84.9199,2024-05-11 19:29:00
53.9661,-212.019,66.2935,2024-05-11 19:30:00
26.0881,-215.891,84.2185,2024-05-11 19:31:00
-1.92115,-207.913,85.5453,2024-05-11 19:32:00
-19.4882,-137.315,70.5702,2024-05-11 19:33:00
-12.5199,-175.939,66.7831,2024-05-11 19:34:00
-50.8208,-103.365,58.2823,2024-05-11 19:35:00
-31.2499,-110.536,58.4349,2024-05-11 19:36:00
-45.0689,-97.8375,58.8756,2024-05-11 19:37:00
-7.20043,-73.1931,56.402,2024-05-11 19:38:00
-15.739,-101.797,68.5874,2024-05-11 19:39:00
-5.1969,-82.539,66.8453,2024-05-11 19:40:00
2.84253,-84.5577,68.9828,2024-05-11 19:41:00
12.1606,-91.3587,63.8005,2024-05-11 19:42:00
-0.639446,-87.4538,64.3991,2024-05-11 19:43:00
6.42698,-79.1649,56.274,2024-05-11 19:44:00
-9.15361,-75.4293,54.4853,2024-05-11 19:45:00
0.120751,-66.0591,45.6225,2024-05-11 19:46:00
-1.1653,-76.9289,41.6648,2024-05-11 19:47:00
-11.9674,-56.2159,38.1877,2024-05-11 19:48:00
-3.39353,-56.5884,39.9141,2024-05-11 19:49:00
-4.22419,-55.7737,35.2816,2024-05-11 19:50:00
-3.48094,-44.3163,29.4365,2024-05-11 19:51:00
-4.14325,-36.2729,24.1297,2024-05-11 19:52:00
5.69363,-18.0918,17.0002,2024-05-11 19:53:00
1.1848,-30.138,21.3683,2024-05-11 19:54:00
10.4147,-17.464,12.903,2024-05-11 19:55:00
-12.8337,-27.9072,20.3314,2024-05-11 19:56:00
-4.73269,-17.3825,9.43401,2024-05-11 19:57:00
-26.2461,-2.00792,11.2567,2024-05-11 19:58:00
-10.3584,4.17579,4.30619,2024-05-11 19:59:00
-9.45316,-3.17778,5.42183,2024-05-11 20:00:00
-47.7864,-15.5652,15.2606,2024-05-11 20:01:00
-43.7374,51.9296,-2.90824,2024-05-11 20:02:00
-48.6765,45.2009,8.64893,2024-05-11 20:03:00
13.5931,44.1855,-2.05926,2024-05-11 20:04:00
-4.80815,-15.8192,22.1918,2024-05-11 20:05:00
-20.1487,-22.6861,17.9198,2024-05-11 20:06:00
-22.0738,-11.3621,9.58627,2024-05-11 20:07:00
-34.4687,-0.362143,9.77365,2024-05-11 20:08:00
-21.7033,-4.30832,6.79851,2024-05-11 20:09:00
-39.0304,-24.0904,11.8175,2024-05-11 20:10:00
-35.3619,56.0659,1.676,2024-05-11 20:11:00
25.5644,6.76303,8.43394,2024-05-11 20:12:00
9.1105,-39.4529,23.7679,2024-05-11 20:13:00
2.66863,-45.7734,21.1523,2024-05-11 20:14:00
-4.49446,-27.8795,15.0854,2024-05-11 20:15:00
-16.0473,-16.355,13.256,2024-05-11 20:16:00
-5.80358,-15.1764,9.12611,2024-05-11 20:17:00
7.049,-31.4451,7.88058,2024-05-11 20:18:00
-8.08372,-51.2195,11.0302,2024-05-11 20:19:00
-12.5087,-33.3776,2.06899,2024-05-11 20:20:00
-4.29163,-31.7144,-1.5037,2024-05-11 20:21:00
-3.15474,-34.6923,0.765288,2024-05-11 20:22:00
1.01855,-48.2921,0.557342,2024-05-11 20:23:00
10.2949,-53.3019,-1.18932,2024-05-11 20:24:00
13.9799,-76.3261,3.03972,2024-05-11 20:25:00
2.28362,-95.8595,7.63572,2024-05-11 20:26:00
5.31779,-77.3772,-5.03115,2024-05-11 20:27:00
20.9989,-91.2375,-4.46301,2024-05-11 20:28:00
14.5987,-121.145,4.43253,2024-05-11 20:29:00
9.55308,-104.095,-3.39414,2024-05-11 20:30:00
1.922,-122.365,11.8738,2024-05-11 20:31:00
6.65211,-109.11,0.532373,2024-05-11 20:32:00
17.915,-113.99,7.2766,2024-05-11 20:33:00
4.43995,-128.564,16.2192,2024-05-11 20:34:00
1.36241,-110.944,10.4158,2024-05-11 20:35:00
2.21915,-111.103,18.4236,2024-05-11 20:36:00
12.9855,-118.25,13.8675,2024-05-11 20:37:00
4.3335,-115.887,18.9495,2024-05-11 20:38:00
3.84111,-116.962,18.5767,2024-05-11 20:39:00
-4.77187,-114.909,22.8741,2024-05-11 20:40:00
-2.23965,-102.228,20.4719,2024-05-11 20:41:00
12.125,-111.065,21.3367,2024-05-11 20:42:00
10.3459,-122.375,26.5697,2024-05-11 20:43:00
7.68939,-122.449,25.5704,2024-05-11 20:44:00
2.96657,-122.823,26.9028,2024-05-11 20:45:00
-5.74319,-108.588,26.4241,2024-05-11 20:46:00
0.713674,-110.5,25.6648,2024-05-11 20:47:00
0.228856,-91.2405,23.1485,2024-05-11 20:48:00
16.9399,-114.782,27.5039,2024-05-11 20:49:00
3.00141,-118.687,29.2459,2024-05-11 20:50:00
8.42865,-116.411,24.9627,2024-05-11 20:51:00
-5.75502,-108.149,24.5232,2024-05-11 20:52:00
-4.85283,-92.4617,22.1823,2024-05-11 20:53:00
9.41631,-90.2669,17.0764,2024-05-11 20:54:00
11.8429,-110.819,23.4205,2024-05-11 20:55:00
5.67293,-112.965,22.6432,2024-05-11 20:56:00
-1.22379,-97.038,21.9871,2024-05-11 20:57:00
1.94809,-105.384,25.1986,2024-05-11 20:58:00
8.49986,-109.166,21.1864,2024-05-11 20:59:00
-7.95434,-98.3347,23.3764,2024-05-11 21:00:00
-2.87353,-95.9899,21.593,2024-05-11 21:01:00
-2.25701,-93.5417,19.2783,2024-05-11 21:02:00
-6.41981,-91.3307,20.0568,2024-05-11 21:03:00
-12.0848,-105.596,19.4776,2024-05-11 21:04:00
-24.4963,-45.855,15.5003,2024-05-11 21:05:00
3.44948,-88.1692,15.9146,2024-05-11 21:06:00
4.90852,-105.502,23.4602,2024-05-11 21:07:00
12.3383,-130.985,19.4895,2024-05-11 21:08:00
3.08979,-129.234,19.7724,2024-05-11 21:09:00
25.5422,-133.533,6.91641,2024-05-11 21:10:00
14.3072,-149.536,16.9862,2024-05-11 21:11:00
12.2867,-134.237,13.9896,2024-05-11 21:12:00
24.5534,-150.64,14.6881,2024-05-11 21:13:00
19.027,-149.472,15.7196,2024-05-11 21:14:00
11.1077,-137.222,16.8196,2024-05-11 21:15:00
10.7732,-137.515,19.5713,2024-05-11 21:16:00
3.39318,-123.899,21.0321,2024-05-11 21:17:00
4.11543,-118.353,23.7857,2024-05-11 21:18:00
-2.89625,-108.21,24.1732,2024-05-11 21:19:00
-16.6146,-96.8795,24.6218,2024-05-11 21:20:00
-14.9715,-73.6342,18.9331,2024-05-11 21:21:00
-10.2758,-66.4507,18.8002,2024-05-11 21:22:00
-13.3161,-70.3449,23.5791,2024-05-11 21:23:00
0.875544,-67.6572,15.4969,2024-05-11 21:24:00
-23.9451,-63.9492,23.3736,2024-05-11 21:25:00
-22.8241,-28.9938,14.2259,2024-05-11 21:26:00
-8.64677,-44.6683,14.1382,2024-05-11 21:27:00
-24.4609,-40.9285,19.6982,2024-05-11 21:28:00
-27.2323,-14.7462,13.1645,2024-05-11 21:29:00
-24.3064,-3.5597,13.1357,2024-05-11 21:30:00
-4.1544,-15.5629,12.6286,2024-05-11 21:31:00
-1.39125,-48.1861,20.3471,2024-05-11 21:32:00
-12.6057,-26.8928,19.3032,2024-05-11 21:33:00
-16.1524,-7.30912,21.5901,2024-05-11 21:34:00
26.0061,-17.467,10.4289,2024-05-11 21:35:00
11.6486,-70.1998,23.6239,2024-05-11 21:36:00
-8.32752,-31.8845,18.6913,2024-05-11 21:37:00
-0.703408,-22.1615,13.4877,2024-05-11 21:38:00
-2.86465,-30.7772,14.4038,2024-05-11 21:39:00
-12.4722,-15.8765,14.0942,2024-05-11 21:40:00
-10.1585,-6.39942,10.2057,2024-05-11 21:41:00
-7.31888,-9.51811,8.49873,2024-05-11 21:42:00
-8.08405,-8.59425,8.18919,2024-05-11 21:43:00
-9.37593,-8.51593,9.20882,2024-05-11 21:44:00
-7.6363,-10.9842,8.9079,2024-05-11 21:45:00
-8.78792,-13.2631,9.16618,2024-05-11 21:46:00
-11.2719,-11.9673,8.72995,2024-05-11 21:47:00
-10.1798,-11.2321,7.14515,2024-05-11 21:48:00
-8.38398,-11.8058,7.3685,2024-05-11 21:49:00
-7.95216,-15.4462,7.486,2024-05-11 21:50:00
-8.78947,-12.5784,6.5256,2024-05-11 21:51:00
-10.7209,-10.276,5.1232,2024-05-11 21:52:00
-11.3933,-6.08856,5.24047,2024-05-11 21:53:00
-9.16063,-6.12437,4.70654,2024-05-11 21:54:00
-9.65672,-5.68669,5.43289,2024-05-11 21:55:00
-10.0678,-3.42448,5.90052,2024-05-11 21:56:00
-8.98147,-3.96676,5.59441,2024-05-11 21:57:00
-10.5959,-1.06302,5.68433,2024-05-11 21:58:00
-9.05491,-1.93806,5.55869,2024-05-11 21:59:00
-8.20748,-3.13794,4.91626,2024-05-11 22:00:00
-6.30817,1.10539,3.57152,2024-05-11 22:01:00
-2.82329,-5.83485,4.14963,2024-05-11 22:02:00
-0.673216,-5.78105,3.78441,2024-05-11 22:03:00
0.525627,-18.8704,5.23428,2024-05-11 22:04:00
-6.55172,-6.52423,4.52857,2024-05-11 22:05:00
-4.48099,-15.0105,4.35359,2024-05-11 22:06:00
-19.2468,-8.33971,6.04436,2024-05-11 22:07:00
-15.9454,9.60903,5.37766,2024-05-11 22:08:00
1.18301,-0.0335897,0.986671,2024-05-11 22:09:00
-8.76442,-12.6019,5.99689,2024-05-11 22:10:00
-9.22628,-5.83724,6.36106,2024-05-11 22:11:00
-9.68872,2.30833,4.14278,2024-05-11 22:12:00
-6.88574,-4.17495,3.44783,2024-05-11 22:13:00
-11.3864,0.679204,5.82497,2024-05-11 22:14:00
-9.55937,7.11754,7.36772,2024-05-11 22:15:00
-1.47056,3.86132,3.95407,2024-05-11 22:16:00
-3.73537,-0.898937,4.32566,2024-05-11 22:17:00
-4.37604,14.9338,4.60965,2024-05-11 22:18:00
14.1565,-2.82491,5.59318,2024-05-11 22:19:00
11.4186,-29.8449,8.82042,2024-05-11 22:20:00
-1.87564,-9.14844,7.15699,2024-05-11 22:21:00
3.25789,-2.88515,3.82434,2024-05-11 22:22:00
4.26942,-6.13866,1.92372,2024-05-11 22:23:00
-0.184494,-4.77699,4.11631,2024-05-11 22:24:00
6.80495,-6.29751,3.72069,2024-05-11 22:25:00
3.44961,-13.2542,4.62172,2024-05-11 22:26:00
-0.82894,-7.08833,5.60941,2024-05-11 22:27:00
-4.77688,-8.85998,5.70974,2024-05-11 22:28:00
-8.9913,0.516038,4.30743,2024-05-11 22:29:00
-0.380447,-12.7248,4.14802,2024-05-11 22:30:00
-5.66863,-21.3979,5.88504,2024-05-11 22:31:00
-2.66018,-19.7397,5.85539,2024-05-11 22:32:00
0.152281,-27.5448,7.02179,2024-05-11 22:33:00
-7.12382,-28.3142,9.72904,2024-05-11 22:34:00
-5.98783,-20.6034,7.46287,2024-05-11 22:35:00
-6.53396,-18.9264,7.80519,2024-05-11 22:36:00
1.10424,-19.3454,7.43715,2024-05-11 22:37:00
1.05755,-24.2033,7.34029,2024-05-11 22:38:00
-5.2715,-19.6006,9.06944,2024-05-11 22:39:00
0.848016,-11.7232,6.226,2024-05-11 22:40:00
2.40516,-17.7041,3.55416,2024-05-11 22:41:00
-4.97584,-11.4036,4.63315,2024-05-11 22:42:00
3.77934,-9.35236,2.79876,2024-05-11 22:43:00
-0.652984,-9.56751,1.90131,2024-05-11 22:44:00
-1.27039,-11.0614,2.55345,2024-05-11 22:45:00
-4.6149,-12.498,1.95136,2024-05-11 22:46:00
-15.6687,1.85249,3.25693,2024-05-11 22:47:00
-9.12668,11.5937,2.65556,2024-05-11 22:48:00
-5.03738,7.11547,2.82142,2024-05-11 22:49:00
-1.20818,2.88147,3.71517,2024-05-11 22:50:00
-7.79971,-1.30551,6.87181,2024-05-11 22:51:00
-5.03931,10.9394,4.53572,2024-05-11 22:52:00
-0.861759,10.567,3.88478,2024-05-11 22:53:00
0.191268,2.53075,4.14927,2024-05-11 22:54:00
-2.89041,-1.15489,5.7102,2024-05-11 22:55:00
-7.24989,7.76268,5.01203,2024-05-11 22:56:00
-3.69968,11.3041,3.64334,2024-05-11 22:57:00
-6.01866,7.45836,3.92818,2024-05-11 22:58:00
-6.02083,9.63183,3.15787,2024-05-11 22:59:00
-7.58695,8.05044,3.62925,2024-05-11 23:00:00
-10.6041,14.1631,3.8832,2024-05-11 23:01:00
-7.41521,16.1466,3.64209,2024-05-11 23:02:00
-6.53162,12.0807,3.26085,2024-05-11 23:03:00
-7.85246,9.84378,3.39844,2024-05-11 23:04:00
-10.6123,10.3652,5.2467,2024-05-11 23:05:00
-11.3272,17.3207,5.05546,2024-05-11 23:06:00
-7.205,18.5573,3.9106,2024-05-11 23:07:00
-5.94127,13.9941,3.49708,2024-05-11 23:08:00
-8.85739,11.1774,4.64873,2024-05-11 23:09:00
-9.39839,12.7384,4.76318,2024-05-11 23:10:00
-8.06121,10.8734,4.37741,2024-05-11 23:11:00
-9.71203,9.4542,4.39429,2024-05-11 23:12:00
-11.2881,10.6662,5.5526,2024-05-11 23:13:00
-9.62161,11.1482,5.35706,2024-05-11 23:14:00
-9.08511,11.4179,4.92843,2024-05-11 23:15:00
-6.24991,9.71718,4.20229,2024-05-11 23:16:00
-6.67742,6.79292,5.63866,2024-05-11 23:17:00
-7.32007,5.10448,5.45919,2024-05-11 23:18:00
-8.24196,4.51589,5.35308,2024-05-11 23:19:00
-9.10422,5.29847,5.02084,2024-05-11 23:20:00
-10.0744,6.27534,5.3786,2024-05-11 23:21:00
-13.411,11.7402,6.47666,2024-05-11 23:22:00
-0.704893,6.02128,4.6966,2024-05-11 23:23:00
3.77159,-6.95729,5.06355,2024-05-11 23:24:00
-2.09923,-14.2948,6.14101,2024-05-11 23:25:00
-3.72915,-14.7709,5.9297,2024-05-11 23:26:00
-7.86843,-11.2206,4.48084,2024-05-11 23:27:00
-12.528,-2.42752,6.55373,2024-05-11 23:28:00
-3.71866,-1.89531,5.54692,2024-05-11 23:29:00
1.45473,-8.07374,4.4833,2024-05-11 23:30:00
0.126937,-13.9801,5.57392,2024-05-11 23:31:00
-2.52994,-15.3872,7.36647,2024-05-11 23:32:00
-7.7326,-11.9635,6.09592,2024-05-11 23:33:00
