Z,Y,X,Date
0.831202,0.699948,-0.589663,2024-05-10 03:36:00
1.06929,0.494687,-0.425847,2024-05-10 03:37:00
1.3965,0.426652,-0.32889,2024-05-10 03:38:00
0.92464,0.430676,-0.556164,2024-05-10 03:39:00
1.17236,0.377302,-0.392054,2024-05-10 03:40:00
1.36661,0.394343,-0.315128,2024-05-10 03:41:00
1.21301,0.360585,-0.246165,2024-05-10 03:42:00
1.25756,0.323216,-0.341207,2024-05-10 03:43:00
0.756531,0.558216,-0.670304,2024-05-10 03:44:00
0.276717,0.73191,-0.8673,2024-05-10 03:45:00
-0.154374,0.927393,-1.09883,2024-05-10 03:46:00
-0.723966,1.23953,-1.45084,2024-05-10 03:47:00
-1.27561,1.528,-1.67593,2024-05-10 03:48:00
-1.7289,1.79967,-1.96114,2024-05-10 03:49:00
-2.25535,2.11786,-2.26353,2024-05-10 03:50:00
-2.73642,2.41272,-2.49734,2024-05-10 03:51:00
-3.24062,2.73268,-2.75825,2024-05-10 03:52:00
-3.50056,2.9375,-2.86142,2024-05-10 03:53:00
-3.92591,3.23155,-3.11175,2024-05-10 03:54:00
-4.48759,3.58152,-3.38135,2024-05-10 03:55:00
-5.14205,4.01433,-3.65266,2024-05-10 03:56:00
-5.43236,4.37633,-3.74001,2024-05-10 03:57:00
-5.6308,4.65676,-3.84413,2024-05-10 03:58:00
-5.85683,4.93972,-4.0254,2024-05-10 03:59:00
-5.59961,5.08406,-4.16838,2024-05-10 04:00:00
-5.25561,5.11041,-4.06755,2024-05-10 04:01:00
-5.03369,5.11162,-4.14913,2024-05-10 04:02:00
-5.24282,5.29354,-4.32807,2024-05-10 04:03:00
-5.46118,5.56506,-4.35162,2024-05-10 04:04:00
-5.58519,5.71458,-4.33099,2024-05-10 04:05:00
-6.02818,5.98958,-4.36165,2024-05-10 04:06:00
-6.52545,6.41631,-4.36015,2024-05-10 04:07:00
-6.40492,6.45714,-4.05959,2024-05-10 04:08:00
-6.14942,6.45329,-3.71783,2024-05-10 04:09:00
-6.25145,6.47758,-3.73743,2024-05-10 04:10:00
-6.93978,6.84036,-4.07246,2024-05-10 04:11:00
-7.77304,7.36618,-4.27284,2024-05-10 04:12:00
-7.73046,7.44691,-3.97141,2024-05-10 04:13:00
-7.08073,7.26951,-3.68852,2024-05-10 04:14:00
-6.33132,6.97106,-3.61024,2024-05-10 04:15:00
-6.32295,6.91224,-3.69744,2024-05-10 04:16:00
-6.36828,6.94452,-3.62604,2024-05-10 04:17:00
-6.29551,6.92642,-3.3181,2024-05-10 04:18:00
-6.08926,6.65949,-3.11817,2024-05-10 04:19:00
-5.54807,6.3784,-2.81825,2024-05-10 04:20:00
-5.74105,6.55649,-3.05155,2024-05-10 04:21:00
-5.89551,6.77681,-3.49608,2024-05-10 04:22:00
-6.60266,7.18035,-3.81161,2024-05-10 04:23:00
-6.11655,6.99374,-3.87667,2024-05-10 04:24:00
-4.90743,6.37155,-4.16182,2024-05-10 04:25:00
-3.5989,5.98779,-4.28954,2024-05-10 04:26:00
-2.44957,5.50284,-4.64569,2024-05-10 04:27:00
-1.32075,4.9333,-4.9722,2024-05-10 04:28:00
-0.595813,4.70226,-4.69595,2024-05-10 04:29:00
0.46577,4.09019,-4.77473,2024-05-10 04:30:00
1.13218,3.73071,-4.69786,2024-05-10 04:31:00
1.49402,3.64111,-4.81087,2024-05-10 04:32:00
1.88114,3.44891,-4.98535,2024-05-10 04:33:00
2.82889,2.98746,-5.32511,2024-05-10 04:34:00
2.03004,3.70913,-6.04858,2024-05-10 04:35:00
2.79713,3.21494,-6.61993,2024-05-10 04:36:00
3.89355,3.17839,-7.65741,2024-05-10 04:37:00
4.77956,3.0474,-8.69751,2024-05-10 04:38:00
6.66889,2.12575,-8.89548,2024-05-10 04:39:00
7.79594,1.83497,-9.70911,2024-05-10 04:40:00
8.64092,1.12636,-9.08418,2024-05-10 04:41:00
9.49348,1.21283,-9.86486,2024-05-10 04:42:00
10.1561,0.638244,-9.40239,2024-05-10 04:43:00
10.316,0.543197,-9.40537,2024-05-10 04:44:00
10.4063,0.318939,-8.66528,2024-05-10 04:45:00
10.4379,0.28537,-7.99671,2024-05-10 04:46:00
10.8346,0.158528,-8.40219,2024-05-10 04:47:00
10.4052,0.0832931,-7.23656,2024-05-10 04:48:00
9.48047,0.716666,-6.55231,2024-05-10 04:49:00
9.90682,0.202753,-5.9634,2024-05-10 04:50:00
9.44487,0.474877,-5.82757,2024-05-10 04:51:00
9.0922,0.877824,-5.26333,2024-05-10 04:52:00
9.17017,0.697769,-5.1526,2024-05-10 04:53:00
8.72227,0.84153,-5.10944,2024-05-10 04:54:00
8.61729,0.816527,-4.84269,2024-05-10 04:55:00
8.48479,0.93079,-4.93113,2024-05-10 04:56:00
8.03779,1.05901,-4.8652,2024-05-10 04:57:00
8.0864,1.15784,-4.76945,2024-05-10 04:58:00
8.08249,1.08393,-4.75149,2024-05-10 04:59:00
7.54974,1.52931,-4.47828,2024-05-10 05:00:00
7.78516,1.30018,-4.67084,2024-05-10 05:01:00
7.60871,1.31641,-5.07021,2024-05-10 05:02:00
8.3799,0.93163,-5.2722,2024-05-10 05:03:00
7.92454,1.12985,-5.22786,2024-05-10 05:04:00
8.56941,0.82428,-6.0611,2024-05-10 05:05:00
8.54731,0.909857,-5.7028,2024-05-10 05:06:00
8.31909,0.946331,-5.80883,2024-05-10 05:07:00
8.48052,0.674359,-5.92138,2024-05-10 05:08:00
8.853,0.616412,-6.31962,2024-05-10 05:09:00
8.93186,0.346238,-6.11747,2024-05-10 05:10:00
9.44464,-0.123808,-6.7888,2024-05-10 05:11:00
8.894,0.104126,-6.04053,2024-05-10 05:12:00
9.16331,-0.0802994,-6.06008,2024-05-10 05:13:00
9.02224,0.0759694,-6.15497,2024-05-10 05:14:00
8.99579,0.0459801,-6.00204,2024-05-10 05:15:00
8.25838,0.322834,-6.20492,2024-05-10 05:16:00
8.46334,0.082666,-5.88639,2024-05-10 05:17:00
8.67925,-0.0509602,-5.97256,2024-05-10 05:18:00
8.9207,-0.429602,-6.23451,2024-05-10 05:19:00
8.97513,-0.523265,-6.15766,2024-05-10 05:20:00
9.34546,-0.967548,-6.1872,2024-05-10 05:21:00
9.59034,-1.11129,-6.13619,2024-05-10 05:22:00
10.0457,-1.56408,-6.29431,2024-05-10 05:23:00
10.6463,-2.16694,-6.12263,2024-05-10 05:24:00
10.82,-2.38843,-6.23846,2024-05-10 05:25:00
10.931,-2.46046,-6.09857,2024-05-10 05:26:00
11.586,-2.88437,-6.02981,2024-05-10 05:27:00
12.201,-3.43764,-5.83636,2024-05-10 05:28:00
12.568,-4.00687,-5.86773,2024-05-10 05:29:00
12.8144,-4.44362,-5.73775,2024-05-10 05:30:00
13.1498,-4.87498,-5.66758,2024-05-10 05:31:00
13.6452,-5.46585,-5.84393,2024-05-10 05:32:00
13.6074,-5.66157,-6.04187,2024-05-10 05:33:00
13.5468,-5.7495,-5.8962,2024-05-10 05:34:00
13.2968,-5.67859,-5.74934,2024-05-10 05:35:00
13.6021,-6.08846,-5.57416,2024-05-10 05:36:00
13.4197,-6.19632,-5.7894,2024-05-10 05:37:00
12.6415,-5.86047,-5.81226,2024-05-10 05:38:00
11.4249,-5.10909,-5.5071,2024-05-10 05:39:00
12.0068,-5.73992,-5.3099,2024-05-10 05:40:00
11.6952,-5.57884,-5.4292,2024-05-10 05:41:00
11.101,-5.29767,-5.33487,2024-05-10 05:42:00
10.5651,-5.04571,-5.14457,2024-05-10 05:43:00
9.7913,-4.51554,-4.83361,2024-05-10 05:44:00
9.25441,-4.16896,-4.59219,2024-05-10 05:45:00
8.9878,-4.02561,-4.25178,2024-05-10 05:46:00
8.71688,-3.9238,-4.22628,2024-05-10 05:47:00
8.59765,-3.86332,-4.17719,2024-05-10 05:48:00
8.17678,-3.5902,-4.18316,2024-05-10 05:49:00
8.03964,-3.54401,-4.08248,2024-05-10 05:50:00
7.98426,-3.51986,-4.08392,2024-05-10 05:51:00
7.47438,-3.23411,-4.07069,2024-05-10 05:52:00
6.67619,-2.70698,-3.69326,2024-05-10 05:53:00
6.84005,-2.79396,-3.41954,2024-05-10 05:54:00
6.39083,-2.49265,-3.70671,2024-05-10 05:55:00
5.72632,-2.0751,-3.43631,2024-05-10 05:56:00
6.22314,-2.47311,-2.98154,2024-05-10 05:57:00
6.7097,-2.83147,-3.3526,2024-05-10 05:58:00
6.47333,-2.72887,-3.4432,2024-05-10 05:59:00
5.91041,-2.49874,-3.36874,2024-05-10 06:00:00
5.63355,-2.3217,-3.2078,2024-05-10 06:01:00
5.83514,-2.41805,-3.11809,2024-05-10 06:02:00
6.18863,-2.80727,-3.30262,2024-05-10 06:03:00
5.58021,-2.28132,-3.08522,2024-05-10 06:04:00
5.22472,-2.04369,-2.94126,2024-05-10 06:05:00
5.34007,-2.17872,-2.88446,2024-05-10 06:06:00
5.34599,-2.16696,-2.77673,2024-05-10 06:07:00
5.26345,-2.15907,-2.77052,2024-05-10 06:08:00
5.33459,-2.25361,-2.62185,2024-05-10 06:09:00
4.88056,-1.84558,-2.61521,2024-05-10 06:10:00
4.67403,-1.699,-2.41436,2024-05-10 06:11:00
4.51756,-1.5703,-2.28174,2024-05-10 06:12:00
4.56342,-1.68651,-2.33722,2024-05-10 06:13:00
4.4244,-1.56434,-2.45034,2024-05-10 06:14:00
4.16716,-1.40022,-2.55542,2024-05-10 06:15:00
3.97564,-1.34155,-2.3017,2024-05-10 06:16:00
3.37738,-0.767282,-2.09104,2024-05-10 06:17:00
4.02186,-1.38132,-2.01726,2024-05-10 06:18:00
3.94132,-1.33818,-2.35434,2024-05-10 06:19:00
3.86615,-1.14364,-2.04034,2024-05-10 06:20:00
4.73517,-2.02179,-2.52545,2024-05-10 06:21:00
5.18156,-2.50703,-3.12732,2024-05-10 06:22:00
4.73164,-2.30838,-3.20393,2024-05-10 06:23:00
4.22835,-1.86798,-2.87973,2024-05-10 06:24:00
3.91738,-1.66561,-2.68897,2024-05-10 06:25:00
3.52737,-1.33497,-2.51269,2024-05-10 06:26:00
2.89947,-0.403481,-2.04995,2024-05-10 06:27:00
3.25535,-0.666793,-1.98865,2024-05-10 06:28:00
4.08623,-1.42244,-2.29624,2024-05-10 06:29:00
4.30403,-1.7791,-3.01452,2024-05-10 06:30:00
4.477,-2.16304,-3.67412,2024-05-10 06:31:00
3.8605,-1.70421,-3.53521,2024-05-10 06:32:00
3.92228,-1.87287,-3.58747,2024-05-10 06:33:00
3.90444,-1.90015,-3.71208,2024-05-10 06:34:00
3.999,-1.91928,-3.74928,2024-05-10 06:35:00
4.1205,-2.03824,-3.91279,2024-05-10 06:36:00
4.12675,-2.12775,-4.07253,2024-05-10 06:37:00
4.24159,-2.28846,-4.25331,2024-05-10 06:38:00
4.12729,-2.37367,-4.534,2024-05-10 06:39:00
3.89733,-2.23418,-4.53785,2024-05-10 06:40:00
3.64795,-1.99727,-4.42364,2024-05-10 06:41:00
3.71349,-2.11334,-4.50692,2024-05-10 06:42:00
3.70246,-2.26623,-4.72027,2024-05-10 06:43:00
3.43622,-1.98209,-4.578,2024-05-10 06:44:00
3.1895,-1.75219,-4.44806,2024-05-10 06:45:00
3.39503,-2.06069,-4.56238,2024-05-10 06:46:00
3.56288,-2.28777,-4.65608,2024-05-10 06:47:00
3.51945,-2.29276,-4.6657,2024-05-10 06:48:00
3.32062,-2.15884,-4.5866,2024-05-10 06:49:00
3.2956,-2.27285,-4.52876,2024-05-10 06:50:00
3.20969,-2.35401,-4.51522,2024-05-10 06:51:00
2.63149,-1.57918,-4.07442,2024-05-10 06:52:00
2.16417,-1.00626,-3.59319,2024-05-10 06:53:00
2.22956,-1.01803,-3.35822,2024-05-10 06:54:00
2.35987,-1.1206,-3.38231,2024-05-10 06:55:00
2.29912,-1.1383,-3.61255,2024-05-10 06:56:00
2.24935,-1.12876,-3.51369,2024-05-10 06:57:00
1.97586,-0.712949,-3.03997,2024-05-10 06:58:00
1.36017,-0.0748499,-2.62833,2024-05-10 06:59:00
1.79874,-0.408793,-2.31185,2024-05-10 07:00:00
1.61822,-0.18585,-2.38842,2024-05-10 07:01:00
1.16013,0.490625,-1.97083,2024-05-10 07:02:00
1.42981,0.103391,-1.81345,2024-05-10 07:03:00
1.76281,0.212797,-2.08374,2024-05-10 07:04:00
1.90809,-0.472971,-2.551,2024-05-10 07:05:00
2.61548,-1.36174,-3.41859,2024-05-10 07:06:00
2.46898,-1.06111,-3.62755,2024-05-10 07:07:00
2.36153,-1.10363,-3.82562,2024-05-10 07:08:00
2.29377,-1.11642,-3.97934,2024-05-10 07:09:00
1.73442,-0.424828,-3.60759,2024-05-10 07:10:00
1.43936,-0.064484,-3.03604,2024-05-10 07:11:00
1.56482,-0.0767068,-2.75773,2024-05-10 07:12:00
0.310868,1.30138,-2.2288,2024-05-10 07:13:00
0.133251,1.74605,-1.18742,2024-05-10 07:14:00
-0.343299,2.55201,-0.467769,2024-05-10 07:15:00
-0.19628,2.63302,-0.0797913,2024-05-10 07:16:00
-0.621223,3.19557,0.0850319,2024-05-10 07:17:00
-0.802196,3.60911,0.527316,2024-05-10 07:18:00
-1.13628,4.02316,0.80341,2024-05-10 07:19:00
-1.69187,4.74966,1.25438,2024-05-10 07:20:00
-2.29439,5.69537,2.01255,2024-05-10 07:21:00
-2.19638,5.76044,2.40083,2024-05-10 07:22:00
-3.19346,6.959,2.6756,2024-05-10 07:23:00
-4.12649,8.04351,3.62318,2024-05-10 07:24:00
-4.19651,8.25743,4.03935,2024-05-10 07:25:00
-4.79545,9.28093,4.71524,2024-05-10 07:26:00
-5.59926,10.707,5.69762,2024-05-10 07:27:00
-5.71702,11.3568,6.45823,2024-05-10 07:28:00
-6.60836,12.8255,7.04949,2024-05-10 07:29:00
-6.62459,12.9123,7.32436,2024-05-10 07:30:00
-7.07193,13.4383,7.39781,2024-05-10 07:31:00
-6.79294,13.0331,7.34557,2024-05-10 07:32:00
-7.45205,13.8246,7.79958,2024-05-10 07:33:00
-7.0041,12.9585,7.24182,2024-05-10 07:34:00
-9.29458,16.2135,8.67445,2024-05-10 07:35:00
-7.15053,14.0316,9.1976,2024-05-10 07:36:00
-7.11976,13.615,7.28474,2024-05-10 07:37:00
-7.21366,13.8005,6.95603,2024-05-10 07:38:00
-8.25976,15.072,7.61119,2024-05-10 07:39:00
-8.22714,15.2731,8.16337,2024-05-10 07:40:00
-7.86633,14.8449,7.40341,2024-05-10 07:41:00
-8.05699,15.099,7.11887,2024-05-10 07:42:00
-8.69494,15.9637,7.60351,2024-05-10 07:43:00
-8.79934,16.1315,8.13106,2024-05-10 07:44:00
-7.75094,14.6672,7.31656,2024-05-10 07:45:00
-8.38256,15.4416,7.06461,2024-05-10 07:46:00
-7.93693,15.0042,7.28048,2024-05-10 07:47:00
-7.18721,13.9191,6.06159,2024-05-10 07:48:00
-6.90313,13.1835,4.79835,2024-05-10 07:49:00
-7.63655,14.6298,5.27759,2024-05-10 07:50:00
-7.45257,14.2183,5.48894,2024-05-10 07:51:00
-6.11399,12.3078,4.46797,2024-05-10 07:52:00
-5.72914,11.7405,3.88931,2024-05-10 07:53:00
-5.35943,11.1605,3.67037,2024-05-10 07:54:00
-5.15142,10.8328,3.59595,2024-05-10 07:55:00
-4.46847,9.90356,3.15494,2024-05-10 07:56:00
-3.96098,9.50654,2.74816,2024-05-10 07:57:00
-2.60807,7.45837,0.908941,2024-05-10 07:58:00
-2.94575,7.93327,1.03987,2024-05-10 07:59:00
-2.59312,7.61122,0.695561,2024-05-10 08:00:00
-1.84499,6.32514,-0.376661,2024-05-10 08:01:00
-1.47612,5.68544,-1.04798,2024-05-10 08:02:00
-1.52854,5.61157,-1.54086,2024-05-10 08:03:00
-1.36613,5.30813,-2.05597,2024-05-10 08:04:00
-1.38921,5.33658,-2.48703,2024-05-10 08:05:00
-0.982387,4.79094,-2.75203,2024-05-10 08:06:00
-1.25406,5.21704,-2.99222,2024-05-10 08:07:00
-1.25641,5.15052,-2.88958,2024-05-10 08:08:00
-2.04185,6.09768,-2.18297,2024-05-10 08:09:00
-0.568257,4.05684,-2.21537,2024-05-10 08:10:00
-0.517119,4.00493,-2.77883,2024-05-10 08:11:00
0.771706,2.26442,-3.34599,2024-05-10 08:12:00
0.495494,2.63987,-4.21933,2024-05-10 08:13:00
1.27067,0.917492,-4.83791,2024-05-10 08:14:00
1.11415,0.536067,-5.60157,2024-05-10 08:15:00
0.331844,1.54429,-4.78539,2024-05-10 08:16:00
0.0294138,2.39924,-3.81869,2024-05-10 08:17:00
0.377659,1.9911,-4.02727,2024-05-10 08:18:00
0.501005,1.6295,-4.59606,2024-05-10 08:19:00
0.429679,1.77393,-3.98349,2024-05-10 08:20:00
0.597987,1.70968,-3.73354,2024-05-10 08:21:00
0.724364,1.27499,-4.33937,2024-05-10 08:22:00
0.781328,1.05424,-4.52891,2024-05-10 08:23:00
1.16888,0.346617,-4.79644,2024-05-10 08:24:00
1.09087,0.386251,-4.98175,2024-05-10 08:25:00
1.38911,-0.23939,-5.2546,2024-05-10 08:26:00
1.61807,-0.719952,-5.82303,2024-05-10 08:27:00
1.61289,-0.734102,-5.96132,2024-05-10 08:28:00
1.84803,-1.19171,-6.40064,2024-05-10 08:29:00
1.6728,-0.920369,-6.40855,2024-05-10 08:30:00
1.88578,-1.33558,-6.57408,2024-05-10 08:31:00
2.15956,-2.0276,-7.20366,2024-05-10 08:32:00
2.16803,-2.10061,-7.59095,2024-05-10 08:33:00
1.92778,-1.80073,-7.49713,2024-05-10 08:34:00
2.04633,-2.08095,-7.39633,2024-05-10 08:35:00
2.04088,-2.07249,-7.10473,2024-05-10 08:36:00
1.97041,-1.95173,-6.83637,2024-05-10 08:37:00
2.05862,-2.25664,-7.13384,2024-05-10 08:38:00
2.47034,-2.63607,-7.32063,2024-05-10 08:39:00
2.24777,-2.66168,-7.48938,2024-05-10 08:40:00
2.24361,-2.52337,-7.05555,2024-05-10 08:41:00
2.37638,-2.93124,-7.3462,2024-05-10 08:42:00
2.27065,-2.67736,-7.10686,2024-05-10 08:43:00
2.24084,-2.61412,-7.06676,2024-05-10 08:44:00
2.33374,-2.83174,-6.94664,2024-05-10 08:45:00
2.66618,-3.37336,-7.11901,2024-05-10 08:46:00
2.60542,-3.47932,-7.38299,2024-05-10 08:47:00
2.65239,-3.81013,-7.97536,2024-05-10 08:48:00
2.45529,-3.52387,-7.72418,2024-05-10 08:49:00
2.43761,-3.42568,-7.14828,2024-05-10 08:50:00
2.70964,-3.97931,-7.39908,2024-05-10 08:51:00
2.63061,-3.84325,-7.30872,2024-05-10 08:52:00
2.5928,-3.77571,-6.84102,2024-05-10 08:53:00
2.65008,-3.87934,-6.76762,2024-05-10 08:54:00
2.79445,-4.11551,-6.92813,2024-05-10 08:55:00
2.47263,-3.87917,-6.82711,2024-05-10 08:56:00
2.81134,-4.21686,-6.80173,2024-05-10 08:57:00
2.34808,-3.83657,-6.58558,2024-05-10 08:58:00
2.27017,-3.59181,-6.17277,2024-05-10 08:59:00
2.32989,-3.63573,-5.92553,2024-05-10 09:00:00
2.29845,-3.43953,-5.21754,2024-05-10 09:01:00
2.46854,-3.69719,-5.28742,2024-05-10 09:02:00
2.40149,-3.70842,-5.09795,2024-05-10 09:03:00
2.41272,-3.92945,-5.35054,2024-05-10 09:04:00
2.25043,-3.64607,-5.48254,2024-05-10 09:05:00
2.07826,-3.31311,-4.93744,2024-05-10 09:06:00
2.30165,-3.81599,-5.31165,2024-05-10 09:07:00
1.89728,-3.23729,-5.08457,2024-05-10 09:08:00
1.84954,-3.20428,-4.44866,2024-05-10 09:09:00
1.76484,-3.324,-4.56411,2024-05-10 09:10:00
1.47548,-2.83415,-3.85833,2024-05-10 09:11:00
1.58273,-2.97486,-3.56786,2024-05-10 09:12:00
1.2117,-2.1998,-2.46073,2024-05-10 09:13:00
1.68229,-2.22909,-1.6931,2024-05-10 09:14:00
1.80225,-2.36596,-1.60796,2024-05-10 09:15:00
2.10426,-3.08618,-2.57456,2024-05-10 09:16:00
2.77918,-4.42808,-4.8247,2024-05-10 09:17:00
2.46171,-4.61937,-6.38162,2024-05-10 09:18:00
2.02522,-4.45981,-7.20079,2024-05-10 09:19:00
1.04794,-2.82153,-5.68401,2024-05-10 09:20:00
2.41816,-4.60161,-7.4411,2024-05-10 09:21:00
1.12456,-3.50182,-6.99717,2024-05-10 09:22:00
0.828833,-3.24172,-5.81999,2024-05-10 09:23:00
0.619474,-2.718,-4.4772,2024-05-10 09:24:00
0.559742,-2.31559,-3.47738,2024-05-10 09:25:00
0.644364,-2.10005,-2.31475,2024-05-10 09:26:00
0.672667,-2.02036,-1.36508,2024-05-10 09:27:00
1.2244,-2.13913,-0.673361,2024-05-10 09:28:00
1.69066,-2.85632,-1.27675,2024-05-10 09:29:00
1.96718,-3.41778,-2.39703,2024-05-10 09:30:00
2.20075,-4.22457,-4.46331,2024-05-10 09:31:00
1.44684,-3.56122,-5.63045,2024-05-10 09:32:00
0.765502,-2.834,-5.65084,2024-05-10 09:33:00
0.978698,-2.90233,-5.71494,2024-05-10 09:34:00
0.609931,-2.32802,-4.89891,2024-05-10 09:35:00
0.716874,-2.53543,-4.7475,2024-05-10 09:36:00
0.63224,-2.52562,-4.26207,2024-05-10 09:37:00
0.769116,-3.15103,-4.9519,2024-05-10 09:38:00
0.201669,-2.38831,-4.3446,2024-05-10 09:39:00
0.00649229,-1.80137,-2.86535,2024-05-10 09:40:00
0.0966566,-1.71928,-2.02254,2024-05-10 09:41:00
0.100991,-1.57485,-1.48396,2024-05-10 09:42:00
0.239913,-1.46898,-0.291169,2024-05-10 09:43:00
0.474698,-1.70461,0.0498074,2024-05-10 09:44:00
0.694497,-1.9005,-0.251037,2024-05-10 09:45:00
0.612462,-1.84111,-0.158523,2024-05-10 09:46:00
0.73822,-2.16347,-0.770143,2024-05-10 09:47:00
0.629571,-2.00147,-0.411707,2024-05-10 09:48:00
0.902418,-2.24515,-0.511152,2024-05-10 09:49:00
1.01009,-2.23166,-0.291904,2024-05-10 09:50:00
1.20736,-2.40125,0.193091,2024-05-10 09:51:00
1.4918,-2.9909,-0.165807,2024-05-10 09:52:00
1.52871,-3.01115,-0.73526,2024-05-10 09:53:00
1.52176,-3.19968,-1.1133,2024-05-10 09:54:00
1.4279,-2.85535,-0.641276,2024-05-10 09:55:00
1.1562,-2.53334,-0.0600331,2024-05-10 09:56:00
1.70943,-2.95074,-0.308345,2024-05-10 09:57:00
1.77037,-3.22395,-0.858091,2024-05-10 09:58:00
1.67651,-2.97194,-1.1235,2024-05-10 09:59:00
1.51709,-2.8079,-0.949125,2024-05-10 10:00:00
1.34603,-2.44787,-0.902942,2024-05-10 10:01:00
1.26901,-2.12018,-0.145304,2024-05-10 10:02:00
1.27489,-1.60638,1.82979,2024-05-10 10:03:00
1.72384,-1.84611,3.06887,2024-05-10 10:04:00
2.12142,-2.07863,3.72272,2024-05-10 10:05:00
2.44616,-2.72605,2.84961,2024-05-10 10:06:00
1.92807,-2.26608,2.85466,2024-05-10 10:07:00
1.71908,-1.81139,3.99152,2024-05-10 10:08:00
1.85055,-1.89835,4.61822,2024-05-10 10:09:00
1.98535,-1.97658,4.79327,2024-05-10 10:10:00
2.04122,-2.11973,5.03327,2024-05-10 10:11:00
1.87228,-1.95203,5.89643,2024-05-10 10:12:00
2.13813,-2.04141,6.81102,2024-05-10 10:13:00
2.17607,-2.16692,7.87438,2024-05-10 10:14:00
2.30649,-2.35615,8.267,2024-05-10 10:15:00
2.23491,-2.44234,8.31163,2024-05-10 10:16:00
2.24153,-2.4998,8.80954,2024-05-10 10:17:00
2.32456,-2.65722,9.03281,2024-05-10 10:18:00
2.3015,-2.64027,9.12147,2024-05-10 10:19:00
2.25531,-2.70459,8.92575,2024-05-10 10:20:00
2.0945,-2.47418,9.79866,2024-05-10 10:21:00
2.31445,-2.92156,9.54868,2024-05-10 10:22:00
2.1889,-2.87775,9.8831,2024-05-10 10:23:00
2.29377,-3.0824,9.33357,2024-05-10 10:24:00
1.97155,-2.83505,9.4522,2024-05-10 10:25:00
1.90898,-2.68723,9.6907,2024-05-10 10:26:00
1.94679,-2.88403,9.24847,2024-05-10 10:27:00
1.66317,-2.56319,9.46631,2024-05-10 10:28:00
1.73844,-2.62872,8.95647,2024-05-10 10:29:00
1.62671,-2.62746,9.32314,2024-05-10 10:30:00
1.64327,-2.50437,9.10514,2024-05-10 10:31:00
1.67592,-2.59978,9.01033,2024-05-10 10:32:00
1.65346,-2.42315,9.9249,2024-05-10 10:33:00
1.77193,-2.6334,9.50725,2024-05-10 10:34:00
1.58083,-2.55662,9.18951,2024-05-10 10:35:00
1.58859,-2.7083,8.22445,2024-05-10 10:36:00
1.32601,-2.19671,8.43315,2024-05-10 10:37:00
1.59227,-2.57423,8.65747,2024-05-10 10:38:00
1.66985,-2.56736,8.35618,2024-05-10 10:39:00
1.78337,-2.79187,9.00466,2024-05-10 10:40:00
2.08027,-2.99716,10.0276,2024-05-10 10:41:00
2.46137,-3.7093,9.4796,2024-05-10 10:42:00
2.571,-3.79591,9.87385,2024-05-10 10:43:00
2.83195,-4.05537,10.8092,2024-05-10 10:44:00
2.77588,-4.09727,11.2426,2024-05-10 10:45:00
2.93633,-4.30387,12.218,2024-05-10 10:46:00
2.95887,-4.41983,12.4939,2024-05-10 10:47:00
2.72789,-4.44176,12.0376,2024-05-10 10:48:00
2.68154,-4.34966,13.1567,2024-05-10 10:49:00
2.97824,-4.81993,13.58,2024-05-10 10:50:00
2.97898,-5.29452,13.0722,2024-05-10 10:51:00
3.00886,-5.48586,12.8334,2024-05-10 10:52:00
2.78848,-5.23441,11.7519,2024-05-10 10:53:00
2.58075,-4.80196,11.5195,2024-05-10 10:54:00
3.0687,-5.45362,12.5463,2024-05-10 10:55:00
3.12107,-5.77993,11.94,2024-05-10 10:56:00
2.7914,-5.65936,11.2927,2024-05-10 10:57:00
2.72611,-5.86934,11.2363,2024-05-10 10:58:00
2.61743,-5.86764,10.7199,2024-05-10 10:59:00
2.17637,-5.43495,9.20405,2024-05-10 11:00:00
1.97342,-5.09828,9.53631,2024-05-10 11:01:00
2.00774,-5.11789,8.79103,2024-05-10 11:02:00
1.65722,-4.89885,8.11632,2024-05-10 11:03:00
1.46675,-4.75434,8.28292,2024-05-10 11:04:00
1.10723,-4.06506,7.92412,2024-05-10 11:05:00
0.578609,-3.49896,5.7085,2024-05-10 11:06:00
0.826519,-3.16091,8.23388,2024-05-10 11:07:00
1.30393,-3.63659,9.61774,2024-05-10 11:08:00
1.21503,-3.7134,9.22264,2024-05-10 11:09:00
0.581301,-2.99839,7.66506,2024-05-10 11:10:00
0.308381,-2.06255,8.73708,2024-05-10 11:11:00
0.833812,-2.36456,9.6594,2024-05-10 11:12:00
0.776747,-2.28443,7.96838,2024-05-10 11:13:00
0.482219,-1.74173,7.77851,2024-05-10 11:14:00
0.829032,-1.85954,9.46141,2024-05-10 11:15:00
0.974397,-1.72206,9.28062,2024-05-10 11:16:00
1.04422,-2.08622,9.57304,2024-05-10 11:17:00
1.45796,-3.07385,9.79821,2024-05-10 11:18:00
1.65091,-3.51993,8.90114,2024-05-10 11:19:00
1.78983,-3.34408,8.32216,2024-05-10 11:20:00
2.52664,-4.48645,10.1975,2024-05-10 11:21:00
2.81416,-5.48066,9.14432,2024-05-10 11:22:00
2.98975,-6.13118,10.3768,2024-05-10 11:23:00
3.32954,-7.05418,11.012,2024-05-10 11:24:00
3.65404,-7.70714,11.0263,2024-05-10 11:25:00
3.75751,-8.07882,11.2058,2024-05-10 11:26:00
3.88319,-8.51678,11.4798,2024-05-10 11:27:00
4.06293,-8.84063,11.3404,2024-05-10 11:28:00
